sim_time_us,node_id,seq
12275510,30,0
12345499,14,0
12565901,29,0
26517619,30,1
26587608,14,1
28487715,29,1
41947311,30,2
42263773,22,0
42580254,14,2
43683015,29,2
57513781,22,1
57525123,14,3
57744228,30,3
58300212,29,3
72080154,30,4
72724609,22,2
72900123,14,4
74112498,29,4
87024155,14,5
87568468,22,3
87744228,30,5
88598624,29,5
101728281,14,6
102978585,30,6
103068492,22,4
103487736,29,6
117080124,30,7
117673545,14,7
118523654,22,5
119370510,29,7
131815302,30,8
132361080,14,8
133209093,22,6
134284597,29,8
146478561,30,9
147361588,31,0
147470425,14,9
148326421,22,7
148933015,29,9
161558840,31,1
162369326,30,10
162865343,22,8
163376816,14,10
164793797,29,10
176424024,30,11
177130968,22,9
177142165,23,0
177197475,31,2
177471361,21,0
177788658,13,0
178776823,32,0
178798690,14,11
180143158,29,11
191197481,30,12
191666245,31,3
192751485,23,1
192818618,22,10
193111210,14,12
193299972,21,1
193671430,13,1
194089340,32,1
195605059,29,12
206189639,30,13
207329611,23,2
207700198,31,4
207826485,22,11
208408830,21,2
208845561,14,13
208854946,32,2
209179242,13,2
210847212,29,13
220369322,30,14
222001466,23,3
222004685,40,0
222006577,24,0
222154936,31,5
223228373,14,14
223279536,22,12
223690056,21,3
224050758,32,3
224655795,13,3
225175947,29,14
235283384,30,15
236216811,40,1
236705288,31,6
237427071,23,4
237519868,24,1
238224185,32,4
238675085,21,4
239095565,14,15
239201420,22,13
239319233,29,15
239601107,13,4
249681866,30,16
250614006,40,2
251701835,24,2
251735860,23,5
252433533,31,7
252916819,32,5
253244758,21,5
254037358,22,14
254149403,6,0
254229711,14,16
254804273,13,5
254956631,29,16
264502139,30,17
264762423,40,3
265853347,24,3
266447898,33,0
266670768,25,0
267313966,23,6
267572868,21,6
268021856,31,8
268753404,32,6
268766471,6,1
268858557,22,15
269249540,13,6
269331588,29,17
269599315,14,17
278822457,30,18
280121798,40,4
280959748,25,1
281025810,33,1
281748700,24,4
281924436,21,7
282327973,31,9
282868648,23,7
283295156,22,16
283507358,13,7
284156529,6,2
284729975,32,7
284769092,29,18
284822128,14,18
294642764,30,19
294873074,40,5
295814850,38,0
295889435,25,2
295998811,33,2
296350253,24,5
297471912,41,0
297556991,31,10
297743663,23,8
297745378,21,8
298272982,22,17
298539608,6,3
298796430,13,8
298914610,14,19
299169727,29,19
300159768,32,8
308918715,40,6
309693271,30,20
310572632,38,1
310616007,25,3
311132430,15,0
311530091,33,3
311619607,24,6
311676775,39,0
311697615,31,11
311987796,21,9
313271733,22,18
313471940,41,1
313688996,23,9
313744032,14,20
313972065,13,9
314394134,29,20
314406560,6,4
315136216,32,9
324549009,30,21
324559299,40,7
324865695,5,0
325045695,25,4
325420553,38,2
325613120,15,1
325675678,33,4
326450142,39,1
326658946,21,10
326709628,24,7
327283573,31,12
327900253,14,21
328315660,41,2
328487838,29,21
328873306,22,19
329243789,23,10
329741872,13,10
329992456,6,5
330097268,32,10
339295685,25,5
339780056,33,5
339928144,5,1
339934785,40,8
340215624,38,3
340316269,15,2
340373352,7,0
340533399,30,22
341006523,24,8
341315201,21,11
341356402,39,2
342807802,31,13
342861186,14,22
343326411,22,20
343699244,29,22
343909410,41,3
344196940,23,11
344906552,6,6
345257493,13,11
345918829,32,11
354248805,33,6
354467570,25,6
354483860,38,4
354498351,7,1
354720889,30,23
354878745,15,3
355115644,5,2
355194012,24,9
355379621,40,9
355461145,16,0
356645455,39,3
357229263,21,12
357439459,22,21
358009623,14,23
358010116,31,14
358214400,29,23
358701705,23,12
359874695,13,12
359917233,41,4
360508125,6,7
361405789,32,12
368678507,25,7
368974942,7,2
369225413,24,10
369517944,38,5
369600248,30,24
369775260,33,7
369910025,15,4
369973521,40,10
370264112,5,3
370422075,16,1
370691942,4,0
371151955,37,0
371615742,21,13
371724878,22,22
371957996,39,4
372288829,29,24
372384657,14,24
373408573,31,15
374124593,23,13
374586240,6,8
374655955,13,13
375675055,41,5
376022806,32,13
383350373,25,8
384213234,7,3
384582871,40,11
384644370,15,5
384973121,4,1
385139455,24,11
385236509,30,25
385267924,38,6
385342561,33,8
385500170,16,2
385654624,3,0
386045352,5,4
386354295,21,14
386561915,37,1
386623286,22,23
386690968,29,25
387532419,39,5
388164594,31,16
388181293,23,14
388243998,14,25
389140320,13,14
389469022,6,9
391425030,41,6
391808211,32,14
397584748,25,9
398920212,7,4
399280090,24,12
399383725,4,2
399403189,40,12
399424009,30,26
399679858,16,3
399769412,15,6
399905676,3,1
400725029,5,5
400745845,21,15
400748811,33,9
400978862,38,7
401456593,29,26
401733790,37,2
402099844,22,24
402843846,14,26
403051700,39,6
403439798,31,17
403484060,13,15
404095356,23,15
404325375,6,10
405964108,41,7
406526971,32,15
413381763,25,10
413412400,7,5
413590309,4,3
413920198,3,2
414666197,30,27
414694143,24,13
414711115,16,4
414851334,28,0
414896152,17,0
415117514,15,7
415207886,40,13
415249793,21,16
415924184,38,8
415959884,33,10
416073208,5,6
416657000,8,0
416784572,29,27
416890050,37,3
417596632,31,18
417787343,22,25
417859060,13,16
418517436,14,27
419020475,39,7
419392232,23,16
419973370,6,11
421315681,41,8
422452385,32,16
428167343,25,11
428184088,4,4
428521804,7,6
428773615,16,5
429076468,3,3
