sim_time_us,node_id,event,peer,detail
10763436,14,LIST,0x0001,
10767124,22,LIST,0x0001,
10769244,29,LIST,0x0001,
10775584,30,LIST,0x0001,
11177714,13,LIST,0x0001,
11264001,30,LIST,0x001d,
11529680,1,EOL,0x0016,
11721450,22,ADD,0x0001,
11845295,1,CELL_ALLOC,0x0016,slot=7 ch=0 dir=Receive
11859424,1,SUCCESS,0x0016,
12019280,22,CELL_ALLOC,0x0001,slot=7 ch=0 dir=Transmit
12624169,1,EOL,0x001d,
12824251,29,ADD,0x0001,
12939784,1,CELL_ALLOC,0x001d,slot=6 ch=9 dir=Receive
12953833,1,SUCCESS,0x001d,
13123469,29,CELL_ALLOC,0x0001,slot=6 ch=9 dir=Transmit
13946822,21,LIST,0x0001,
14437620,21,LIST,0x001d,
16569767,1,EOL,0x0015,
19239492,1,EOL,0x001e,
20034658,29,EOL,0x001e,
20814340,1,EOL,0x000d,
27153773,13,ADD,0x0001,
27629795,30,ADD,0x0001,
29950445,1,CELL_ALLOC,0x001e,slot=5 ch=1 dir=Receive
29964528,1,SUCCESS,0x001e,
30283930,30,CELL_ALLOC,0x0001,slot=5 ch=1 dir=Transmit
34625826,21,ADD,0x0001,
34866221,1,SUCCESS,0x0015,
35013385,21,CELL_ALLOC,0x0001,slot=15 ch=15 dir=Transmit
35026338,21,SUCCESS,0x0001,
35291851,1,CELL_ALLOC,0x0015,slot=15 ch=15 dir=Receive
38168701,14,LIST,0x0001,
38172355,22,LIST,0x001e,
38174302,29,LIST,0x001e,
40344380,30,EOL,0x001d,
49372285,1,LIST,0x001d,
49479207,29,EOL,0x0001,
54665828,13,ADD,0x0001,
54835782,1,CELL_ALLOC,0x000d,slot=4 ch=0 dir=Receive
54849773,1,SUCCESS,0x000d,
55019033,13,CELL_ALLOC,0x0001,slot=4 ch=0 dir=Transmit
61301735,13,LIST,0x0015,
61614810,21,EOL,0x000d,
87752120,21,LIST,0x001d,
87909785,29,EOL,0x0015,
101299013,38,LIST,0x001e,
