sim_time_us,node_id,event,peer,detail
11569161,20,LIST,0x0001,
12062048,20,LIST,0x0022,
14332353,22,ADD,0x0001,
14333136,30,LIST,0x0001,
14335077,38,LIST,0x0001,
14338898,34,LIST,0x0001,
14437848,1,EOL,0x0026,
14825861,30,LIST,0x0026,
14827745,38,LIST,0x0014,
14831505,34,LIST,0x0014,
15068145,20,EOL,0x0026,
15217656,1,EOL,0x001e,
17587963,1,EOL,0x0014,
17902995,34,EOL,0x0014,
20423123,1,EOL,0x0022,
20572605,20,EOL,0x0022,
26119902,1,SUCCESS,0x0016,
26443466,20,ADD,0x0001,
27862591,38,ADD,0x0001,
28158388,22,CELL_ALLOC,0x0001,slot=1 ch=8 dir=Transmit
28178045,22,SUCCESS,0x0001,
28299507,1,CELL_ALLOC,0x0014,slot=15 ch=15 dir=Receive
28313564,1,SUCCESS,0x0014,
28474247,20,CELL_ALLOC,0x0001,slot=15 ch=15 dir=Transmit
28537424,1,CELL_ALLOC,0x0016,slot=1 ch=8 dir=Receive
28648544,34,ADD,0x0001,
29559199,1,CELL_ALLOC,0x0026,slot=7 ch=11 dir=Receive
29573207,1,SUCCESS,0x0026,
29727537,38,CELL_ALLOC,0x0001,slot=7 ch=11 dir=Transmit
30338808,1,CELL_ALLOC,0x0022,slot=19 ch=0 dir=Receive
30352930,1,SUCCESS,0x0022,
30522204,34,CELL_ALLOC,0x0001,slot=19 ch=0 dir=Transmit
34232898,30,ADD,0x0001,
34309567,1,SUCCESS,0x001e,
34452720,30,CELL_ALLOC,0x0001,slot=20 ch=7 dir=Transmit
34469482,30,SUCCESS,0x0001,
34816882,1,CELL_ALLOC,0x001e,slot=20 ch=7 dir=Receive
49760768,1,LIST,0x0022,
49868428,34,EOL,0x0001,
61686557,20,LIST,0x0026,
61838066,38,EOL,0x0014,
77762604,15,LIST,0x0026,
77903487,38,EOL,0x000f,
78250802,15,LIST,0x001e,
78383768,30,EOL,0x000f,
78572824,15,ADD,0x0026,
78699907,38,CELL_ALLOC,0x000f,slot=6 ch=0 dir=Receive
78713946,38,SUCCESS,0x000f,
78867890,15,CELL_ALLOC,0x0026,slot=6 ch=0 dir=Transmit
88140940,38,LIST,0x001e,
88143982,22,LIST,0x0001,
88145760,30,LIST,0x0026,
88359354,1,EOL,0x0016,
92243969,38,EOL,0x001e,
93338252,30,EOL,0x0026,
143584398,28,LIST,0x0026,
143739195,38,EOL,0x001c,
143939226,28,ADD,0x0026,
144055135,38,CELL_ALLOC,0x001c,slot=5 ch=4 dir=Receive
144069251,38,SUCCESS,0x001c,
144238094,28,CELL_ALLOC,0x0026,slot=5 ch=4 dir=Transmit
160021673,8,LIST,0x0022,
160022791,23,LIST,0x0022,
160284433,34,EOL,0x0008,
160788609,8,ADD,0x0022,
160915488,34,CELL_ALLOC,0x0008,slot=17 ch=1 dir=Receive
160929482,34,SUCCESS,0x0008,
161083610,8,CELL_ALLOC,0x0022,slot=17 ch=1 dir=Transmit
161760808,34,LIST,0x0008,
161858972,8,EOL,0x0022,
162804563,34,EOL,0x0017,
162993704,23,ADD,0x0022,
163435816,34,CELL_ALLOC,0x0017,slot=16 ch=12 dir=Receive
163449889,34,SUCCESS,0x0017,
163603629,23,CELL_ALLOC,0x0022,slot=16 ch=12 dir=Transmit
187879604,9,LIST,0x001e,
187884517,24,LIST,0x001e,
188319907,30,EOL,0x0009,
188372517,9,LIST,0x0018,
188377587,24,LIST,0x0009,
188949422,24,EOL,0x0009,
190044338,30,EOL,0x0018,
190674054,9,EOL,0x0018,
190891989,24,ADD,0x001e,
190990630,30,CELL_ALLOC,0x0018,slot=19 ch=10 dir=Receive
191016100,30,SUCCESS,0x0018,
191173754,24,CELL_ALLOC,0x001e,slot=19 ch=10 dir=Transmit
191343732,9,ADD,0x001e,
191471428,30,CELL_ALLOC,0x0009,slot=15 ch=12 dir=Receive
191485511,30,SUCCESS,0x0009,
191638895,9,CELL_ALLOC,0x001e,slot=15 ch=12 dir=Transmit
212371105,14,LIST,0x0008,
212409418,8,EOL,0x000e,
212609809,14,ADD,0x0008,
212725406,8,CELL_ALLOC,0x000e,slot=16 ch=1 dir=Receive
212739453,8,SUCCESS,0x000e,
212908694,14,CELL_ALLOC,0x0008,slot=16 ch=1 dir=Transmit
214159756,1,LIST,0x001e,
214304896,30,EOL,0x0001,
