sim_time_us,event,detail
1201419913,STATUS,tick=120
1211427706,STATUS,tick=121
1221435518,STATUS,tick=122
1231443331,STATUS,tick=123
1241283088,TSCH_JOIN,0x0003 jp=6
1241451143,STATUS,tick=124
1242978301,FIRST_CONTACT,
1251459166,STATUS,tick=125
1261490364,STATUS,tick=126
1271517484,STATUS,tick=127
1281548973,STATUS,tick=128
1291576262,STATUS,tick=129
1301599710,STATUS,tick=130
1311623181,STATUS,tick=131
1321654910,STATUS,tick=132
1331685671,STATUS,tick=133
1341712942,STATUS,tick=134
1351740345,STATUS,tick=135
1361763806,STATUS,tick=136
1371787263,STATUS,tick=137
1381818956,STATUS,tick=138
1391849734,STATUS,tick=139
1401884139,STATUS,tick=140
1411912253,STATUS,tick=141
1421943504,STATUS,tick=142
1431974943,STATUS,tick=143
1442013817,STATUS,tick=144
1452052859,STATUS,tick=145
1462094597,STATUS,tick=146
1468144162,BOOT,
1478180476,STATUS,tick=1
1488188288,STATUS,tick=2
1498196101,STATUS,tick=3
1508203913,STATUS,tick=4
1518211726,STATUS,tick=5
1528222507,STATUS,tick=6
1538235456,STATUS,tick=7
1548242976,STATUS,tick=8
1558250788,STATUS,tick=9
1568258741,STATUS,tick=10
1578266553,STATUS,tick=11
1588274386,STATUS,tick=12
1598282178,STATUS,tick=13
1608289991,STATUS,tick=14
1618298077,STATUS,tick=15
1628305616,STATUS,tick=16
1638313428,STATUS,tick=17
1648321261,STATUS,tick=18
1658329054,STATUS,tick=19
1668337153,STATUS,tick=20
1678344679,STATUS,tick=21
1688352491,STATUS,tick=22
1698360586,STATUS,tick=23
1708368136,STATUS,tick=24
1718375928,STATUS,tick=25
1728383741,STATUS,tick=26
1738391553,STATUS,tick=27
1748399366,STATUS,tick=28
1758407178,STATUS,tick=29
1768415011,STATUS,tick=30
1778423077,STATUS,tick=31
1788430616,STATUS,tick=32
1798438429,STATUS,tick=33
1808446242,STATUS,tick=34
1818454054,STATUS,tick=35
1828462164,STATUS,tick=36
1838469679,STATUS,tick=37
1848477492,STATUS,tick=38
1858485588,STATUS,tick=39
1868493116,STATUS,tick=40
1878500929,STATUS,tick=41
1888508761,STATUS,tick=42
1898516554,STATUS,tick=43
1908524366,STATUS,tick=44
1918532179,STATUS,tick=45
1928539991,STATUS,tick=46
1938548077,STATUS,tick=47
1948555636,STATUS,tick=48
1958563429,STATUS,tick=49
1968571242,STATUS,tick=50
1978579054,STATUS,tick=51
1988587147,STATUS,tick=52
1998594680,STATUS,tick=53
2008618137,STATUS,tick=54
2018641555,STATUS,tick=55
2028664992,STATUS,tick=56
2038688430,STATUS,tick=57
2048712147,STATUS,tick=58
2058735589,STATUS,tick=59
2068758762,STATUS,tick=60
2078782180,STATUS,tick=61
2088805618,STATUS,tick=62
2098829055,STATUS,tick=63
2108852772,STATUS,tick=64
2118875930,STATUS,tick=65
2128899387,STATUS,tick=66
2138923079,STATUS,tick=67
2148946243,STATUS,tick=68
2158969680,STATUS,tick=69
2168993396,STATUS,tick=70
2179016555,STATUS,tick=71
2189040059,STATUS,tick=72
2199063745,STATUS,tick=73
2209086867,STATUS,tick=74
2219111365,STATUS,tick=75
2229134042,STATUS,tick=76
2239157180,STATUS,tick=77
2249180661,STATUS,tick=78
2259204078,STATUS,tick=79
2269235492,STATUS,tick=80
2279274496,STATUS,tick=81
2289305765,STATUS,tick=82
2299337460,STATUS,tick=83
2309376088,STATUS,tick=84
2319415141,STATUS,tick=85
2329446391,STATUS,tick=86
2339477640,STATUS,tick=87
2346393456,BOOT,
2356429717,STATUS,tick=1
2366437529,STATUS,tick=2
2376445342,STATUS,tick=3
2386453154,STATUS,tick=4
2396460967,STATUS,tick=5
2406471751,STATUS,tick=6
2416484697,STATUS,tick=7
2426492475,STATUS,tick=8
2436500195,STATUS,tick=9
2446523773,STATUS,tick=10
2456561607,STATUS,tick=11
2466601925,STATUS,tick=12
2476634819,STATUS,tick=13
2486656571,STATUS,tick=14
2491779642,BOOT,
2501815956,STATUS,tick=1
2511823768,STATUS,tick=2
2521831581,STATUS,tick=3
2531839393,STATUS,tick=4
2541847206,STATUS,tick=5
2551857987,STATUS,tick=6
2561870936,STATUS,tick=7
2571894081,STATUS,tick=8
2581917518,STATUS,tick=9
2591941096,STATUS,tick=10
2601964533,STATUS,tick=11
2611988268,STATUS,tick=12
2622011408,STATUS,tick=13
2632034846,STATUS,tick=14
2642058556,STATUS,tick=15
2652081721,STATUS,tick=16
2662105158,STATUS,tick=17
2672128893,STATUS,tick=18
2682152033,STATUS,tick=19
2692175471,STATUS,tick=20
2702198908,STATUS,tick=21
2712222346,STATUS,tick=22
2722246056,STATUS,tick=23
2732269518,STATUS,tick=24
2742292658,STATUS,tick=25
2752316095,STATUS,tick=26
2762339533,STATUS,tick=27
2772362971,STATUS,tick=28
2782386408,STATUS,tick=29
2792409866,STATUS,tick=30
2802433556,STATUS,tick=31
2812456721,STATUS,tick=32
2822480436,STATUS,tick=33
2832503596,STATUS,tick=34
2842527033,STATUS,tick=35
2852550491,STATUS,tick=36
2862573909,STATUS,tick=37
2872597346,STATUS,tick=38
2882621309,STATUS,tick=39
2892644221,STATUS,tick=40
2902667659,STATUS,tick=41
2912691450,STATUS,tick=42
2922714534,STATUS,tick=43
2932737971,STATUS,tick=44
2942761707,STATUS,tick=45
2952785144,STATUS,tick=46
2962808577,STATUS,tick=47
2972831741,STATUS,tick=48
2982861208,STATUS,tick=49
2992886409,STATUS,tick=50
3002909846,STATUS,tick=51
3012933560,STATUS,tick=52
3022956722,STATUS,tick=53
3032980468,STATUS,tick=54
3043003597,STATUS,tick=55
3053027035,STATUS,tick=56
3063050472,STATUS,tick=57
3073073910,STATUS,tick=58
3083097347,STATUS,tick=59
3093121331,STATUS,tick=60
3103144222,STATUS,tick=61
3113167660,STATUS,tick=62
3123191097,STATUS,tick=63
3133214535,STATUS,tick=64
3143237972,STATUS,tick=65
3153261709,STATUS,tick=66
3163284847,STATUS,tick=67
3173308569,STATUS,tick=68
3183331722,STATUS,tick=69
3193355159,STATUS,tick=70
3203378597,STATUS,tick=71
3213402054,STATUS,tick=72
3223425472,STATUS,tick=73
3233448910,STATUS,tick=74
3243472626,STATUS,tick=75
3253496069,STATUS,tick=76
3263519222,STATUS,tick=77
3273542679,STATUS,tick=78
3283566097,STATUS,tick=79
3293589534,STATUS,tick=80
3303613251,STATUS,tick=81
3313636409,STATUS,tick=82
3323659847,STATUS,tick=83
3333683579,STATUS,tick=84
3343707028,STATUS,tick=85
3353730160,STATUS,tick=86
3363753897,STATUS,tick=87
3373777491,STATUS,tick=88
3383800472,STATUS,tick=89
3393823938,STATUS,tick=90
3403847801,STATUS,tick=91
3413876837,STATUS,tick=92
3423902331,STATUS,tick=93
3433925471,STATUS,tick=94
3443948909,STATUS,tick=95
3453972663,STATUS,tick=96
3463996066,STATUS,tick=97
3474019221,STATUS,tick=98
3484042659,STATUS,tick=99
3494066272,STATUS,tick=100
3504089710,STATUS,tick=101
3514113444,STATUS,tick=102
3524136584,STATUS,tick=103
3534160022,STATUS,tick=104
3544183732,STATUS,tick=105
3554206897,STATUS,tick=106
3564230335,STATUS,tick=107
3574254069,STATUS,tick=108
3584277210,STATUS,tick=109
3594300648,STATUS,tick=110
