sim_time_us,node_id,event,peer,detail
11192219,14,LIST,0x0001,
14370960,21,ADD,0x0001,
14375681,22,ADD,0x0001,
14376073,30,LIST,0x0001,
14380258,29,LIST,0x0001,
14868636,30,LIST,0x001d,
14872843,29,LIST,0x001e,
15424202,1,EOL,0x001e,
16683920,30,EOL,0x001d,
17970528,1,SUCCESS,0x0016,
18113792,22,CELL_ALLOC,0x0001,slot=13 ch=14 dir=Transmit
18130570,22,SUCCESS,0x0001,
18362901,1,CELL_ALLOC,0x0016,slot=13 ch=14 dir=Receive
19701240,1,SUCCESS,0x0015,
19853511,21,CELL_ALLOC,0x0001,slot=2 ch=6 dir=Transmit
19866464,21,SUCCESS,0x0001,
20088205,1,CELL_ALLOC,0x0015,slot=2 ch=6 dir=Receive
25968778,1,EOL,0x000e,
26169876,14,ADD,0x0001,
26396818,29,ADD,0x0001,
26765039,1,CELL_ALLOC,0x000e,slot=1 ch=9 dir=Receive
26779022,1,SUCCESS,0x000e,
27098239,14,CELL_ALLOC,0x0001,slot=1 ch=9 dir=Transmit
27258832,1,SUCCESS,0x001d,
27728449,29,CELL_ALLOC,0x0001,slot=3 ch=4 dir=Transmit
27741412,29,SUCCESS,0x0001,
28300952,1,CELL_ALLOC,0x001d,slot=3 ch=4 dir=Receive
28488823,29,EOL,0x001e,
29950047,30,ADD,0x0001,
30064978,1,CELL_ALLOC,0x001e,slot=15 ch=6 dir=Receive
30079136,1,SUCCESS,0x001e,
30248697,30,CELL_ALLOC,0x0001,slot=15 ch=6 dir=Transmit
38605433,14,LIST,0x0016,
38734172,22,EOL,0x000e,
49710863,31,LIST,0x001e,
49759656,30,EOL,0x001f,
49821285,1,LIST,0x001e,
51334232,30,EOL,0x0001,
51838576,31,ADD,0x001e,
51965941,30,CELL_ALLOC,0x001f,slot=14 ch=14 dir=Receive
51980038,30,SUCCESS,0x001f,
52770458,31,CELL_ALLOC,0x001e,slot=14 ch=14 dir=Transmit
63905099,32,LIST,0x001f,
66604315,31,EOL,0x0020,
66804842,32,ADD,0x001f,
66920397,31,CELL_ALLOC,0x0020,slot=13 ch=14 dir=Receive
66934412,31,SUCCESS,0x0020,
67103662,32,CELL_ALLOC,0x001f,slot=13 ch=14 dir=Transmit
79850213,13,LIST,0x000e,
81260000,14,EOL,0x000d,
81448950,13,ADD,0x000e,
81576131,14,CELL_ALLOC,0x000d,slot=20 ch=12 dir=Receive
81590144,14,SUCCESS,0x000d,
81751002,13,CELL_ALLOC,0x000e,slot=20 ch=12 dir=Transmit
88181826,30,LIST,0x0016,
88182585,21,LIST,0x0001,
88182617,22,LIST,0x0001,
88184870,29,LIST,0x0001,
88264775,1,EOL,0x0016,
88424026,1,EOL,0x0015,
88442345,1,EOL,0x001d,
90544449,22,EOL,0x001e,
96796195,23,LIST,0x001f,
97159782,31,EOL,0x0017,
97288825,23,LIST,0x0016,
97428577,31,LIST,0x0020,
97639480,32,EOL,0x001f,
99530125,22,EOL,0x0017,
99719059,23,ADD,0x001f,
99845949,31,CELL_ALLOC,0x0017,slot=12 ch=9 dir=Receive
99860045,31,SUCCESS,0x0017,
100014360,23,CELL_ALLOC,0x001f,slot=12 ch=9 dir=Transmit
130129655,31,ADD,0x0020,
130267254,32,SUCCESS,0x001f,
131429752,31,CELL_ALLOC,0x0020,slot=6 ch=5 dir=Transmit
131442773,31,SUCCESS,0x0020,
131666954,32,CELL_ALLOC,0x001f,slot=6 ch=5 dir=Receive
139750595,24,LIST,0x0017,
140243039,24,LIST,0x0020,
141110146,23,EOL,0x0018,
141889983,32,EOL,0x0018,
142091208,24,ADD,0x0017,
142206259,23,CELL_ALLOC,0x0018,slot=11 ch=13 dir=Receive
142220366,23,SUCCESS,0x0018,
142389677,24,CELL_ALLOC,0x0017,slot=11 ch=13 dir=Transmit
145612427,22,LIST,0x0015,
145669736,21,EOL,0x0016,
146081625,22,LIST,0x001e,
146589850,22,LIST,0x000e,
147095316,30,EOL,0x0016,
147100059,22,LIST,0x0017,
148819877,14,EOL,0x0016,
152134848,23,EOL,0x0016,
152143595,38,LIST,0x001e,
152329841,22,ADD,0x0015,
152460928,21,CELL_ALLOC,0x0016,slot=1 ch=13 dir=Receive
152474984,21,SUCCESS,0x0016,
152938603,22,CELL_ALLOC,0x0015,slot=1 ch=13 dir=Transmit
155243773,32,LIST,0x0018,
155284982,24,EOL,0x0020,
156230707,30,EOL,0x0026,
156419703,38,ADD,0x001e,
156553822,30,CELL_ALLOC,0x0026,slot=11 ch=9 dir=Receive
156567962,30,SUCCESS,0x0026,
156714660,38,CELL_ALLOC,0x001e,slot=11 ch=9 dir=Transmit
165599148,13,LIST,0x0001,
167634886,33,LIST,0x0020,
167720378,32,EOL,0x0021,
167920600,33,ADD,0x0020,
168036129,32,CELL_ALLOC,0x0021,slot=5 ch=0 dir=Receive
168050190,32,SUCCESS,0x0021,
168219405,33,CELL_ALLOC,0x0020,slot=5 ch=0 dir=Transmit
174585442,23,LIST,0x0018,
174650072,24,EOL,0x0017,
193144854,37,LIST,0x001d,
198590545,29,EOL,0x0025,
198791756,37,ADD,0x001d,
199072025,29,CELL_ALLOC,0x0025,slot=2 ch=9 dir=Receive
199086120,29,SUCCESS,0x0025,
199240132,37,CELL_ALLOC,0x001d,slot=2 ch=9 dir=Transmit
207818051,38,LIST,0x0025,
207890686,37,EOL,0x0026,
212225944,5,LIST,0x000d,
212226131,12,LIST,0x000d,
214506282,13,EOL,0x0005,
214855855,5,ADD,0x000d,
215601812,13,CELL_ALLOC,0x0005,slot=19 ch=13 dir=Receive
215616907,13,SUCCESS,0x0005,
215768552,4,LIST,0x000c,
216550313,13,EOL,0x000c,
218737471,39,LIST,0x0026,
219065482,38,EOL,0x0027,
219238730,39,LIST,0x001f,
219380799,31,EOL,0x0027,
220211390,12,ADD,0x000d,
221143664,5,CELL_ALLOC,0x000d,slot=19 ch=13 dir=Transmit
221589456,12,EOL,0x0004,
221625718,39,ADD,0x0026,
221751665,38,CELL_ALLOC,0x0027,slot=10 ch=6 dir=Receive
221765715,38,SUCCESS,0x0027,
221920494,39,CELL_ALLOC,0x0026,slot=10 ch=6 dir=Transmit
224272554,13,CELL_ALLOC,0x000c,slot=17 ch=0 dir=Receive
224286881,13,SUCCESS,0x000c,
224440261,12,CELL_ALLOC,0x000d,slot=17 ch=0 dir=Transmit
224621266,4,ADD,0x000c,
224737078,12,CELL_ALLOC,0x0004,slot=19 ch=14 dir=Receive
224751051,12,SUCCESS,0x0004,
224920380,4,CELL_ALLOC,0x000c,slot=19 ch=14 dir=Transmit
244849611,22,DELETE,0x0001,
244906591,1,SUCCESS,0x0016,
252044141,1,LIST,0x001d,
252140476,29,EOL,0x0001,
257600974,14,LIST,0x000d,
257661336,13,EOL,0x000e,
260549957,37,LIST,0x0026,
260645863,38,EOL,0x0025,
261317709,36,LIST,0x0025,
261441448,37,EOL,0x0024,
261945209,36,ADD,0x0025,
262072399,37,CELL_ALLOC,0x0024,slot=1 ch=6 dir=Receive
262086493,37,SUCCESS,0x0024,
262240132,36,CELL_ALLOC,0x0025,slot=1 ch=6 dir=Transmit
262492592,31,LIST,0x0017,
265055757,23,EOL,0x001f,
268474993,5,LIST,0x0004,
268475116,12,LIST,0x0004,
270131296,31,ADD,0x0017,
270290706,23,SUCCESS,0x001f,
270334957,31,CELL_ALLOC,0x0017,slot=19 ch=4 dir=Transmit
270348037,31,SUCCESS,0x0017,
270477119,23,CELL_ALLOC,0x001f,slot=19 ch=4 dir=Receive
271041606,4,EOL,0x0005,
272686467,29,LIST,0x0015,
272781444,21,EOL,0x001d,
275766755,4,EOL,0x000c,
280521261,30,LIST,0x001f,
280656228,31,EOL,0x001e,
294922504,12,ADD,0x0004,
295014901,4,SUCCESS,0x000c,
295324237,12,CELL_ALLOC,0x0004,slot=6 ch=10 dir=Transmit
295337221,12,SUCCESS,0x0004,
295477698,4,CELL_ALLOC,0x000c,slot=6 ch=10 dir=Receive
297760793,21,LIST,0x001d,
297816160,29,EOL,0x0015,
298353149,4,LIST,0x0005,
298446934,5,EOL,0x0004,
307437066,11,LIST,0x000c,
307584957,12,EOL,0x000b,
