sim_time_us,node_id,seq
11834191,22,0
11902521,30,0
11992689,29,0
12045096,21,0
12682151,14,0
26144635,30,1
26834084,21,1
26990368,22,1
27914513,29,1
28361764,14,1
41629009,30,2
42249384,22,2
42263772,21,2
42592553,29,2
42760212,14,2
55922529,30,3
56229000,31,0
57474752,22,3
57607977,21,3
57937937,29,3
58561205,14,3
70689386,31,1
71816549,30,4
72170084,22,4
72307370,21,4
72719554,32,0
73141072,29,4
74471169,14,4
86339937,30,5
86424244,31,2
86505982,22,5
86727159,13,0
87064940,32,1
87820740,29,5
87951272,21,5
88611774,14,5
100744064,31,3
100912898,22,6
101086225,30,6
101422421,13,1
101805473,32,2
102814503,21,6
103359812,29,6
103806381,23,0
104447702,14,6
115088347,31,4
116418062,30,7
116818502,22,7
117313303,32,3
117375546,13,2
117959075,21,7
118969177,29,7
119596098,23,1
120330505,14,7
129290949,31,5
131642805,22,8
131739532,30,8
131974772,21,8
132078691,13,3
132739014,32,4
133430178,29,8
134705587,14,8
135096138,23,2
143954981,31,6
146333636,13,4
146767542,21,9
146965017,30,9
147063293,32,5
147409748,24,0
147492605,29,9
150232569,14,9
150557066,23,3
159517481,31,7
160344286,13,5
161266428,32,6
161535390,30,10
161632296,33,0
161732545,22,9
162411186,38,0
162714385,24,1
162756100,21,10
162980371,29,10
165291411,23,4
165580644,14,10
173884678,31,8
174406820,13,6
176377685,32,7
176815972,24,2
177021714,21,11
177060819,22,10
177285199,33,1
177371337,30,11
177391182,29,11
178000277,38,1
180303092,14,11
180892983,23,5
189485297,31,9
189734955,13,7
191284738,24,3
191334274,21,12
191422707,32,8
191840107,30,12
192328742,29,12
192952431,22,11
193218677,33,2
193778924,38,2
195674467,14,12
196143003,23,6
203973697,13,8
204658237,31,10
205006050,37,0
205586731,32,9
206616035,24,4
206806678,21,13
207119402,22,12
207688067,29,13
207730702,30,13
208941459,33,3
209161215,38,3
209764433,14,13
211072671,23,7
218588308,13,9
218856202,4,0
219189833,39,0
219790498,5,0
219848118,12,0
220133735,32,10
220384829,31,11
220513870,37,1
221795153,21,14
222125568,29,14
222175313,24,5
223029570,22,13
223418202,30,14
223535219,33,4
223575267,38,4
224729082,14,14
225580473,23,8
232919522,4,1
232925727,13,10
234602982,5,1
234689506,31,12
234966399,39,1
235329668,12,1
235786109,32,11
236376463,37,2
236763902,21,15
236895263,24,6
237146747,22,14
237720703,29,15
238191469,33,5
238200247,38,5
238957264,30,15
240549394,14,15
241174244,23,9
247247295,13,11
248879618,4,2
249829575,5,2
250050083,31,13
250221037,39,2
250638900,37,3
250673447,12,2
250868030,21,16
251183061,32,12
252063107,29,16
252536224,38,6
252740546,22,15
252808165,24,7
253449511,30,16
253652426,33,6
255690059,14,16
255885301,23,10
261953834,13,12
262612379,36,0
264112111,4,3
264173895,31,14
264510080,39,3
