sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
20208787,1,22,0,8125,7792355
24609022,1,34,0,12515,12187010
28080319,1,22,1,429,93611
28699745,1,34,1,695,352221
28752946,1,38,0,16671,16210247
29697696,1,38,1,1914,1446859
33516959,1,30,0,21437,21780034
34437363,1,30,1,6789,7130152
42257544,1,22,2,414,83350
42311415,1,30,2,0,340171
43561063,1,38,2,726,268428
44130344,1,34,2,421,83383
57375271,1,22,3,593,255754
57747035,1,30,3,85,420389
58681488,1,38,3,1023,556514
59565584,1,34,3,914,573300
71865540,1,22,4,445,113201
71925153,1,30,4,218,563249
73801439,1,38,4,562,101935
75004829,1,34,4,617,278159
78852799,1,9,0,5859,5374036
86040656,1,22,5,484,147712
86096895,1,30,5,0,164708
88295910,1,38,5,531,73597
88617995,1,9,1,1476,990865
90435706,1,34,5,515,177392
100215901,1,22,6,609,276081
100587048,1,30,6,0,139226
102781548,1,38,6,664,207672
103108009,1,9,2,1117,629307
104610822,1,34,6,414,71678
110353283,1,31,0,6484,5910162
115077157,1,30,7,0,285600
115965999,1,22,7,421,88653
117912886,1,9,3,929,442006
118531706,1,38,7,789,332817
120045912,1,34,7,695,358331
120118315,1,31,1,1554,979932
130827283,1,30,8,0,339142
131715979,1,22,8,476,143317
133344120,1,38,8,687,231141
133663253,1,9,4,1070,582968
134293461,1,31,2,1351,772246
134851027,1,34,8,601,264962
145632188,1,30,9,0,331381
146205955,1,22,9,671,335611
148771889,1,38,9,734,276144
149098375,1,9,5,1140,650933
149413542,1,31,3,1500,923596
150601180,1,34,9,601,264694
161382633,1,30,10,0,339159
161641502,1,22,10,406,68710
163216670,1,17,0,718,411998
163262408,1,38,10,1039,579018
164218469,1,9,6,1117,630368
165793683,1,31,4,1898,1316292
166036430,1,34,10,523,180514
175816621,1,22,11,546,212599
175888954,1,20,8,41765,41326924
176511309,1,30,11,0,262186
176524877,1,20,9,26937,26501940
177464072,1,20,10,12187,11753505
178066564,1,38,11,617,156616
178651488,1,17,1,703,393686
179341897,1,9,7,882,402272
180856104,1,34,11,687,347340
181232380,1,31,5,1476,906497
181564603,1,20,11,554,119654
190624107,1,22,12,570,238805
192256340,1,30,12,0,344304
192871675,1,38,12,664,203890
193523948,1,9,8,890,412423
194717054,1,17,2,1070,763910
195646660,1,34,12,648,306112
195733682,1,20,12,640,202806
197612484,1,31,6,1898,1321950
206056846,1,22,13,476,140324
207068572,1,30,13,0,183120
207996458,1,38,13,539,86510
208322379,1,9,9,1125,640566
209522029,1,17,3,734,428247
209908762,1,20,13,765,329629
210451752,1,34,13,601,264031
210782115,1,12,0,1218,1065460
213362607,1,31,7,1937,1363614
220546838,1,22,14,687,356467
222504055,1,30,14,93,446733
223742083,1,38,14,617,160255
224072500,1,9,10,1062,573782
224626738,1,34,14,695,349333
224956845,1,17,4,898,589645
225343919,1,20,14,593,156803
225902223,1,2,1,2023,1596655
227162261,1,12,1,2484,2336231
228167714,1,31,8,1281,708998
235352096,1,22,15,593,255886
237617263,1,30,15,0,52129
238236566,1,38,15,546,92243
238802138,1,34,15,585,247229
239196582,1,9,11,890,413062
239447060,1,2,2,625,192602
240077059,1,12,2,570,422889
241337560,1,17,5,1281,970379
241408978,1,20,15,664,228720
242342829,1,31,9,1296,727864
249842201,1,22,16,523,191265
252107652,1,19,0,984,1278943
253056012,1,30,16,0,295531
253367894,1,9,12,1054,567970
253922114,1,34,16,562,218723
254308987,1,38,16,734,281797
254927698,1,15,0,3617,3294176
255514918,1,17,6,773,468011
255827455,1,2,3,1421,994598
255872753,1,28,0,4562,4286624
256457461,1,12,3,1742,1592334
256840990,1,31,10,1460,893414
256854141,1,20,16,601,167014
264017318,1,22,17,437,100796
267225852,1,28,1,476,210106
267238189,1,30,17,0,165237
267536965,1,15,1,789,473826
267549689,1,19,1,570,861675
267857697,1,9,13,890,410119
269417552,1,38,17,695,234166
