sim_time_us,node_id,event,peer,detail
11075083,38,LIST,0x0001,
11499399,20,LIST,0x0001,
11563487,38,LIST,0x001e,
11981341,20,LIST,0x0022,
12481333,20,LIST,0x0026,
12930181,1,EOL,0x0014,
14190193,1,EOL,0x0026,
14248112,34,LIST,0x0001,
14250287,22,LIST,0x0001,
14257276,30,LIST,0x0001,
14749923,30,LIST,0x0026,
16394972,34,EOL,0x0014,
17339991,30,EOL,0x0026,
18765469,1,EOL,0x0016,
19115293,22,ADD,0x0001,
19396749,1,CELL_ALLOC,0x0016,slot=20 ch=9 dir=Receive
19410760,1,SUCCESS,0x0016,
19545118,38,EOL,0x0014,
19729385,22,CELL_ALLOC,0x0001,slot=20 ch=9 dir=Transmit
21601755,1,EOL,0x0022,
22265597,34,ADD,0x0001,
23009875,38,EOL,0x001e,
23806377,1,CELL_ALLOC,0x0022,slot=19 ch=3 dir=Receive
23820436,1,SUCCESS,0x0022,
23974841,34,CELL_ALLOC,0x0001,slot=19 ch=3 dir=Transmit
24785365,38,ADD,0x0001,
26011619,1,CELL_ALLOC,0x0026,slot=2 ch=4 dir=Receive
26025751,1,SUCCESS,0x0026,
28234600,38,CELL_ALLOC,0x0001,slot=2 ch=4 dir=Transmit
32406586,30,ADD,0x0001,
32497072,1,SUCCESS,0x001e,
32644846,30,CELL_ALLOC,0x0001,slot=3 ch=14 dir=Transmit
32657789,30,SUCCESS,0x0001,
32896780,1,CELL_ALLOC,0x001e,slot=3 ch=14 dir=Receive
38480314,38,LIST,0x0014,
38610692,20,EOL,0x0026,
49678151,1,LIST,0x0022,
49785810,34,EOL,0x0001,
77237075,9,LIST,0x001e,
77820704,30,EOL,0x0009,
78021354,9,ADD,0x001e,
78136707,30,CELL_ALLOC,0x0009,slot=2 ch=11 dir=Receive
78150698,30,SUCCESS,0x0009,
78320036,9,CELL_ALLOC,0x001e,slot=2 ch=11 dir=Transmit
88059605,34,LIST,0x0014,
88061911,30,LIST,0x0001,
88215462,20,EOL,0x0022,
88312661,1,EOL,0x001e,
106485652,31,LIST,0x0009,
107745937,9,EOL,0x001f,
108100314,31,ADD,0x0009,
108376849,9,CELL_ALLOC,0x001f,slot=1 ch=10 dir=Receive
108390837,9,SUCCESS,0x001f,
108560318,31,CELL_ALLOC,0x0009,slot=1 ch=10 dir=Transmit
134514776,9,LIST,0x001f,
134686274,31,EOL,0x0009,
154380840,17,LIST,0x0016,
154921227,22,LIST,0x0011,
154995938,17,EOL,0x0016,
155626157,22,EOL,0x0011,
155826855,17,ADD,0x0016,
156572116,22,CELL_ALLOC,0x0011,slot=19 ch=1 dir=Receive
156586947,22,SUCCESS,0x0011,
158330597,17,CELL_ALLOC,0x0016,slot=19 ch=1 dir=Transmit
