sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60306624,30,0,1966116,74969,1891147,0,6396,118253,124649
60323470,6,0,1966126,42452,1923674,0,0,1965577,1965577
60340464,36,0,1966110,42465,1923645,0,0,1965561,1965561
60359101,19,0,1966110,42465,1923645,0,0,1965561,1965561
60364377,16,0,1966110,42465,1923645,0,0,1965561,1965561
60369080,11,0,1966117,42466,1923651,0,0,1965568,1965568
60384994,39,0,1966110,42465,1923645,0,0,1965561,1965561
60418338,18,0,1966110,42465,1923645,0,0,1965561,1965561
60455728,40,0,1966110,42465,1923645,0,0,1965561,1965561
60475382,8,0,1966126,42528,1923598,0,0,1965577,1965577
60550043,41,0,1966110,42465,1923645,0,0,1965561,1965561
60728915,14,0,1966117,42466,1923651,0,0,1965568,1965568
60770617,5,0,1966126,42452,1923674,0,0,1965577,1965577
60771617,13,0,1966117,42466,1923651,0,0,1965568,1965568
60750904,1,0,1966162,1966162,0,0,10247,96505,106752
60779310,27,0,1966110,42466,1923644,0,0,1965561,1965561
60799461,26,0,1966110,42802,1923308,0,0,1965561,1965561
60801810,12,0,1966117,42466,1923651,0,0,1965568,1965568
60811117,23,0,1966110,42486,1923624,0,0,1965561,1965561
60844004,3,0,1966126,42452,1923674,0,0,1965577,1965577
60883005,7,0,1966126,42452,1923674,0,0,1965577,1965577
60929021,28,0,1966110,42841,1923269,0,0,1965561,1965561
60949083,4,0,1966126,42452,1923674,0,0,1965577,1965577
60960139,17,0,1966110,42939,1923171,0,0,1965561,1965561
60976414,15,0,1966117,42901,1923216,0,0,1965568,1965568
60986127,22,0,1966117,63888,1902229,0,5899,85393,91292
60991705,34,0,1966117,74009,1892108,0,6082,86678,92760
61003561,29,0,1966110,42466,1923644,0,0,1965561,1965561
61014812,33,0,1966110,42465,1923645,0,0,1965561,1965561
61052730,24,0,1966110,42862,1923248,0,0,1965561,1965561
61078218,2,0,1966126,42573,1923553,0,0,1965577,1965577
61082598,10,0,1966117,42466,1923651,0,0,1965568,1965568
61084846,20,0,1966117,82946,1883171,0,5074,80196,85270
61093213,21,0,1966110,42465,1923645,0,0,1965561,1965561
61105873,32,0,1966110,42465,1923645,0,0,1965561,1965561
61112370,38,0,1966117,98328,1867789,0,7347,84593,91940
61119617,25,0,1966110,42465,1923645,0,0,1965561,1965561
61134155,9,0,1966126,43134,1922992,0,0,1965577,1965577
61179557,35,0,1966110,42465,1923645,0,0,1965561,1965561
61189170,37,0,1966110,42465,1923645,0,0,1965561,1965561
61223533,31,0,1966109,42465,1923644,0,0,1965561,1965561
120306624,30,1,1966080,90592,1875488,0,6561,72285,78846
120323468,6,1,1966080,43787,1922293,0,0,1966080,1966080
120340462,36,1,1966080,43800,1922280,0,0,1966080,1966080
120359099,19,1,1966080,43829,1922251,0,0,1966080,1966080
120364375,16,1,1966080,43799,1922281,0,0,1966080,1966080
120369078,11,1,1966080,43799,1922281,0,0,1966080,1966080
120384992,39,1,1966080,43833,1922247,0,0,1966080,1966080
120418336,18,1,1966080,43799,1922281,0,0,1966080,1966080
120455726,40,1,1966080,43799,1922281,0,0,1966080,1966080
120475380,8,1,1966080,43907,1922173,0,0,1966080,1966080
120550041,41,1,1966080,43799,1922281,0,0,1966080,1966080
120728913,14,1,1966080,43799,1922281,0,0,1966080,1966080
120750903,1,1,1966080,1966080,0,0,8180,118459,126639
120770615,5,1,1966080,43787,1922293,0,0,1966080,1966080
120771615,13,1,1966080,43799,1922281,0,0,1966080,1966080
120779308,27,1,1966080,43799,1922281,0,0,1966080,1966080
120799459,26,1,1966080,44059,1922021,0,0,1966080,1966080
120801808,12,1,1966080,43799,1922281,0,0,1966080,1966080
120811115,23,1,1966080,44211,1921869,0,0,1966080,1966080
120844002,3,1,1966080,43787,1922293,0,0,1966080,1966080
120883003,7,1,1966080,43787,1922293,0,0,1966080,1966080
120929019,28,1,1966080,44294,1921786,0,0,1966080,1966080
120949081,4,1,1966080,43787,1922293,0,0,1966080,1966080
120960137,17,1,1966080,44026,1922054,0,0,1966080,1966080
120976412,15,1,1966080,44412,1921668,0,0,1966080,1966080
120991656,34,1,1966079,48034,1918045,0,3633,54660,58293
120992001,22,1,1966137,46134,1920003,0,3950,54469,58419
121003559,29,1,1966080,43799,1922281,0,0,1966080,1966080
121014810,33,1,1966080,43800,1922280,0,0,1966080,1966080
121052728,24,1,1966080,45239,1920841,0,0,1966080,1966080
121078216,2,1,1966080,43892,1922188,0,0,1966080,1966080
121082596,10,1,1966080,43799,1922281,0,0,1966080,1966080
121084861,20,1,1966081,41920,1924161,0,2808,51136,53944
121093211,21,1,1966080,43799,1922281,0,0,1966080,1966080
121105871,32,1,1966080,43800,1922280,0,0,1966080,1966080
121112374,38,1,1966080,54489,1911591,0,3686,55084,58770
121119615,25,1,1966080,43799,1922281,0,0,1966080,1966080
121134375,9,1,1966087,76801,1889286,0,7498,171731,179229
121179555,35,1,1966080,43800,1922280,0,0,1966080,1966080
121189168,37,1,1966080,43800,1922280,0,0,1966080,1966080
121223753,31,1,1966087,58416,1907671,0,2995,1207211,1210206
180306579,30,2,1966079,77229,1888850,0,7169,77885,85054
180323468,6,2,1966080,43678,1922402,0,0,1966080,1966080
180340462,36,2,1966080,43689,1922391,0,0,1966080,1966080
180359099,19,2,1966080,44032,1922048,0,0,1966080,1966080
180364375,16,2,1966080,43689,1922391,0,0,1966080,1966080
180369078,11,2,1966080,43689,1922391,0,0,1966080,1966080
180384992,39,2,1966080,43760,1922320,0,0,1966080,1966080
180418336,18,2,1966080,43733,1922347,0,0,1966080,1966080
180455726,40,2,1966080,43689,1922391,0,0,1966080,1966080
180475380,8,2,1966080,43830,1922250,0,0,1966080,1966080
180550041,41,2,1966080,43689,1922391,0,0,1966080,1966080
180728913,14,2,1966080,43689,1922391,0,0,1966080,1966080
180750900,1,2,1966080,1966080,0,0,8148,121710,129858
180770615,5,2,1966080,43678,1922402,0,0,1966080,1966080
180771615,13,2,1966080,43689,1922391,0,0,1966080,1966080
180779308,27,2,1966080,43689,1922391,0,0,1966080,1966080
180799459,26,2,1966080,43908,1922172,0,0,1966080,1966080
180801808,12,2,1966080,44280,1921800,0,0,1966080,1966080
180811115,23,2,1966080,44244,1921836,0,0,1966080,1966080
180844002,3,2,1966080,43678,1922402,0,0,1966080,1966080
180883003,7,2,1966080,43678,1922402,0,0,1966080,1966080
180929019,28,2,1966080,43869,1922211,0,0,1966080,1966080
180949081,4,2,1966080,43678,1922402,0,0,1966080,1966080
180960359,17,2,1966087,60452,1905635,0,4402,829085,833487
180976412,15,2,1966080,43958,1922122,0,0,1966080,1966080
180986716,22,2,1966043,69865,1896178,0,4990,64021,69011
180991666,34,2,1966080,42239,1923841,0,3186,53989,57175
181003559,29,2,1966080,43689,1922391,0,0,1966080,1966080
181014810,33,2,1966080,43689,1922391,0,0,1966080,1966080
181052728,24,2,1966080,45007,1921073,0,0,1966080,1966080
181078216,2,2,1966080,44945,1921135,0,0,1966080,1966080
181082596,10,2,1966080,43689,1922391,0,0,1966080,1966080
181084816,20,2,1966078,51725,1914353,0,3456,53605,57061
181093211,21,2,1966080,43689,1922391,0,0,1966080,1966080
181105871,32,2,1966080,43689,1922391,0,0,1966080,1966080
181119615,25,2,1966080,43689,1922391,0,0,1966080,1966080
181112329,38,2,1966079,53194,1912885,0,3631,55404,59035
181134334,9,2,1966079,68705,1897374,0,6652,75248,81900
181179555,35,2,1966080,43689,1922391,0,0,1966080,1966080
181189168,37,2,1966080,43689,1922391,0,0,1966080,1966080
181223712,31,2,1966079,54597,1911482,0,5011,58474,63485
240306579,30,3,1966080,67177,1898903,0,6534,76701,83235
240323468,6,3,1966080,43698,1922382,0,0,1966080,1966080
240340462,36,3,1966080,43692,1922388,0,0,1966080,1966080
240359099,19,3,1966080,44222,1921858,0,0,1966080,1966080
240364375,16,3,1966080,43691,1922389,0,0,1966080,1966080
240369078,11,3,1966080,43691,1922389,0,0,1966080,1966080
240384992,39,3,1966080,44100,1921980,0,0,1966080,1966080
240418336,18,3,1966080,44224,1921856,0,0,1966080,1966080
240455726,40,3,1966080,43691,1922389,0,0,1966080,1966080
240475380,8,3,1966080,43830,1922250,0,0,1966080,1966080
240550041,41,3,1966080,43691,1922389,0,0,1966080,1966080
240728913,14,3,1966080,43691,1922389,0,0,1966080,1966080
240753246,1,3,1966156,1966156,0,0,8579,136500,145079
240770615,5,3,1966080,43698,1922382,0,0,1966080,1966080
240771615,13,3,1966080,43691,1922389,0,0,1966080,1966080
240779308,27,3,1966080,43691,1922389,0,0,1966080,1966080
240799459,26,3,1966080,44235,1921845,0,0,1966080,1966080
240802030,12,3,1966087,68204,1897883,0,7138,333331,340469
240811115,23,3,1966080,43967,1922113,0,0,1966080,1966080
240844002,3,3,1966080,43698,1922382,0,0,1966080,1966080
240883003,7,3,1966080,43698,1922382,0,0,1966080,1966080
240929031,28,3,1966081,41968,1924113,0,28,1606022,1606050
240949081,4,3,1966080,43698,1922382,0,0,1966080,1966080
240963361,17,3,1966179,87621,1878558,0,6374,69611,75985
240978507,15,3,1966149,42800,1923349,0,28,1604607,1604635
240991666,34,3,1966080,48419,1917661,0,2925,54090,57015
241003559,29,3,1966080,43691,1922389,0,0,1966080,1966080
241001895,22,3,1966079,97364,1868715,0,8450,88631,97081
241014810,33,3,1966080,43692,1922388,0,0,1966080,1966080
241052728,24,3,1966080,45518,1920562,0,0,1966080,1966080
241078438,2,3,1966087,66395,1899692,0,5792,444991,450783
241082596,10,3,1966080,43691,1922389,0,0,1966080,1966080
241093211,21,3,1966080,43691,1922389,0,0,1966080,1966080
241093135,20,3,1966353,50546,1915807,0,3158,54562,57720
241105871,32,3,1966080,43692,1922388,0,0,1966080,1966080
241112310,38,3,1966079,59186,1906893,0,3328,55208,58536
241119615,25,3,1966080,43691,1922389,0,0,1966080,1966080
241138544,9,3,1966079,60083,1905996,0,5331,72538,77869
241179555,35,3,1966080,43692,1922388,0,0,1966080,1966080
241189168,37,3,1966080,44037,1922043,0,0,1966080,1966080
241223703,31,3,1966080,40824,1925256,0,3448,68145,71593
300315092,30,4,1966359,110721,1855638,0,9108,83053,92161
300323468,6,4,1966080,43986,1922094,0,0,1966080,1966080
300340462,36,4,1966080,44000,1922080,0,0,1966080,1966080
300363020,19,4,1966088,98072,1868016,0,7392,75542,82934
300364375,16,4,1966080,44000,1922080,0,0,1966080,1966080
300369078,11,4,1966080,44000,1922080,0,0,1966080,1966080
300385220,39,4,1966088,48670,1917418,0,464,1800721,1801185
300418336,18,4,1966080,44293,1921787,0,0,1966080,1966080
300455726,40,4,1966080,44000,1922080,0,0,1966080,1966080
300475380,8,4,1966080,44432,1921648,0,0,1966080,1966080
300550041,41,4,1966080,44000,1922080,0,0,1966080,1966080
300728913,14,4,1966080,44000,1922080,0,0,1966080,1966080
300750907,1,4,1966004,1966004,0,0,9485,139808,149293
300770615,5,4,1966080,43986,1922094,0,0,1966080,1966080
300771615,13,4,1966080,44407,1921673,0,0,1966080,1966080
300779308,27,4,1966080,44000,1922080,0,0,1966080,1966080
300799459,26,4,1966080,44429,1921651,0,0,1966080,1966080
300805089,12,4,1966079,52888,1913191,0,5696,59947,65643
300811127,23,4,1966081,33514,1932567,0,28,344493,344521
300844002,3,4,1966080,43986,1922094,0,0,1966080,1966080
300883003,7,4,1966080,43986,1922094,0,0,1966080,1966080
300929241,28,4,1966086,58271,1907815,0,5853,54306,60159
300949081,4,4,1966080,43986,1922094,0,0,1966080,1966080
300960359,17,4,1965981,73796,1892185,0,5611,74922,80533
300976633,15,4,1966018,68371,1897647,0,5464,54737,60201
300990329,22,4,1966060,79173,1886887,0,8336,95861,104197
300994289,34,4,1966166,42568,1923598,0,2827,54203,57030
301003559,29,4,1966080,44300,1921780,0,0,1966080,1966080
301014810,33,4,1966080,44000,1922080,0,0,1966080,1966080
301052728,24,4,1966080,45086,1920994,0,0,1966080,1966080
301078398,2,4,1966079,57696,1908383,0,5861,60888,66749
301082596,10,4,1966080,44000,1922080,0,0,1966080,1966080
301084807,20,4,1965807,54100,1911707,0,2931,54400,57331
301105871,32,4,1966080,44000,1922080,0,0,1966080,1966080
301094042,21,4,1966107,61320,1904787,0,3653,855555,859208
301119615,25,4,1966080,44000,1922080,0,0,1966080,1966080
301112340,38,4,1966081,129010,1837071,0,8007,89689,97696
301138063,9,4,1966081,83131,1882950,0,7734,79595,87329
301179555,35,4,1966080,44000,1922080,0,0,1966080,1966080
301227854,31,4,1966080,92707,1873373,0,7139,90526,97665
301224700,37,4,1967244,50252,1916992,0,730,1745138,1745868
360306579,30,5,1965801,114494,1851307,0,12316,90366,102682
360323468,6,5,1966080,43540,1922540,0,0,1966080,1966080
360340462,36,5,1966080,43514,1922566,0,0,1966080,1966080
360364414,16,5,1966081,45008,1921073,0,28,1947474,1947502
360369078,11,5,1966080,43514,1922566,0,0,1966080,1966080
360362350,19,5,1966079,92916,1873163,0,7163,91362,98525
360391311,39,5,1966279,60153,1906126,0,6008,55211,61219
360418557,18,5,1966087,96936,1869151,0,4186,600165,604351
