sim_time_us,node_id,event,peer,detail
14369214,20,ADD,0x0001,
14370118,38,LIST,0x0001,
14371857,22,LIST,0x0001,
14372611,34,LIST,0x0001,
14376038,30,LIST,0x0001,
14868621,30,LIST,0x0026,
15424154,1,EOL,0x0016,
16550043,1,SUCCESS,0x0014,
16999157,1,EOL,0x001e,
18259344,1,EOL,0x0022,
18574175,1,EOL,0x0026,
24434011,22,ADD,0x0001,
24559542,1,CELL_ALLOC,0x0016,slot=6 ch=1 dir=Receive
24573595,1,SUCCESS,0x0016,
25043309,22,CELL_ALLOC,0x0001,slot=6 ch=1 dir=Transmit
34103084,20,ADD,0x0001,
34989739,34,ADD,0x0001,
36564797,38,ADD,0x0001,
37002893,20,CELL_ALLOC,0x0001,slot=13 ch=14 dir=Transmit
37020300,20,SUCCESS,0x0001,
37263884,1,CELL_ALLOC,0x0014,slot=13 ch=14 dir=Receive
38105228,1,CELL_ALLOC,0x0026,slot=12 ch=1 dir=Receive
38119252,1,SUCCESS,0x0026,
38438534,38,CELL_ALLOC,0x0001,slot=12 ch=1 dir=Transmit
41262043,1,CELL_ALLOC,0x0022,slot=11 ch=12 dir=Receive
41276191,1,SUCCESS,0x0022,
43797142,34,CELL_ALLOC,0x0001,slot=11 ch=12 dir=Transmit
49821437,1,LIST,0x0016,
49908804,22,EOL,0x0001,
50970845,30,ADD,0x0001,
51049249,1,SUCCESS,0x001e,
51189117,30,CELL_ALLOC,0x0001,slot=19 ch=14 dir=Transmit
51205887,30,SUCCESS,0x0001,
51574690,1,CELL_ALLOC,0x001e,slot=19 ch=14 dir=Receive
88181508,20,LIST,0x0001,
88181705,38,LIST,0x0014,
88181924,30,LIST,0x0026,
88184114,34,LIST,0x0014,
88265056,1,EOL,0x0014,
90079582,20,EOL,0x0026,
90394494,20,EOL,0x0022,
99844581,38,EOL,0x001e,
216430313,8,LIST,0x0022,
216545526,34,EOL,0x0008,
216923103,8,LIST,0x0017,
219452493,23,LIST,0x0022,
219545707,34,EOL,0x0017,
219945030,23,LIST,0x0008,
220175820,8,EOL,0x0017,
220640330,23,EOL,0x0008,
220841099,8,ADD,0x0022,
220956743,34,CELL_ALLOC,0x0008,slot=10 ch=14 dir=Receive
220970907,34,SUCCESS,0x0008,
221140120,8,CELL_ALLOC,0x0022,slot=10 ch=14 dir=Transmit
221312947,23,ADD,0x0022,
221436761,34,CELL_ALLOC,0x0017,slot=7 ch=12 dir=Receive
221460328,34,SUCCESS,0x0017,
221605173,23,CELL_ALLOC,0x0022,slot=7 ch=12 dir=Transmit
249165290,20,LIST,0x0022,
251990762,34,EOL,0x0014,
257688385,1,LIST,0x0022,
257975607,34,EOL,0x0001,
261980962,34,LIST,0x0008,
262070581,8,EOL,0x0022,
263203877,8,LIST,0x000e,
263330912,14,EOL,0x0008,
263664482,14,LIST,0x0008,
263795933,8,EOL,0x000e,
263996376,14,ADD,0x0008,
264111757,8,CELL_ALLOC,0x000e,slot=9 ch=11 dir=Receive
264125822,8,SUCCESS,0x000e,
266020272,14,CELL_ALLOC,0x0008,slot=9 ch=11 dir=Transmit
289381163,5,LIST,0x0008,
289481554,8,EOL,0x0005,
289873788,5,LIST,0x000e,
290112369,14,EOL,0x0005,
290295497,5,ADD,0x0008,
290742039,8,CELL_ALLOC,0x0005,slot=7 ch=5 dir=Receive
290756120,8,SUCCESS,0x0005,
291070409,5,CELL_ALLOC,0x0008,slot=7 ch=5 dir=Transmit
292490856,38,LIST,0x001e,
292626334,30,EOL,0x0026,
304659749,2,LIST,0x0016,
305152380,2,LIST,0x0011,
306098593,17,LIST,0x0016,
306321163,22,EOL,0x0011,
306591120,17,LIST,0x0002,
306636096,2,EOL,0x0011,
309006729,22,EOL,0x0002,
309694601,17,EOL,0x0002,
309986623,17,ADD,0x0016,
312621960,22,CELL_ALLOC,0x0011,slot=5 ch=15 dir=Receive
312636016,22,SUCCESS,0x0011,
314695744,17,CELL_ALLOC,0x0016,slot=5 ch=15 dir=Transmit
316441276,2,ADD,0x0016,
316567912,22,CELL_ALLOC,0x0002,slot=3 ch=13 dir=Receive
316581957,22,SUCCESS,0x0002,
316735980,2,CELL_ALLOC,0x0016,slot=3 ch=13 dir=Transmit
326026376,22,LIST,0x0001,
326301616,1,EOL,0x0016,
341976015,14,LIST,0x0005,
342081835,5,EOL,0x000e,
353636499,15,LIST,0x0026,
353736750,38,EOL,0x000f,
354128279,15,LIST,0x001e,
354202286,30,EOL,0x000f,
356446653,15,ADD,0x0026,
356477519,30,LIST,0x0001,
356736802,1,EOL,0x001e,
358463057,38,CELL_ALLOC,0x000f,slot=11 ch=11 dir=Receive
358477234,38,SUCCESS,0x000f,
358631272,15,CELL_ALLOC,0x0026,slot=11 ch=11 dir=Transmit
364844756,22,ADD,0x0011,
364944826,17,SUCCESS,0x0016,
365041779,22,CELL_ALLOC,0x0011,slot=7 ch=15 dir=Transmit
365059160,22,SUCCESS,0x0011,
365425915,17,CELL_ALLOC,0x0016,slot=7 ch=15 dir=Receive
370470490,40,LIST,0x0005,
370581922,5,EOL,0x0028,
370962955,40,LIST,0x000e,
371841685,14,EOL,0x0028,
372042525,40,ADD,0x0005,
372157728,5,CELL_ALLOC,0x0028,slot=6 ch=10 dir=Receive
372171772,5,SUCCESS,0x0028,
372341231,40,CELL_ALLOC,0x0005,slot=6 ch=10 dir=Transmit
373904805,5,LIST,0x0028,
374046679,40,EOL,0x0005,
387359968,24,LIST,0x0011,
387442508,17,EOL,0x0018,
387852386,24,LIST,0x001e,
387907904,30,EOL,0x0018,
388107389,24,ADD,0x0011,
388222880,17,CELL_ALLOC,0x0018,slot=4 ch=8 dir=Receive
388236929,17,SUCCESS,0x0018,
388381705,16,LIST,0x0017,
388406408,24,CELL_ALLOC,0x0011,slot=4 ch=8 dir=Transmit
388702437,23,EOL,0x0010,
388891033,16,ADD,0x0017,
389022699,23,CELL_ALLOC,0x0010,slot=6 ch=7 dir=Receive
389036899,23,SUCCESS,0x0010,
389186348,16,CELL_ALLOC,0x0017,slot=6 ch=7 dir=Transmit
390372128,17,LIST,0x0018,
390426719,24,EOL,0x0011,
404194808,23,LIST,0x0010,
404286733,16,EOL,0x0017,
409798220,9,LIST,0x001e,
409965345,30,EOL,0x0009,
410286738,9,LIST,0x0018,
410586985,24,EOL,0x0009,
410788877,9,ADD,0x001e,
412644125,30,CELL_ALLOC,0x0009,slot=17 ch=11 dir=Receive
412658246,30,SUCCESS,0x0009,
412811873,9,CELL_ALLOC,0x001e,slot=17 ch=11 dir=Transmit
425110163,34,LIST,0x0017,
425242330,23,EOL,0x0022,
438973841,20,LIST,0x0026,
440362294,38,EOL,0x0014,
459089366,8,LIST,0x0005,
459262714,5,EOL,0x0008,
465758395,24,LIST,0x0009,
465830136,38,LIST,0x000f,
465945957,26,LIST,0x0026,
466438530,26,LIST,0x000f,
466507829,38,EOL,0x001a,
466822445,15,EOL,0x001a,
467287222,9,EOL,0x0018,
467584873,15,LIST,0x001a,
467917172,15,EOL,0x0026,
468272104,26,ADD,0x0026,
468398959,38,CELL_ALLOC,0x001a,slot=10 ch=9 dir=Receive
468413100,38,SUCCESS,0x001a,
468788882,31,LIST,0x0009,
468888547,26,CELL_ALLOC,0x0026,slot=10 ch=9 dir=Transmit
469972124,26,EOL,0x000f,
471864476,1,LIST,0x001e,
472013022,30,EOL,0x0001,
513978612,6,LIST,0x001a,
514865484,22,ADD,0x0002,
515043691,2,SUCCESS,0x0016,
515274452,22,CELL_ALLOC,0x0002,slot=4 ch=0 dir=Transmit
515298014,22,SUCCESS,0x0002,
515637021,2,CELL_ALLOC,0x0016,slot=4 ch=0 dir=Receive
519817113,19,LIST,0x001f,
519892756,31,EOL,0x0013,
521467718,26,EOL,0x0006,
521668360,6,ADD,0x001a,
521783765,26,CELL_ALLOC,0x0006,slot=9 ch=7 dir=Receive
521797806,26,SUCCESS,0x0006,
523542099,6,CELL_ALLOC,0x001a,slot=9 ch=7 dir=Transmit
524027908,19,ADD,0x001f,
530045750,22,LIST,0x0011,
530127130,17,EOL,0x0016,
540427147,9,LIST,0x001f,
542738208,31,EOL,0x0009,
552328393,17,LIST,0x000c,
552503257,12,EOL,0x0011,
554696070,18,ADD,0x0011,
554706655,12,LIST,0x0011,
554861190,17,EOL,0x000c,
555059169,12,ADD,0x0011,
555174386,17,CELL_ALLOC,0x000c,slot=3 ch=2 dir=Receive
555188492,17,SUCCESS,0x000c,
555357515,12,CELL_ALLOC,0x0011,slot=3 ch=2 dir=Transmit
558515845,17,SUCCESS,0x0012,
559008042,14,LIST,0x0028,
559046485,11,LIST,0x0028,
559583034,40,EOL,0x000e,
559602974,18,CELL_ALLOC,0x0011,slot=9 ch=1 dir=Transmit
559619733,18,SUCCESS,0x0011,
559796163,17,CELL_ALLOC,0x0012,slot=9 ch=1 dir=Receive
560528175,40,EOL,0x000b,
560882589,11,ADD,0x0028,
561009862,40,CELL_ALLOC,0x000b,slot=5 ch=13 dir=Receive
561023878,40,SUCCESS,0x000b,
561185182,11,CELL_ALLOC,0x0028,slot=5 ch=13 dir=Transmit
568644546,19,ADD,0x001f,
575055962,26,LIST,0x0006,
575184268,6,EOL,0x001a,
582279085,30,LIST,0x0026,
