sim_time_us,event,detail
2670587579,STATUS,tick=17
2680595411,STATUS,tick=18
2690603203,STATUS,tick=19
2700611303,STATUS,tick=20
2710618829,STATUS,tick=21
2720626641,STATUS,tick=22
2730634736,STATUS,tick=23
2740642285,STATUS,tick=24
2750650289,STATUS,tick=25
2760674941,STATUS,tick=26
2770697072,STATUS,tick=27
2780720520,STATUS,tick=28
2790743947,STATUS,tick=29
2800767415,STATUS,tick=30
2810790876,STATUS,tick=31
2820814354,STATUS,tick=32
2830845544,STATUS,tick=33
2840877296,STATUS,tick=34
2850900268,STATUS,tick=35
2860923725,STATUS,tick=36
2870947163,STATUS,tick=37
2878171456,BOOT,
2888207717,STATUS,tick=1
2898215530,STATUS,tick=2
2908223342,STATUS,tick=3
2918231155,STATUS,tick=4
2928238967,STATUS,tick=5
2938249751,STATUS,tick=6
2948262592,STATUS,tick=7
2958270346,STATUS,tick=8
2968294247,STATUS,tick=9
2978317371,STATUS,tick=10
2988348631,STATUS,tick=11
2998373187,STATUS,tick=12
3008395539,STATUS,tick=13
3018418947,STATUS,tick=14
3028442374,STATUS,tick=15
3038465822,STATUS,tick=16
3048489249,STATUS,tick=17
3058512707,STATUS,tick=18
3068536164,STATUS,tick=19
3078575183,STATUS,tick=20
3088606423,STATUS,tick=21
3098637683,STATUS,tick=22
3108676736,STATUS,tick=23
3118715818,STATUS,tick=24
3128747058,STATUS,tick=25
3138778308,STATUS,tick=26
3148817371,STATUS,tick=27
3158848644,STATUS,tick=28
3168879884,STATUS,tick=29
3178918957,STATUS,tick=30
3188958000,STATUS,tick=31
3196651087,BOOT,
3206687401,STATUS,tick=1
3216695213,STATUS,tick=2
3226703026,STATUS,tick=3
3236710838,STATUS,tick=4
3246722381,STATUS,tick=5
3256734506,STATUS,tick=6
3266742217,STATUS,tick=7
3276750039,STATUS,tick=8
3286757842,STATUS,tick=9
3296781430,STATUS,tick=10
3306804857,STATUS,tick=11
3316836621,STATUS,tick=12
3326867367,STATUS,tick=13
3336898627,STATUS,tick=14
3346929857,STATUS,tick=15
3356961107,STATUS,tick=16
3367004028,STATUS,tick=17
3377031449,STATUS,tick=18
3387062669,STATUS,tick=19
3397097584,STATUS,tick=20
3407125169,STATUS,tick=21
3417156443,STATUS,tick=22
3427187702,STATUS,tick=23
3437218992,STATUS,tick=24
3447250203,STATUS,tick=25
3457281453,STATUS,tick=26
3461130880,BOOT,
3471167141,STATUS,tick=1
3481174953,STATUS,tick=2
3491182953,STATUS,tick=3
3501194499,STATUS,tick=4
3511214154,STATUS,tick=5
3521237602,STATUS,tick=6
3531261039,STATUS,tick=7
3541284457,STATUS,tick=8
3551308772,STATUS,tick=9
3561339295,STATUS,tick=10
3571362732,STATUS,tick=11
3581386189,STATUS,tick=12
3591409597,STATUS,tick=13
