sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60280755,6,0,1966127,45042,1921085,0,0,1965578,1965578
60312084,21,0,1966118,81981,1884137,0,4674,1064377,1069051
60329706,17,0,1966111,44528,1921583,0,0,1965562,1965562
60330242,7,0,1966127,44511,1921616,0,0,1965578,1965578
60385585,15,0,1966118,44799,1921319,0,0,1965569,1965569
60404892,3,0,1966127,44511,1921616,0,0,1965578,1965578
60444986,38,0,1966111,44817,1921294,0,0,1965562,1965562
60476079,5,0,1966127,44603,1921524,0,0,1965578,1965578
60523935,19,0,1966111,44528,1921583,0,0,1965562,1965562
60532870,33,0,1966111,44528,1921583,0,0,1965562,1965562
60536977,32,0,1966111,44528,1921583,0,0,1965562,1965562
60582035,31,0,1966111,44528,1921583,0,0,1965562,1965562
60664679,11,0,1966118,44528,1921590,0,0,1965569,1965569
60666028,4,0,1966127,44511,1921616,0,0,1965578,1965578
60670753,41,0,1966111,44528,1921583,0,0,1965562,1965562
60671267,29,0,1966118,60770,1905348,0,3383,1046809,1050192
60684109,10,0,1966118,44528,1921590,0,0,1965569,1965569
60691429,37,0,1966111,44528,1921583,0,0,1965562,1965562
60715273,2,0,1966127,44511,1921616,0,0,1965578,1965578
60756972,18,0,1966111,44528,1921583,0,0,1965562,1965562
60770329,16,0,1966111,44528,1921583,0,0,1965562,1965562
60786614,12,0,1966118,44676,1921442,0,0,1965569,1965569
60809620,28,0,1966111,44528,1921583,0,0,1965562,1965562
60831847,20,0,1966111,44614,1921497,0,0,1965562,1965562
60837915,27,0,1966111,44528,1921583,0,0,1965562,1965562
60881047,39,0,1966111,44528,1921583,0,0,1965562,1965562
60857687,30,0,1966118,73705,1892413,0,4896,115384,120280
60902842,35,0,1966111,44528,1921583,0,0,1965562,1965562
60918421,26,0,1966111,44528,1921583,0,0,1965562,1965562
61001659,23,0,1966111,44745,1921366,0,0,1965562,1965562
61012383,24,0,1966111,44528,1921583,0,0,1965562,1965562
61021462,36,0,1966111,44528,1921583,0,0,1965562,1965562
61035631,13,0,1966125,89468,1876657,0,6688,115638,122326
61058478,9,0,1966127,44511,1921616,0,0,1965578,1965578
61083969,40,0,1966111,44528,1921583,0,0,1965562,1965562
61087344,22,0,1966440,115160,1851280,0,8696,123398,132094
61143402,34,0,1966111,44528,1921583,0,0,1965562,1965562
61178898,25,0,1966111,44528,1921583,0,0,1965562,1965562
61186641,8,0,1966127,44511,1921616,0,0,1965578,1965578
61167581,14,0,1966125,91847,1874278,0,,110839,117662
61213860,42,0,1966041,39836,1926205,0,0,1965118,1965118
61345224,1,0,1966170,1966170,0,0,9784,90346,100130
120280753,6,1,1966080,47881,1918199,0,32,1966047,1966079
120312657,21,1,1966079,69604,1896475,0,6044,73696,79740
120329704,17,1,1966080,48889,1917191,0,32,1966047,1966079
120330240,7,1,1966080,48157,1917923,0,32,1966047,1966079
120385583,15,1,1966080,47930,1918150,0,32,1966047,1966079
120404890,3,1,1966080,48373,1917707,0,32,1966047,1966079
120476077,5,1,1966080,47084,1918996,0,32,1966047,1966079
120523933,19,1,1966080,49190,1916890,0,32,1966047,1966079
120532868,33,1,1966080,48449,1917631,0,32,1966047,1966079
120536975,32,1,1966080,48902,1917178,0,32,1966047,1966079
120582033,31,1,1966080,48330,1917750,0,32,1966047,1966079
120576819,38,1,1970400,52323,1918077,0,60,1831386,1831446
120664677,11,1,1966080,47756,1918324,0,32,1966047,1966079
120666026,4,1,1966080,47060,1919020,0,32,1966047,1966079
120670751,41,1,1966080,47101,1918979,0,32,1966047,1966079
120671256,29,1,1966079,65837,1900242,0,4412,55639,60051
120684107,10,1,1966080,47738,1918342,0,32,1966047,1966079
120691427,37,1,1966080,47167,1918913,0,32,1966047,1966079
120715271,2,1,1966080,46441,1919639,0,32,1966047,1966079
120756970,18,1,1966080,47098,1918982,0,32,1966047,1966079
120770327,16,1,1966080,47749,1918331,0,32,1966047,1966079
120786612,12,1,1966080,47119,1918961,0,32,1966047,1966079
120809618,28,1,1966080,48479,1917601,0,32,1966047,1966079
120831845,20,1,1966080,46938,1919142,0,32,1966047,1966079
120837913,27,1,1966080,47752,1918328,0,32,1966047,1966079
120857692,30,1,1966080,68704,1897376,0,5359,57564,62923
120881045,39,1,1966080,47103,1918977,0,32,1966047,1966079
120902840,35,1,1966080,47759,1918321,0,32,1966047,1966079
120918419,26,1,1966080,47093,1918987,0,32,1966047,1966079
121001657,23,1,1966080,47606,1918474,0,32,1966047,1966079
121012381,24,1,1966080,47101,1918979,0,32,1966047,1966079
121021460,36,1,1966080,46465,1919615,0,32,1966047,1966079
121035621,13,1,1966079,59879,1906200,0,4120,56344,60464
121058476,9,1,1966080,47060,1919020,0,32,1966047,1966079
121077504,22,1,1965757,94154,1871603,0,6949,77185,84134
121083967,40,1,1966080,46465,1919615,0,32,1966047,1966079
121143400,34,1,1966080,46465,1919615,0,32,1966047,1966079
121167570,14,1,1966079,54010,1912069,0,4081,55526,59607
121178896,25,1,1966080,46465,1919615,0,32,1966047,1966079
121186639,8,1,1966080,46442,1919638,0,32,1966047,1966079
121213857,42,1,1966080,41514,1924566,0,0,1966080,1966080
121345189,1,1,1966079,1966079,0,0,8014,117503,125517
180280753,6,2,1966080,48786,1917294,0,55,1966023,1966078
180312074,21,2,1966080,69162,1896918,0,5590,74033,79623
180329704,17,2,1966080,45204,1920876,0,67,1966013,1966080
180330240,7,2,1966080,49083,1916997,0,78,1966001,1966079
180385583,15,2,1966080,49797,1916283,0,101,1965978,1966079
180404890,3,2,1966080,48589,1917491,0,67,1966013,1966080
180446630,38,2,1961814,63833,1897981,0,6410,55509,61919
180476077,5,2,1966080,48092,1917988,0,67,1966013,1966080
180523933,19,2,1966080,48547,1917533,0,78,1966001,1966079
180532868,33,2,1966080,46445,1919635,0,101,1965978,1966079
180536975,32,2,1966080,47992,1918088,0,67,1966013,1966080
180582033,31,2,1966080,50483,1915597,0,90,1965990,1966080
180664677,11,2,1966080,52167,1913913,0,124,1965955,1966079
180666026,4,2,1966080,50937,1915143,0,113,1965966,1966079
180671256,29,2,1966080,59797,1906283,0,3610,54997,58607
180670751,41,2,1966080,49696,1916384,0,101,1965978,1966079
180684107,10,2,1966080,48873,1917207,0,55,1966023,1966078
180691427,37,2,1966080,49080,1917000,0,43,1966035,1966078
180715271,2,2,1966080,49630,1916450,0,89,1965989,1966078
180756970,18,2,1966080,51086,1914994,0,113,1965966,1966079
180770327,16,2,1966080,50314,1915766,0,113,1965966,1966079
180786612,12,2,1966080,47179,1918901,0,43,1966035,1966078
180809618,28,2,1966080,48995,1917085,0,67,1966013,1966080
180831845,20,2,1966080,50794,1915286,0,112,1965966,1966078
180837913,27,2,1966080,51133,1914947,0,124,1965955,1966079
180857676,30,2,1966079,90488,1875591,0,6159,73685,79844
180881045,39,2,1966080,50208,1915872,0,90,1965990,1966080
180902840,35,2,1966080,48975,1917105,0,55,1966023,1966078
180918419,26,2,1966080,50638,1915442,0,124,1965955,1966079
181001657,23,2,1966080,46725,1919355,0,90,1965990,1966080
181012381,24,2,1966080,50541,1915539,0,124,1965955,1966079
181021460,36,2,1966080,50172,1915908,0,101,1965978,1966079
181035621,13,2,1966080,50832,1915248,0,3351,55131,58482
181058476,9,2,1966080,46982,1919098,0,43,1966035,1966078
181077499,22,2,1966080,91334,1874746,0,6453,76386,82839
181083967,40,2,1966080,50118,1915962,0,124,1965955,1966079
181143400,34,2,1966080,50103,1915977,0,124,1965955,1966079
181167570,14,2,1966080,60153,1905927,0,3232,55004,58236
181178896,25,2,1966080,49711,1916369,0,124,1965955,1966079
181186639,8,2,1966080,50022,1916058,0,124,1965955,1966079
181213857,42,2,1966080,41551,1924529,0,0,1966080,1966080
181346537,1,2,1966124,1966124,0,0,7148,118866,126014
240280753,6,3,1966080,49667,1916413,0,90,1965990,1966080
240312074,21,3,1966080,54133,1911947,0,4897,72590,77487
240329704,17,3,1966080,50083,1915997,0,124,1965955,1966079
240330596,7,3,1966091,49916,1916175,0,113,1965978,1966091
240385583,15,3,1966080,50417,1915663,0,112,1965966,1966078
240404890,3,3,1966080,48818,1917262,0,90,1965990,1966080
240445177,38,3,1966032,49308,1916724,0,3501,53187,56688
240476077,5,3,1966080,47390,1918690,0,67,1966013,1966080
