sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
27330725,1,20,0,15265,15301478
28275427,1,20,1,2148,2183716
29670287,1,38,0,17593,17862824
30017521,1,30,0,17953,17685576
30930021,1,38,1,4796,5059188
30960371,1,30,1,2968,2706607
34200569,1,22,0,22132,22423931
35460260,1,22,1,7820,8113347
40694346,1,38,2,23,292286
41820197,1,20,2,468,509750
43019314,1,22,2,0,70857
43560195,1,30,2,445,181426
54869364,1,38,3,0,162607
56625075,1,20,3,31,64617
58139609,1,22,3,0,120825
58995331,1,30,3,632,366552
69989462,1,38,4,0,181123
71745464,1,20,4,218,251880
73890268,1,22,4,117,410526
74430471,1,30,4,609,340734
85424398,1,38,5,0,147344
86235628,1,20,5,203,237686
88920399,1,30,5,343,80692
89009874,1,22,5,0,287964
99914731,1,38,6,0,254859
101985714,1,20,6,414,448694
103184975,1,22,6,0,205263
103412404,1,30,6,578,314884
104010427,1,15,0,375,479818
105615962,1,24,0,898,564360
115665143,1,38,7,85,345291
117105819,1,20,7,265,303184
117585796,1,30,7,500,238266
117675061,1,22,7,0,273479
119130490,1,15,1,250,357696
120738198,1,24,1,781,446356
130155540,1,38,8,109,378439
132705925,1,30,8,531,264626
132795190,1,22,8,0,81061
132855969,1,20,8,195,232992
134880645,1,15,2,328,435956
136171467,1,24,2,1250,918658
145590068,1,38,9,0,133326
147346063,1,20,9,109,144990
147600744,1,22,9,0,147988
148141049,1,30,9,531,257912
149055489,1,15,3,85,188925
150031329,1,24,3,937,598867
161340338,1,38,10,0,180330
162466354,1,20,10,101,140142
162720655,1,22,10,0,131418
162946312,1,30,10,468,200215
163576509,1,9,0,1007,946082
164838696,1,24,4,742,406219
165120875,1,15,4,328,434018
175515432,1,38,11,0,206987
177436375,1,30,11,312,46010
177586172,1,20,11,93,127147
178066370,1,9,1,468,404743
178785970,1,22,11,15,304298
180555455,1,15,5,0,95161
181216856,1,24,5,1195,862504
190635556,1,38,12,0,123939
191761530,1,20,12,101,138433
192556561,1,30,12,367,99485
193275786,1,22,12,0,209976
194446799,1,9,2,1070,1000802
196306169,1,15,6,414,517730
196651973,1,24,6,1117,781964
205440672,1,38,13,0,202540
206881378,1,20,13,15,55171
208306671,1,30,13,617,345955
208395874,1,22,13,0,126964
208621590,1,9,3,578,513795
210481237,1,15,7,281,385000
211456804,1,24,7,851,515801
219930791,1,38,14,0,216081
221686483,1,20,14,93,133713
222571070,1,22,14,0,189611
223111743,1,9,4,234,168847
224056813,1,30,14,421,154466
224687211,1,17,0,1250,812861
224971360,1,15,8,156,261065
225631862,1,24,8,968,636885
235050736,1,38,15,0,171978
236806895,1,20,15,359,394750
237286813,1,9,5,375,312692
238006141,1,22,15,0,127856
239806898,1,30,15,398,131113
240720927,1,15,9,7,108845
240840614,1,24,9,1328,994084
241067351,1,17,1,1726,1286801
249541314,1,38,16,23,287542
250982011,1,20,16,281,319822
251146913,1,9,6,140,79027
253441285,1,22,16,7,297341
254927281,1,24,10,890,557154
255242041,1,30,16,398,136540
255841711,1,15,10,398,506277
255872484,1,17,2,1281,841915
259307106,1,26,0,8570,8014216
260882113,1,28,0,9585,9554108
264661118,1,38,17,0,75383
265472110,1,20,17,281,317773
265606858,1,26,1,679,126544
265921868,1,28,1,445,405649
266267097,1,9,7,515,449221
267931184,1,22,17,7,295072
269102673,1,24,11,1000,660763
269732126,1,30,17,578,314159
270679822,1,17,3,1328,887219
271276872,1,15,11,242,343333
279781271,1,38,18,0,207201
280097240,1,26,2,1007,452858
280442181,1,9,8,429,364919
280726993,1,28,2,148,109996
281222231,1,20,18,179,212047
283997087,1,22,18,296,587546
284537234,1,30,18,875,611450
285167788,1,24,12,1343,1004950
285797664,1,17,4,1242,798355
286711713,1,15,12,23,126268
295217135,1,26,3,734,182118
295412742,1,34,16,42882,42810379
295531397,1,38,19,0,180389
295847110,1,28,3,695,656030
295877266,1,9,9,210,145327
296042790,1,34,17,27507,27432632
296668031,1,20,19,281,325888
296987790,1,34,18,12812,12737052
297106907,1,6,0,515,343568
298801675,1,22,19,0,64010
299342621,1,24,13,929,597519
299822280,1,34,19,335,259033
299972376,1,30,19,476,210655
300287790,1,17,5,1468,1030683
301201641,1,15,13,15,123989
310022175,1,28,4,265,232725
310651505,1,38,20,0,68818
310997562,1,9,10,156,93598
311282247,1,26,4,992,434710
312096025,1,20,20,148,191131
312227046,1,6,1,875,701174
314462507,1,30,20,601,329032
314627367,1,34,20,351,271190
314780332,1,24,14,843,511314
314866771,1,22,20,0,160326
315722930,1,17,6,1250,809548
316007168,1,15,14,351,460797
325457377,1,28,5,398,363817
325771889,1,38,21,15,283757
325802640,1,9,11,156,94004
326402164,1,6,2,539,369671
327032663,1,26,5,1085,524855
327216142,1,20,21,250,288372
329041672,1,22,21,0,280575
329117462,1,34,21,304,221769
329897589,1,30,21,585,322460
330528066,1,17,7,2039,1599079
330812030,1,15,15,15,125013
331160440,1,24,15,1507,1172349
339317463,1,28,6,156,122331
340607713,1,9,12,296,234989
340892423,1,6,3,773,602107
341521718,1,38,22,0,127331
342966268,1,20,22,421,460368
343097746,1,26,6,1171,617426
344388191,1,17,8,1320,879550
344514802,1,22,22,85,376830
344702511,1,30,22,304,43610
345182585,1,34,22,625,548470
345648256,1,24,16,1007,671465
345932476,1,15,16,273,378291
346910860,1,18,0,7507,7063652
348170399,1,12,0,9648,9334300
353807552,1,28,7,179,143685
353838027,1,12,1,1210,892072
355067360,1,6,4,718,550482
355097908,1,9,13,601,537709
355728252,1,18,1,1945,1498311
356012139,1,38,23,39,305257
357141212,1,20,23,70,111879
358337123,1,22,23,0,115088
358532888,1,26,7,1171,615073
360107571,1,15,17,296,404954
360137858,1,30,23,351,86640
360302673,1,34,23,328,255061
