sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
25448457,1,14,0,13460,13045241
27337918,1,14,1,562,145690
27699154,1,22,0,15710,15950609
28643660,1,22,1,734,970141
29498108,1,13,0,17515,16942708
30443055,1,13,1,4218,3645493
42503457,1,22,2,31,270587
42727793,1,13,2,976,406818
43406491,1,14,2,765,346889
49410942,1,30,0,37421,36725457
50670556,1,30,1,23570,22875722
51297228,1,30,2,9609,8908644
56902754,1,13,3,867,292721
56970069,1,30,3,1039,347134
58216054,1,14,3,632,219129
58253597,1,22,3,39,278531
71775858,1,30,4,1015,320348
72337990,1,13,4,804,235715
72701715,1,14,4,750,331518
74012052,1,22,4,343,576048
86566408,1,14,5,484,77305
86895274,1,30,5,765,69204
87143094,1,13,5,687,118962
89438637,1,22,5,0,213561
101762832,1,30,6,1039,335186
101997075,1,14,6,734,320459
102893257,1,13,6,625,56633
104898398,1,22,6,0,173346
116172080,1,14,7,734,315795
116820228,1,30,7,851,158230
117698359,1,13,7,867,296019
120309094,1,22,7,85,318418
130977175,1,14,8,539,120843
131558492,1,13,8,625,57799
132882559,1,30,8,929,236166
134799005,1,22,8,78,316116
146097287,1,14,9,500,84746
146363599,1,13,9,703,128533
148006672,1,30,9,1140,446236
149289069,1,22,9,0,223864
150144451,1,12,0,17093,16595906
151719216,1,12,1,3968,3467616
152664210,1,5,0,3765,3051518
161483884,1,13,10,734,162768
161847552,1,14,10,726,310858
163126285,1,30,10,1117,425085
164319019,1,12,2,960,457409
164409289,1,22,10,0,207520
165263996,1,5,1,781,65362
176603965,1,13,11,625,56287
176976227,1,14,11,492,88546
176993838,1,30,11,804,105138
179529709,1,22,11,46,281080
180384257,1,12,3,1382,883185
180778326,1,5,2,1523,814046
191142779,1,14,12,617,194615
192039109,1,13,12,687,116389
192103327,1,30,12,906,206230
194559517,1,5,3,1125,407738
194649550,1,22,12,0,174323
195504513,1,12,4,1023,518508
207207912,1,14,13,757,342758
207541765,1,30,13,843,153070
207789251,1,13,13,625,54079
209679368,1,12,5,890,388695
209769947,1,22,13,46,279125
209994615,1,5,4,1210,499095
221383035,1,14,14,492,73484
222279358,1,13,14,859,286372
222658399,1,30,14,906,206653
224484736,1,12,6,1054,553449
225429764,1,5,5,1281,567681
225520477,1,22,14,31,264035
235873148,1,14,15,500,87030
236833533,1,30,15,992,296395
238029498,1,13,15,632,59925
238974716,1,12,7,1000,496553
239604842,1,5,6,1343,632776
240954905,1,22,15,0,198448
251938252,1,14,16,562,144292
252587031,1,30,16,882,182633
252891700,1,6,0,757,273887
253464555,1,13,16,968,400414
255040013,1,12,8,1414,913383
255354967,1,5,7,1554,843791
256705598,1,22,16,101,338122
266759043,1,31,0,1085,591732
267373508,1,6,1,953,466644
268003382,1,14,17,695,279764
268269664,1,13,17,703,131958
268333775,1,30,17,984,288829
270160074,1,12,9,1132,635027
270790108,1,5,8,1703,984272
271510091,1,22,17,0,136423
280933989,1,31,1,992,501103
281548926,1,6,2,1093,602968
282193869,1,30,18,781,86419
282507050,1,14,18,523,119369
283704795,1,13,18,937,367576
285910355,1,12,10,1242,743650
286225220,1,5,9,1320,604700
287260218,1,22,18,0,160021
288104498,1,21,16,37531,37187890
289049504,1,21,17,22695,22351697
289994258,1,21,18,7718,7370428
293463756,1,20,12,24843,24530369
295034831,1,20,13,11757,11437382
296038890,1,6,3,804,319506
296369170,1,31,2,937,444096
296999009,1,30,19,914,219689
297613767,1,14,19,593,177290
297879955,1,13,19,992,418219
298184009,1,21,19,820,478407
299764564,1,20,14,968,651490
299777769,1,5,10,804,94625
300775245,1,12,11,1195,695384
300792796,1,7,0,5289,4618958
303010985,1,22,19,242,481091
310844032,1,6,4,710,218399
311174134,1,30,20,804,105704
311482027,1,7,1,1914,1253500
311740095,1,13,20,781,208022
311804541,1,31,3,1156,662494
312359124,1,21,20,539,200373
312733885,1,14,20,609,197725
313934273,1,20,15,851,532140
314893398,1,5,11,835,124281
316150603,1,12,12,1125,625383
317824694,1,22,20,54,286987
325019009,1,6,5,632,143396
325649269,1,7,2,1523,854660
326230159,1,13,21,859,291846
326612706,1,30,21,773,83386
326917703,1,14,21,679,272215
326935440,1,31,4,1375,885356
327486140,1,21,21,460,124284
329054665,1,20,16,1140,824417
330325494,1,12,13,906,401883
330640749,1,5,12,1304,590412
333250956,1,22,21,70,307009
339824115,1,8,0,695,870499
340090381,1,4,0,898,1014033
340720298,1,13,22,703,130036
340769238,1,6,6,625,135812
341103869,1,7,3,1296,630139
341414374,1,30,22,859,158491
341732958,1,31,5,1750,1261009
342033731,1,14,22,609,200743
343229244,1,21,22,546,202736
343863877,1,20,17,1093,781470
344815522,1,5,13,859,147987
345130877,1,12,14,1101,597887
347324955,1,19,9,36421,35789986
348585098,1,19,10,22148,21518769
349001090,1,22,22,31,268085
350167304,1,19,11,9203,8577537
354895525,1,4,1,796,912928
355259530,1,7,4,1273,605536
355589319,1,30,23,984,286556
355900521,1,8,1,1203,1392213
356257111,1,6,7,992,498665
356785413,1,13,23,804,229927
