sim_time_us,node_id,event,peer,detail
10976689,30,LIST,0x0001,
11385294,29,LIST,0x0001,
11385490,14,LIST,0x0001,
11389241,13,LIST,0x0001,
13151523,1,EOL,0x001e,
13508647,30,ADD,0x0001,
13782349,1,CELL_ALLOC,0x001e,slot=20 ch=9 dir=Receive
13796497,1,SUCCESS,0x001e,
14152528,22,ADD,0x0001,
14156611,21,LIST,0x0001,
14261868,1,EOL,0x0015,
15080762,21,ADD,0x0001,
18821577,1,EOL,0x000e,
19451217,1,EOL,0x000d,
23746802,14,ADD,0x0001,
23862513,1,CELL_ALLOC,0x000e,slot=19 ch=6 dir=Receive
23876559,1,SUCCESS,0x000e,
24511213,14,CELL_ALLOC,0x0001,slot=19 ch=6 dir=Transmit
25821766,1,SUCCESS,0x0016,
26424223,13,ADD,0x0001,
27046184,22,CELL_ALLOC,0x0001,slot=1 ch=10 dir=Transmit
27066378,22,SUCCESS,0x0001,
27418570,1,CELL_ALLOC,0x0016,slot=1 ch=10 dir=Receive
28438238,1,CELL_ALLOC,0x000d,slot=16 ch=0 dir=Receive
28452186,1,SUCCESS,0x000d,
28921292,13,CELL_ALLOC,0x0001,slot=16 ch=0 dir=Transmit
37986673,29,ADD,0x0001,
42612470,30,ADD,0x0001,
42766161,1,CELL_ALLOC,0x001e,slot=20 ch=9 dir=Receive
42780857,1,SUCCESS,0x001e,
42913739,21,ADD,0x0001,
43240388,1,SUCCESS,0x0015,
48931398,30,CELL_ALLOC,0x0001,slot=20 ch=9 dir=Transmit
49584540,1,LIST,0x0015,
49856927,21,EOL,0x0001,
50377672,30,LIST,0x0016,
51747283,22,EOL,0x001e,
61495641,21,ADD,0x0001,
61509517,14,LIST,0x000d,
61513298,13,LIST,0x0015,
61661709,21,EOL,0x000d,
61978624,1,SUCCESS,0x0015,
64032184,13,EOL,0x000e,
68470652,29,ADD,0x0001,
87964504,22,LIST,0x0001,
88183097,1,EOL,0x0016,
88509349,20,LIST,0x0015,
89226269,21,ADD,0x0001,
89545720,1,SUCCESS,0x0015,
91634655,29,ADD,0x0001,
93792566,21,EOL,0x0014,
97151319,20,ADD,0x0015,
113933329,21,ADD,0x0001,
114115946,1,SUCCESS,0x0015,
117025288,29,ADD,0x0001,
132079035,20,ADD,0x0015,
133171656,12,LIST,0x0014,
133962430,20,EOL,0x000c,
134522238,12,LIST,0x000d,
135014655,12,LIST,0x0014,
138837284,20,EOL,0x000c,
141259087,5,LIST,0x000d,
144587840,29,ADD,0x0001,
148287520,13,EOL,0x000c,
148488240,12,ADD,0x000d,
148919021,13,CELL_ALLOC,0x000c,slot=15 ch=15 dir=Receive
148933077,13,SUCCESS,0x000c,
149102125,12,CELL_ALLOC,0x000d,slot=15 ch=15 dir=Transmit
149547917,13,EOL,0x0005,
149902315,5,ADD,0x000d,
150179143,13,CELL_ALLOC,0x0005,slot=14 ch=12 dir=Receive
150193271,13,SUCCESS,0x0005,
150518825,5,CELL_ALLOC,0x000d,slot=14 ch=12 dir=Transmit
173836790,28,LIST,0x0014,
175548520,19,LIST,0x0014,
178063280,20,EOL,0x0013,
178252184,19,ADD,0x0014,
180418168,20,EOL,0x001c,
186125947,20,ADD,0x0015,
190855900,28,ADD,0x0014,
225251069,19,ADD,0x0014,
227396093,13,LIST,0x000e,
227518443,14,EOL,0x000d,
233438408,20,ADD,0x0015,
238828789,28,ADD,0x0014,
241319037,6,LIST,0x000e,
245158744,14,EOL,0x0006,
245347827,6,ADD,0x000e,
245625323,14,CELL_ALLOC,0x0006,slot=17 ch=5 dir=Receive
245639365,14,SUCCESS,0x0006,
245807839,6,CELL_ALLOC,0x000e,slot=17 ch=5 dir=Transmit
250973541,27,LIST,0x0013,
252077283,30,LIST,0x001d,
252403759,29,EOL,0x001e,
252436198,1,LIST,0x001e,
252718524,30,EOL,0x0001,
257278488,19,EOL,0x001b,
259370219,31,LIST,0x001e,
260593937,30,EOL,0x001f,
260794526,31,ADD,0x001e,
261059678,30,CELL_ALLOC,0x001f,slot=19 ch=3 dir=Receive
261084094,30,SUCCESS,0x001f,
261242773,31,CELL_ALLOC,0x001e,slot=19 ch=3 dir=Transmit
268934450,26,LIST,0x001b,
269248602,27,EOL,0x001a,
269620501,22,LIST,0x0015,
272123123,26,ADD,0x001b,
272564098,21,EOL,0x0016,
273071393,19,ADD,0x0014,
274003806,21,LIST,0x000d,
278348986,14,LIST,0x0016,
278383589,22,EOL,0x000e,
281104823,27,ADD,0x0013,
281218713,13,EOL,0x0015,
281415010,20,ADD,0x0015,
284000472,21,ADD,0x0001,
285438155,28,ADD,0x0014,
287395192,1,SUCCESS,0x0015,
287542673,21,CELL_ALLOC,0x0001,slot=15 ch=5 dir=Transmit
287555637,21,SUCCESS,0x0001,
287827347,1,CELL_ALLOC,0x0015,slot=15 ch=5 dir=Receive
291465532,21,CELL_ALLOC,0x0014,slot=14 ch=9 dir=Receive
291479767,21,SUCCESS,0x0014,
292428461,20,CELL_ALLOC,0x0015,slot=14 ch=9 dir=Transmit
294290814,20,LIST,0x000c,
298972439,7,LIST,0x0006,
299173679,6,EOL,0x0007,
299374152,7,ADD,0x0006,
299489900,6,CELL_ALLOC,0x0007,slot=16 ch=3 dir=Receive
299503899,6,SUCCESS,0x0007,
299673140,7,CELL_ALLOC,0x0006,slot=16 ch=3 dir=Transmit
300283935,12,EOL,0x0014,
304653210,29,ADD,0x0001,
305724142,6,LIST,0x0005,
305788681,5,EOL,0x0006,
316228452,26,ADD,0x001b,
317820744,27,ADD,0x0013,
