sim_time_us,observer_id,known_count,entries
57854775,14,7,1:6|13:1|14:1|21:1|22:1|29:1|30:1|
58314582,1,6,1:6|13:1|21:1|22:1|29:1|30:1|
60400045,20,1,20:2|
60428950,38,1,38:2|
60429609,20,2,19:2|20:2|
60433315,36,1,36:2|
60444431,19,1,19:2|
60447639,11,1,11:2|
60463619,42,0,
60463740,19,2,11:2|19:2|
60523811,36,2,35:2|36:2|
60526473,8,1,8:2|
60534741,13,6,1:6|13:2|21:1|22:1|29:1|30:1|
60538628,35,1,35:2|
60538855,1,6,1:6|13:2|21:1|22:1|29:1|30:1|
60538951,21,6,1:6|13:2|21:1|22:1|29:1|30:1|
60539901,14,7,1:6|13:2|14:1|21:1|22:1|29:1|30:1|
60562661,5,1,5:2|
60566536,38,2,37:2|38:2|
60567448,36,3,35:2|36:2|37:2|
60581357,37,1,37:2|
60582470,19,3,11:2|18:2|19:2|
60596479,18,1,18:2|
60597978,17,1,17:2|
60686614,11,2,11:2|12:2|
60687428,20,3,12:2|19:2|20:2|
60701406,12,1,12:2|
60710097,17,2,9:2|17:2|
60710118,8,2,8:2|9:2|
60724828,9,1,9:2|
60745488,29,6,1:6|13:1|21:1|22:1|29:2|30:1|
60755310,8,3,8:2|9:2|16:2|
60755568,17,3,9:2|16:2|17:2|
60765197,20,4,12:2|19:2|20:2|28:2|
60765323,36,4,28:2|35:2|36:2|37:2|
60769718,16,1,16:2|
60778419,28,1,28:2|
60853844,1,6,1:6|13:2|21:1|22:1|29:2|30:1|
60853926,21,6,1:6|13:2|21:1|22:1|29:2|30:1|
60853969,30,6,1:6|13:1|21:1|22:1|29:2|30:1|
60889145,31,1,31:2|
60896573,16,2,15:2|16:2|
60898885,32,1,32:2|
60908533,31,2,31:2|32:2|
60911349,15,1,15:2|
60912860,18,2,18:2|26:2|
60927779,26,1,26:2|
60929008,31,3,23:2|31:2|32:2|
60930473,23,1,23:2|
60930677,15,2,15:2|23:2|
60931900,11,3,10:2|11:2|12:2|
60932909,18,3,10:2|18:2|26:2|
60941852,5,2,4:2|5:2|
60942015,12,2,4:2|12:2|
60945780,10,1,10:2|
60953423,21,6,1:6|13:2|21:2|22:1|29:2|30:1|
60956713,4,1,4:2|
60967716,38,3,37:2|38:2|39:2|
60968456,31,4,23:2|31:2|32:2|39:2|
60977187,4,2,3:2|4:2|
60979220,11,4,3:2|10:2|11:2|12:2|
60981625,39,1,39:2|
60983711,26,2,26:2|34:2|
60983813,35,2,34:2|35:2|
60992070,3,1,3:2|
60998620,34,1,34:2|
61001484,28,2,27:2|28:2|
61003134,19,4,11:2|18:2|19:2|27:2|
61003835,1,6,1:6|13:2|21:2|22:1|29:2|30:1|
61003952,29,6,1:6|13:2|21:2|22:1|29:2|30:1|
61003956,13,6,1:6|13:2|21:2|22:1|29:2|30:1|
61003957,35,3,27:2|34:2|35:2|
61004005,22,6,1:6|13:2|21:2|22:2|29:2|30:1|
61004124,26,3,26:2|27:2|34:2|
61016320,27,1,27:2|
61070678,22,6,1:6|13:2|21:2|22:2|29:2|30:1|
61109590,32,2,24:2|32:2|
61109692,23,2,23:2|24:2|
61110506,16,3,15:2|16:2|24:2|
61124513,24,1,24:2|
61126959,15,3,7:2|15:2|23:2|
61127554,8,4,7:2|8:2|9:2|16:2|
61140902,7,1,7:2|
61147325,32,3,24:2|32:2|33:2|
61161342,33,1,33:2|
61168846,1,6,1:6|13:2|21:2|22:2|29:2|30:1|
61168973,30,6,1:6|13:1|21:1|22:2|29:2|30:1|
61169003,21,6,1:6|13:2|21:2|22:2|29:2|30:1|
61169907,14,7,1:6|13:2|14:2|21:1|22:2|29:1|30:1|
61171920,23,8,1:6|13:1|21:1|22:2|23:2|24:2|29:1|30:1|
61182920,33,2,33:2|41:2|
61197847,41,1,41:2|
61230063,14,7,1:6|13:2|14:2|21:1|22:2|29:1|30:1|
61246809,30,6,1:6|13:1|21:1|22:2|29:2|30:2|
61258481,7,2,6:2|7:2|
61259253,5,3,4:2|5:2|6:2|
61273410,6,1,6:2|
61276863,3,2,2:2|3:2|
61277052,10,2,2:2|10:2|
61291720,2,1,2:2|
61318788,1,6,1:6|13:2|21:2|22:2|29:2|30:2|
61318955,22,6,1:6|13:2|21:2|22:2|29:2|30:2|
61318995,29,6,1:6|13:2|21:2|22:2|29:2|30:2|
61345012,41,2,40:2|41:2|
61345015,39,2,39:2|40:2|
61346632,32,4,24:2|32:2|33:2|40:2|
61359833,40,1,40:2|
61362012,24,2,24:2|25:2|
61362691,33,3,25:2|33:2|41:2|
61363470,17,4,9:2|16:2|17:2|25:2|
61376808,25,1,25:2|
62580169,1,7,1:6|13:2|14:2|21:2|22:2|29:2|30:2|
62580283,13,7,1:6|13:2|14:2|21:2|22:1|29:2|30:1|
62580336,22,7,1:6|13:2|14:2|21:2|22:2|29:2|30:2|
62581945,6,8,1:6|6:2|13:2|14:2|21:1|22:1|29:1|30:1|
62583991,15,10,1:6|7:2|13:2|14:2|15:2|21:1|22:1|23:2|29:1|30:1|
70476560,42,0,
70991497,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085306,13,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085328,22,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085330,14,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085476,21,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085476,29,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71085521,30,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71587733,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
71677445,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
72161230,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
72783825,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
73121013,1,7,1:7|13:2|14:2|21:2|22:2|29:2|30:2|
80484080,42,0,
82110412,14,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82110417,21,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82110428,29,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82110428,30,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82110430,13,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82110431,22,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
82118230,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
86167642,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
86336171,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
86707676,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
87611230,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
88214884,1,7,1:8|13:2|14:2|21:2|22:2|29:2|30:2|
88928888,1,9,1:8|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
90491892,42,0,
93900612,1,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658562,21,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658586,30,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658590,29,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658616,22,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658624,13,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
95658644,14,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
100499845,42,0,
103402762,1,9,1:9|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888690,13,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888717,14,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888724,29,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888726,30,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888727,22,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108888738,21,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
108924113,1,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
110507657,42,0,
118208282,1,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
119979195,1,9,1:11|13:2|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
120515489,42,0,
121885127,22,9,1:10|13:2|14:2|21:2|22:3|27:2|28:2|29:2|30:2|
122666616,29,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:3|30:2|
122748916,30,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:3|30:2|
122749848,28,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:3|30:2|
122808814,12,5,4:2|12:2|19:2|20:3|28:2|
122810893,19,7,11:2|12:2|18:2|19:2|20:3|27:2|28:2|
122817265,13,9,1:10|13:3|14:2|21:2|22:2|27:2|28:2|29:2|30:2|
122835645,37,3,37:2|38:3|39:2|
122837494,20,4,12:2|19:2|20:3|28:2|
122843399,35,6,27:2|28:2|34:2|35:2|36:3|37:2|
122851302,12,8,3:2|4:2|10:2|11:3|12:2|19:2|20:3|28:2|
122852248,19,9,3:2|10:2|11:3|12:2|18:2|19:2|20:3|27:2|28:2|
122859114,37,6,28:2|35:2|36:3|37:2|38:3|39:2|
122860520,38,3,37:2|38:3|39:2|
122870949,36,4,28:2|35:2|36:3|37:2|
122877065,11,4,3:2|10:2|11:3|12:2|
122886131,18,10,3:2|10:2|11:3|12:2|18:2|19:3|20:3|26:2|27:2|28:2|
122904003,11,9,3:2|10:2|11:3|12:2|18:2|19:3|20:3|27:2|28:2|
122926577,9,4,7:2|8:3|9:2|16:2|
122928478,16,6,7:2|8:3|9:2|15:2|16:2|24:2|
122937355,19,9,3:2|10:2|11:3|12:2|18:2|19:3|20:3|27:2|28:2|
122949702,36,6,27:2|28:2|34:2|35:3|36:3|37:2|
122955864,8,4,7:2|8:3|9:2|16:2|
122985490,5,3,4:2|5:3|6:2|
122988454,35,6,27:2|28:2|34:2|35:3|36:3|37:2|
122992568,38,6,28:2|35:2|36:3|37:3|38:3|39:2|
122994247,36,8,27:2|28:2|34:2|35:3|36:3|37:3|38:3|39:2|
123006632,14,9,1:10|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123007217,9,6,7:2|8:3|9:2|16:2|17:3|25:2|
123009193,16,8,7:2|8:3|9:2|15:2|16:2|17:3|24:2|25:2|
123012369,19,10,3:2|10:2|11:3|12:2|18:3|19:3|20:3|26:2|27:2|28:2|
123013257,26,10,10:2|11:3|12:2|18:3|19:3|20:3|26:2|27:2|28:2|34:2|
123013400,10,10,2:2|10:2|11:3|12:2|18:3|19:3|20:3|26:2|27:2|28:2|
123031172,37,6,28:2|35:2|36:3|37:3|38:3|39:2|
123035293,17,4,9:2|16:2|17:3|25:2|
123063569,1,9,1:11|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123063678,13,9,1:10|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123063710,22,9,1:10|13:2|14:3|21:2|22:3|27:2|28:2|29:2|30:2|
123064676,6,10,1:10|6:2|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123065331,18,10,3:2|10:2|11:3|12:2|18:3|19:3|20:3|26:2|27:2|28:2|
123107451,20,8,3:2|4:2|10:2|11:3|12:3|19:2|20:3|28:2|
123107591,4,8,3:2|4:2|10:2|11:3|12:3|19:2|20:3|28:2|
123108898,11,10,3:2|4:2|10:2|11:3|12:3|18:2|19:3|20:3|27:2|28:2|
123127753,8,6,7:2|8:3|9:3|16:2|17:3|25:2|
123127860,17,6,7:2|8:3|9:3|16:2|17:3|25:2|
123155282,12,8,3:2|4:2|10:2|11:3|12:3|19:2|20:3|28:2|
123166306,9,6,7:2|8:3|9:3|16:2|17:3|25:2|
123183070,8,8,7:2|8:3|9:3|15:2|16:3|17:3|24:2|25:2|
123183240,17,8,7:2|8:3|9:3|15:2|16:3|17:3|24:2|25:2|
123183782,24,8,7:2|8:3|9:2|15:2|16:3|17:3|24:2|25:2|
123190914,15,16,1:6|7:2|8:3|9:2|13:2|14:2|15:2|16:3|17:3|21:1|22:1|23:2|24:2|25:2|29:1|30:1|
123229081,29,9,1:10|13:2|14:2|21:2|22:2|27:2|28:3|29:3|30:2|
123231426,16,8,7:2|8:3|9:2|15:2|16:3|17:3|24:2|25:2|
123253187,28,9,1:10|13:2|14:2|21:2|22:2|27:2|28:3|29:3|30:2|
123319946,7,10,1:6|6:2|7:2|13:2|14:2|15:3|22:1|23:2|29:1|30:1|
123320511,23,11,1:6|7:2|13:2|14:2|15:3|21:1|22:2|23:2|24:2|29:1|30:1|
123324593,16,15,1:6|7:2|8:3|9:2|13:2|14:2|15:3|16:3|17:3|22:1|23:2|24:2|25:2|29:1|30:1|
123326614,31,4,23:2|31:3|32:2|39:2|
123328514,32,4,24:2|32:3|33:2|40:2|
123343783,27,9,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|34:2|
123343819,34,9,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|34:2|
123344455,18,11,3:2|10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|28:2|34:2|
123353742,2,9,2:2|10:3|11:3|12:2|18:3|19:3|20:3|26:2|27:2|
123355635,11,12,2:2|3:2|4:2|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123356720,31,12,1:6|13:2|15:3|21:1|22:2|23:3|24:2|29:1|30:1|31:3|32:2|39:2|
123358552,24,15,1:6|7:2|8:3|9:2|13:2|15:3|16:3|17:3|21:1|22:2|23:3|24:2|25:2|29:1|30:1|
123362554,12,8,3:2|4:3|10:2|11:3|12:3|19:2|20:3|28:2|
123364164,3,9,2:2|3:2|4:3|10:2|11:3|12:3|19:2|20:3|28:2|
123373622,18,12,2:2|3:2|10:3|11:3|12:2|18:3|19:3|20:3|26:3|27:2|28:2|34:2|
123377131,15,16,1:6|7:2|8:3|9:2|13:2|14:2|15:3|16:3|17:3|21:1|22:1|23:2|24:2|25:2|29:1|30:1|
123386716,40,2,39:3|40:2|
123391193,38,7,28:2|35:2|36:3|37:3|38:3|39:3|40:2|
123396251,31,13,1:6|13:2|15:3|21:1|22:2|23:3|24:2|29:1|30:1|31:3|32:2|39:3|40:2|
123396769,26,10,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|28:2|34:2|
123402045,11,12,2:2|3:3|4:3|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123402298,2,12,2:2|3:3|4:3|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123406754,10,10,2:2|10:3|11:3|12:2|18:3|19:3|20:3|26:2|27:2|28:2|
123407074,23,11,1:6|7:2|13:2|14:2|15:3|21:1|22:2|23:3|24:2|29:1|30:1|
123407140,39,2,39:3|40:2|
123409335,15,16,1:6|7:2|8:3|9:2|13:2|14:2|15:3|16:3|17:3|21:1|22:2|23:3|24:2|25:2|29:1|30:1|
123410796,4,8,3:2|4:3|10:2|11:3|12:3|19:2|20:3|28:2|
123418378,35,13,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|28:2|34:3|35:3|36:3|37:2|
123424000,26,10,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|28:2|34:3|
123433207,19,11,3:2|10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:3|28:2|34:2|
123436789,4,9,2:2|3:3|4:3|10:2|11:3|12:3|19:2|20:3|28:2|
123448694,35,13,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:3|28:2|34:3|35:3|36:3|37:2|
123451563,26,10,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:3|28:2|34:3|
123452050,3,9,2:2|3:3|4:3|10:2|11:3|12:3|19:2|20:3|28:2|
123466743,34,9,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:2|34:3|
123484447,27,9,10:2|11:3|12:2|18:3|19:3|20:3|26:3|27:3|34:2|
123540223,25,9,7:2|8:3|9:2|15:3|16:3|17:3|23:3|24:3|25:2|
123543332,6,12,1:10|4:2|5:3|6:2|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123543662,13,12,1:10|4:2|5:3|6:2|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123544502,16,15,1:6|7:2|8:3|9:2|13:2|14:2|15:3|16:3|17:3|22:1|23:3|24:3|25:2|29:1|30:1|
123546117,23,16,1:6|7:2|8:3|9:2|13:2|14:2|15:3|16:3|17:3|21:1|22:2|23:3|24:3|25:2|29:1|30:1|
123555141,15,17,1:6|6:2|7:3|8:3|9:2|13:2|14:2|15:3|16:3|17:3|21:1|22:2|23:3|24:2|25:2|29:1|30:1|
123568748,41,4,25:2|33:3|40:2|41:2|
123570566,32,6,24:2|25:2|32:3|33:3|40:2|41:2|
123574596,25,11,7:2|8:3|9:2|15:3|16:3|17:3|23:3|24:3|25:2|33:3|41:2|
123592734,33,3,25:2|33:3|41:2|
123597396,24,15,1:6|7:2|8:3|9:2|13:2|15:3|16:3|17:3|21:1|22:2|23:3|24:3|25:2|29:1|30:1|
123601565,7,10,1:6|6:2|7:3|13:2|14:2|15:3|22:1|23:2|29:1|30:1|
123606890,40,5,25:2|33:3|39:3|40:2|41:3|
123614100,33,4,25:2|33:3|40:2|41:3|
123635350,41,4,25:2|33:3|40:2|41:3|
123694440,14,10,1:10|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123695924,5,11,1:10|4:2|5:3|6:3|13:2|14:3|21:2|22:2|28:2|29:2|30:2|
123699979,10,10,2:3|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123701936,3,12,2:3|3:3|4:3|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123744693,6,12,1:10|4:2|5:3|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
123754446,2,12,2:3|3:3|4:3|10:3|11:3|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
123769184,41,5,25:2|33:3|39:3|40:3|41:3|
123769451,39,5,25:2|33:3|39:3|40:3|41:3|
123771018,32,7,24:2|25:2|32:3|33:3|39:3|40:3|41:3|
123795195,33,12,7:2|8:3|9:2|15:3|16:3|17:3|23:3|24:3|25:3|33:3|40:2|41:3|
123796644,24,15,1:6|7:2|8:3|9:2|13:2|15:3|16:3|17:3|21:1|22:2|23:3|24:3|25:3|29:1|30:1|
123803455,40,5,25:2|33:3|39:3|40:3|41:3|
123846222,25,11,7:2|8:3|9:2|15:3|16:3|17:3|23:3|24:3|25:3|33:3|41:2|
123931542,21,9,1:10|13:2|14:2|21:3|22:2|27:2|28:2|29:2|30:2|
124008922,29,9,1:10|13:2|14:2|21:3|22:2|27:2|28:3|29:3|30:2|
126063968,29,9,1:10|13:2|14:2|21:3|22:2|27:2|28:3|29:3|30:3|
126089882,30,9,1:10|13:2|14:2|21:2|22:2|27:2|28:2|29:3|30:3|
130523282,42,0,
132363911,22,9,1:12|13:2|14:3|21:2|22:3|27:2|28:2|29:2|30:2|
132363916,21,9,1:12|13:2|14:3|21:3|22:2|27:2|28:2|29:2|30:2|
132363921,30,9,1:12|13:2|14:3|21:2|22:2|27:2|28:2|29:3|30:3|
132363927,29,9,1:12|13:2|14:3|21:3|22:2|27:2|28:3|29:3|30:3|
132364630,14,10,1:12|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
132366111,13,12,1:12|4:2|5:3|6:2|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
132377203,1,9,1:12|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
140531100,42,0,
142908938,30,9,1:13|13:2|14:3|21:2|22:2|27:2|28:2|29:3|30:3|
142908939,29,9,1:13|13:2|14:3|21:3|22:2|27:2|28:3|29:3|30:3|
142908946,21,9,1:13|13:2|14:3|21:3|22:2|27:2|28:2|29:2|30:2|
142909022,22,9,1:13|13:2|14:3|21:2|22:3|27:2|28:2|29:2|30:2|
142909703,14,10,1:13|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
142911156,13,12,1:13|4:2|5:3|6:2|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
142916112,1,9,1:13|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
150539181,42,0,
154879038,21,9,1:14|13:2|14:3|21:3|22:2|27:2|28:2|29:2|30:2|
154879077,29,9,1:14|13:2|14:3|21:3|22:2|27:2|28:3|29:3|30:3|
154879082,22,9,1:14|13:2|14:3|21:2|22:3|27:2|28:2|29:2|30:2|
154879102,30,9,1:14|13:2|14:3|21:2|22:2|27:2|28:2|29:3|30:3|
154879741,14,10,1:14|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
154881306,13,12,1:14|4:2|5:3|6:2|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
154924229,1,9,1:14|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
160546720,42,0,
165706512,1,9,1:15|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
165754179,29,9,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:3|30:3|
165754180,30,9,1:15|13:2|14:3|21:2|22:2|27:2|28:2|29:3|30:3|
165754195,22,9,1:15|13:2|14:3|21:2|22:3|27:2|28:2|29:2|30:2|
165754196,21,9,1:15|13:2|14:3|21:3|22:2|27:2|28:2|29:2|30:2|
165754868,14,10,1:15|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
165756401,13,12,1:15|4:2|5:3|6:2|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
170554533,42,0,
177123371,1,9,1:16|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
180562365,42,0,
183546526,6,12,1:10|4:2|5:4|6:3|13:2|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
183546657,13,12,1:15|4:2|5:4|6:3|13:3|14:3|21:2|22:2|27:2|28:2|29:2|30:2|
183552058,4,17,1:10|2:2|3:3|4:3|5:4|6:3|10:2|11:3|12:3|13:2|14:3|19:2|20:3|22:2|28:2|29:2|30:2|
183564309,5,11,1:10|4:2|5:4|6:3|13:2|14:3|21:2|22:2|28:2|29:2|30:2|
183853121,29,9,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|
183859237,1,9,1:16|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|
183859376,21,9,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|
183859418,30,9,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|
183859419,28,9,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|
183865081,37,14,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|35:2|36:3|37:3|38:3|39:2|
184335747,22,9,1:15|13:2|14:3|21:2|22:4|27:2|28:2|29:2|30:2|
184339281,1,9,1:16|13:2|14:3|21:3|22:4|27:2|28:3|29:4|30:3|
184339387,21,9,1:15|13:2|14:3|21:3|22:4|27:2|28:3|29:4|30:3|
184339450,30,9,1:15|13:2|14:3|21:3|22:4|27:2|28:3|29:4|30:3|
184340165,14,10,1:15|6:3|13:2|14:3|21:2|22:4|27:2|28:2|29:2|30:2|
184582739,19,12,3:2|4:2|10:2|11:3|12:3|18:3|19:3|20:4|26:3|27:3|28:2|34:2|
184622850,19,12,3:3|4:2|10:3|11:4|12:3|18:3|19:3|20:4|26:3|27:3|28:2|34:2|
184627366,20,8,3:2|4:2|10:2|11:3|12:3|19:2|20:4|28:2|
184650453,38,7,28:2|35:2|36:3|37:3|38:4|39:3|40:2|
184659569,37,15,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|34:2|35:3|36:4|37:3|38:3|39:2|
184660247,28,15,1:15|13:2|14:3|21:3|22:2|27:2|28:3|29:4|30:3|34:2|35:3|36:4|37:3|38:3|39:2|
184673718,36,8,27:2|28:2|34:2|35:3|36:4|37:3|38:3|39:2|
184675835,11,12,2:2|3:3|4:3|10:3|11:4|12:3|18:3|19:3|20:3|26:2|27:2|28:2|
184688455,20,10,3:3|4:2|10:3|11:4|12:3|18:3|19:4|20:4|27:3|28:2|
