sim_time_us,node_id,event,peer,detail
14397241,22,ADD,0x0001,
14398767,34,LIST,0x0001,
14399603,30,LIST,0x0001,
14404112,38,LIST,0x0001,
14407502,20,LIST,0x0001,
14503214,1,EOL,0x0026,
14891355,34,LIST,0x0014,
14892306,30,LIST,0x0026,
14893346,20,LIST,0x0022,
14896730,38,LIST,0x0014,
15133238,20,EOL,0x0026,
15282659,1,EOL,0x001e,
15401235,20,LIST,0x0026,
16857800,1,EOL,0x0022,
18283157,20,EOL,0x0022,
20829802,1,SUCCESS,0x0016,
23342317,22,CELL_ALLOC,0x0001,slot=15 ch=4 dir=Transmit
23355267,22,SUCCESS,0x0001,
23779758,1,CELL_ALLOC,0x0016,slot=15 ch=4 dir=Receive
23803736,1,EOL,0x0014,
24102722,34,EOL,0x0014,
24457323,34,ADD,0x0001,
24618465,38,ADD,0x0001,
24898021,38,EOL,0x0014,
26473900,1,CELL_ALLOC,0x0022,slot=6 ch=1 dir=Receive
26488002,1,SUCCESS,0x0022,
26642303,34,CELL_ALLOC,0x0001,slot=6 ch=1 dir=Transmit
27883654,1,CELL_ALLOC,0x0026,slot=1 ch=8 dir=Receive
27897675,1,SUCCESS,0x0026,
28067283,38,CELL_ALLOC,0x0001,slot=1 ch=8 dir=Transmit
31072853,20,ADD,0x0001,
31348881,1,CELL_ALLOC,0x0014,slot=14 ch=11 dir=Receive
31363139,1,SUCCESS,0x0014,
31532657,20,CELL_ALLOC,0x0001,slot=14 ch=11 dir=Transmit
41229042,30,ADD,0x0001,
41304587,1,SUCCESS,0x001e,
41447750,30,CELL_ALLOC,0x0001,slot=5 ch=12 dir=Transmit
41464041,30,SUCCESS,0x0001,
41594134,1,CELL_ALLOC,0x001e,slot=5 ch=12 dir=Receive
49841550,1,LIST,0x0014,
49932766,20,EOL,0x0001,
88205819,30,LIST,0x0026,
88208877,22,LIST,0x0001,
88208902,38,LIST,0x001e,
88318891,1,EOL,0x0016,
88993358,38,EOL,0x001e,
89788768,30,EOL,0x0026,
143483691,17,LIST,0x0016,
143654079,22,EOL,0x0011,
143846598,17,ADD,0x0016,
143970197,22,CELL_ALLOC,0x0011,slot=14 ch=13 dir=Receive
143984205,22,SUCCESS,0x0011,
144138593,17,CELL_ALLOC,0x0016,slot=14 ch=13 dir=Transmit
144888086,2,LIST,0x0016,
145380308,2,LIST,0x0011,
149009221,22,EOL,0x0002,
151844093,17,EOL,0x0002,
152034259,2,ADD,0x0016,
152160282,22,CELL_ALLOC,0x0002,slot=13 ch=0 dir=Receive
152174297,22,SUCCESS,0x0002,
152808506,2,CELL_ALLOC,0x0016,slot=13 ch=0 dir=Transmit
154630814,15,LIST,0x0026,
154679633,38,EOL,0x000f,
155126460,15,LIST,0x001e,
156404005,30,EOL,0x000f,
156604973,15,ADD,0x0026,
156721407,38,CELL_ALLOC,0x000f,slot=20 ch=12 dir=Receive
156735481,38,SUCCESS,0x000f,
156903773,15,CELL_ALLOC,0x0026,slot=20 ch=12 dir=Transmit
194875002,22,ADD,0x0011,
195025536,17,SUCCESS,0x0016,
195099378,22,CELL_ALLOC,0x0011,slot=16 ch=12 dir=Transmit
195112398,22,SUCCESS,0x0011,
195480145,17,CELL_ALLOC,0x0016,slot=16 ch=12 dir=Receive
203886274,17,LIST,0x0002,
203969235,2,EOL,0x0011,
221107193,1,LIST,0x0022,
221144546,34,EOL,0x0001,
244604648,23,LIST,0x0022,
245093747,23,LIST,0x0008,
246401508,8,LIST,0x0022,
246494729,34,EOL,0x0008,
246894025,8,LIST,0x0017,
246974977,23,EOL,0x0008,
251534640,34,EOL,0x0017,
252645019,8,EOL,0x0017,
253310126,23,ADD,0x0022,
254851408,34,CELL_ALLOC,0x0017,slot=5 ch=10 dir=Receive
254865660,34,SUCCESS,0x0017,
255019477,23,CELL_ALLOC,0x0022,slot=5 ch=10 dir=Transmit
255200102,8,ADD,0x0022,
255316082,34,CELL_ALLOC,0x0008,slot=3 ch=6 dir=Receive
255330298,34,SUCCESS,0x0008,
255499062,8,CELL_ALLOC,0x0022,slot=3 ch=6 dir=Transmit
258190206,34,LIST,0x0017,
258314957,23,EOL,0x0022,
260159838,12,LIST,0x0011,
260520165,17,EOL,0x000c,
260709502,12,ADD,0x0011,
260836142,17,CELL_ALLOC,0x000c,slot=13 ch=1 dir=Receive
260850153,17,SUCCESS,0x000c,
261010785,12,CELL_ALLOC,0x0011,slot=13 ch=1 dir=Transmit
262005837,22,LIST,0x0011,
262214666,17,EOL,0x0016,
291099475,38,LIST,0x000f,
291224766,15,EOL,0x0026,
295407769,18,LIST,0x000c,
295485111,12,EOL,0x0012,
295674581,18,ADD,0x000c,
295804733,12,CELL_ALLOC,0x0012,slot=12 ch=0 dir=Receive
295818740,12,SUCCESS,0x0012,
