sim_time_us,event,detail
2676432419,STATUS,tick=79
2686487396,STATUS,tick=80
2696541774,STATUS,tick=81
2706596446,STATUS,tick=82
2716651122,STATUS,tick=83
2726698016,STATUS,tick=84
2736752684,STATUS,tick=85
2746807843,STATUS,tick=86
2756863203,STATUS,tick=87
2766916764,STATUS,tick=88
2776963639,STATUS,tick=89
2787014584,STATUS,tick=90
2796156945,BOOT,
2806193259,STATUS,tick=1
2816201071,STATUS,tick=2
2826208884,STATUS,tick=3
2836216696,STATUS,tick=4
2846240134,STATUS,tick=5
2856263591,STATUS,tick=6
2866287009,STATUS,tick=7
2876310719,STATUS,tick=8
2886333884,STATUS,tick=9
2896357649,STATUS,tick=10
2906381037,STATUS,tick=11
2916404495,STATUS,tick=12
2926427913,STATUS,tick=13
2936451340,STATUS,tick=14
2946474797,STATUS,tick=15
2956498225,STATUS,tick=16
2966524621,STATUS,tick=17
2976552922,STATUS,tick=18
2986576350,STATUS,tick=19
2996611442,STATUS,tick=20
3006639305,STATUS,tick=21
3016662307,STATUS,tick=22
3026688943,STATUS,tick=23
3036716984,STATUS,tick=24
3046740416,STATUS,tick=25
3056775337,STATUS,tick=26
3066802916,STATUS,tick=27
3076826363,STATUS,tick=28
3083933337,BOOT,
3093969598,STATUS,tick=1
3103977411,STATUS,tick=2
3113985223,STATUS,tick=3
3123993036,STATUS,tick=4
3134000848,STATUS,tick=5
3144011632,STATUS,tick=6
3154024579,STATUS,tick=7
3164032098,STATUS,tick=8
3174039911,STATUS,tick=9
3184047863,STATUS,tick=10
3194055675,STATUS,tick=11
3204063508,STATUS,tick=12
3214071300,STATUS,tick=13
3224079113,STATUS,tick=14
3234087199,STATUS,tick=15
3244094738,STATUS,tick=16
3254102761,STATUS,tick=17
3264126136,STATUS,tick=18
3274149564,STATUS,tick=19
3284172992,STATUS,tick=20
3294196439,STATUS,tick=21
3304219877,STATUS,tick=22
3314243324,STATUS,tick=23
3324266781,STATUS,tick=24
3334294032,STATUS,tick=25
3344313617,STATUS,tick=26
3354338400,STATUS,tick=27
3364360525,STATUS,tick=28
3374383963,STATUS,tick=29
3384408043,STATUS,tick=30
3394430828,STATUS,tick=31
3399307285,BOOT,
3409343599,STATUS,tick=1
3419351411,STATUS,tick=2
3429359223,STATUS,tick=3
3439367036,STATUS,tick=4
3449374848,STATUS,tick=5
3459385630,STATUS,tick=6
3469398579,STATUS,tick=7
3479406098,STATUS,tick=8
3489413911,STATUS,tick=9
3499421863,STATUS,tick=10
3509429676,STATUS,tick=11
3519437508,STATUS,tick=12
3529445301,STATUS,tick=13
3539453113,STATUS,tick=14
3549461199,STATUS,tick=15
3559468739,STATUS,tick=16
3569476551,STATUS,tick=17
3579484407,STATUS,tick=18
3589492386,STATUS,tick=19
3599500117,STATUS,tick=20
