sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60285992,17,0,1966111,44566,1921545,0,0,1965562,1965562
60328244,35,0,1966111,44528,1921583,0,0,1965562,1965562
60367469,6,0,1966127,44511,1921616,0,0,1965578,1965578
60368839,26,0,1966111,44651,1921460,0,0,1965562,1965562
60369923,14,0,1966118,44528,1921590,0,0,1965569,1965569
60408882,40,0,1966111,44528,1921583,0,0,1965562,1965562
60413710,19,0,1966111,44528,1921583,0,0,1965562,1965562
60430095,33,0,1966111,44528,1921583,0,0,1965562,1965562
60430914,27,0,1966111,44528,1921583,0,0,1965562,1965562
60436965,42,0,1966041,39836,1926205,0,0,1965118,1965118
60481784,8,0,1966127,44986,1921141,0,0,1965578,1965578
60523687,32,0,1966111,44528,1921583,0,0,1965562,1965562
60526019,18,0,1966111,44528,1921583,0,0,1965562,1965562
60531485,29,0,1966111,44528,1921583,0,0,1965562,1965562
60541391,41,0,1966111,44528,1921583,0,0,1965562,1965562
60574499,16,0,1966111,44528,1921583,0,0,1965562,1965562
60574863,3,0,1966127,44511,1921616,0,0,1965578,1965578
60653867,37,0,1966111,44528,1921583,0,0,1965562,1965562
60705869,34,0,1966118,71934,1894184,0,6285,110719,117004
60711643,36,0,1966111,44528,1921583,0,0,1965562,1965562
60726838,38,0,1966118,82879,1883239,0,6253,110404,116657
60769712,21,0,1966111,44528,1921583,0,0,1965562,1965562
60794981,20,0,1966157,93316,1872841,0,6576,108553,115129
60797682,28,0,1966111,44652,1921459,0,0,1965562,1965562
60860328,24,0,1966111,45045,1921066,0,0,1965562,1965562
60867620,22,0,1966118,49586,1916532,0,5636,103709,109345
60874965,7,0,1966127,44511,1921616,0,0,1965578,1965578
60887105,31,0,1966111,44528,1921583,0,0,1965562,1965562
60914249,1,0,1966169,1966169,0,0,10341,101293,111634
60927728,10,0,1966118,44528,1921590,0,0,1965569,1965569
60931494,23,0,1966111,44995,1921116,0,0,1965562,1965562
60989185,12,0,1966118,44528,1921590,0,0,1965569,1965569
61008809,9,0,1966127,44966,1921161,0,0,1965578,1965578
61014922,2,0,1966127,44949,1921178,0,0,1965578,1965578
61026984,4,0,1966127,44511,1921616,0,0,1965578,1965578
61052047,5,0,1966127,44511,1921616,0,0,1965578,1965578
61054772,15,0,1966118,45114,1921004,0,0,1965569,1965569
61081726,13,0,1966118,44528,1921590,0,0,1965569,1965569
61122647,39,0,1966111,44528,1921583,0,0,1965562,1965562
61175550,30,0,1966118,70207,1895911,0,6614,84846,91460
61236462,11,0,1966118,44528,1921590,0,0,1965569,1965569
61253725,25,0,1966111,44528,1921583,0,0,1965562,1965562
120285990,17,1,1966080,50227,1915853,0,32,1966047,1966079
120328242,35,1,1966080,48427,1917653,0,32,1966047,1966079
120367467,6,1,1966080,48391,1917689,0,32,1966047,1966079
120368837,26,1,1966080,47197,1918883,0,32,1966047,1966079
120369921,14,1,1966080,48452,1917628,0,32,1966047,1966079
120408880,40,1,1966080,47751,1918329,0,32,1966047,1966079
120413708,19,1,1966080,48205,1917875,0,32,1966047,1966079
120430093,33,1,1966080,48435,1917645,0,32,1966047,1966079
120430912,27,1,1966080,47094,1918986,0,32,1966047,1966079
120436962,42,1,1966080,41514,1924566,0,0,1966080,1966080
120481782,8,1,1966080,47881,1918199,0,32,1966047,1966079
120523685,32,1,1966080,48187,1917893,0,32,1966047,1966079
120526017,18,1,1966080,48442,1917638,0,32,1966047,1966079
120531483,29,1,1966080,47098,1918982,0,32,1966047,1966079
120541389,41,1,1966080,47735,1918345,0,32,1966047,1966079
120574497,16,1,1966080,47748,1918332,0,32,1966047,1966079
120574861,3,1,1966080,47508,1918572,0,32,1966047,1966079
120653865,37,1,1966080,47099,1918981,0,32,1966047,1966079
120705874,34,1,1966080,48571,1917509,0,4043,54739,58782
120711641,36,1,1966080,46465,1919615,0,32,1966047,1966079
120726845,38,1,1966080,63329,1902751,0,4151,56152,60303
120769710,21,1,1966080,46464,1919616,0,32,1966047,1966079
120797680,28,1,1966080,47160,1918920,0,32,1966047,1966079
120795205,20,1,1966088,58013,1908075,0,3970,55432,59402
120860326,24,1,1966080,48738,1917342,0,32,1966047,1966079
120867626,22,1,1966080,46566,1919514,0,4223,54513,58736
120874963,7,1,1966080,46442,1919638,0,32,1966047,1966079
120887103,31,1,1966080,47772,1918308,0,32,1966047,1966079
120914991,1,1,1966104,1966104,0,0,8582,135446,144028
120927726,10,1,1966080,47092,1918988,0,32,1966047,1966079
120931492,23,1,1966080,47012,1919068,0,32,1966047,1966079
120989183,12,1,1966080,46464,1919616,0,32,1966047,1966079
121008807,9,1,1966080,47591,1918489,0,32,1966047,1966079
121014920,2,1,1966080,46882,1919198,0,32,1966047,1966079
121026982,4,1,1966080,46441,1919639,0,32,1966047,1966079
121052045,5,1,1966080,46442,1919638,0,32,1966047,1966079
121054770,15,1,1966080,47638,1918442,0,32,1966047,1966079
121081724,13,1,1966080,46464,1919616,0,32,1966047,1966079
121122645,39,1,1966080,46465,1919615,0,32,1966047,1966079
121175539,30,1,1966079,56550,1909529,0,4486,55165,59651
121236460,11,1,1966080,46464,1919616,0,32,1966047,1966079
121253723,25,1,1966080,46465,1919615,0,32,1966047,1966079
180286191,17,2,1966087,77587,1888500,0,4601,474584,479185
180328242,35,2,1966080,48586,1917494,0,67,1966013,1966080
180367467,6,2,1966080,50481,1915599,0,90,1965990,1966080
180368837,26,2,1966080,49418,1916662,0,101,1965978,1966079
180369921,14,2,1966080,48881,1917199,0,67,1966013,1966080
180408880,40,2,1966080,48301,1917779,0,78,1966001,1966079
180413708,19,2,1966080,49096,1916984,0,55,1966023,1966078
180430093,33,2,1966080,48117,1917963,0,67,1966013,1966080
180430912,27,2,1966080,49004,1917076,0,90,1965990,1966080
180436962,42,2,1966080,41551,1924529,0,0,1966080,1966080
180481782,8,2,1966080,49854,1916226,0,78,1966001,1966079
180523685,32,2,1966080,50302,1915778,0,78,1966001,1966079
180526017,18,2,1966080,51528,1914552,0,101,1965978,1966079
180531483,29,2,1966080,47711,1918369,0,43,1966035,1966078
180541389,41,2,1966080,48490,1917590,0,55,1966023,1966078
180574497,16,2,1966080,48758,1917322,0,55,1966023,1966078
180574861,3,2,1966080,48916,1917164,0,55,1966023,1966078
180653865,37,2,1966080,49573,1916507,0,101,1965978,1966079
180711641,36,2,1966080,46813,1919267,0,32,1966047,1966079
180705858,34,2,1966079,52993,1913086,0,3719,54648,58367
180727043,38,2,1966086,91311,1874775,0,5719,65879,71598
180769710,21,2,1966080,48753,1917327,0,67,1966013,1966080
180793753,20,2,1966032,62094,1903938,0,3771,54912,58683
180797680,28,2,1966080,48050,1918030,0,43,1966035,1966078
180860326,24,2,1966080,50200,1915880,0,113,1965966,1966079
180874963,7,2,1966080,49457,1916623,0,101,1965978,1966079
180867610,22,2,1966079,85802,1880277,0,7450,78764,86214
180887103,31,2,1966080,49187,1916893,0,55,1966023,1966078
180915583,1,2,1966099,1966099,0,0,8471,135779,144250
180927726,10,2,1966080,49911,1916169,0,113,1965966,1966079
180931492,23,2,1966080,48070,1918010,0,55,1966023,1966078
180989183,12,2,1966080,49158,1916922,0,101,1965978,1966079
181008807,9,2,1966080,50453,1915627,0,124,1965955,1966079
181015766,2,2,1966108,72383,1893725,0,5398,78557,83955
181026982,4,2,1966080,46793,1919287,0,32,1966047,1966079
181052045,5,2,1966080,46794,1919286,0,32,1966047,1966079
181054971,15,2,1966087,76017,1890070,0,4827,760678,765505
181081724,13,2,1966080,47638,1918442,0,43,1966035,1966078
181122645,39,2,1966080,49993,1916087,0,124,1965955,1966079
181175539,30,2,1966080,78998,1887082,0,3996,55743,59739
181236460,11,2,1966080,46817,1919263,0,32,1966047,1966079
181253723,25,2,1966080,46813,1919267,0,32,1966047,1966079
240286183,17,3,1966079,61927,1904152,0,4029,66013,70042
240328242,35,3,1966080,49489,1916591,0,90,1965990,1966080
240367823,6,3,1966091,50459,1915632,0,101,1965990,1966091
240368837,26,3,1966080,49154,1916926,0,101,1965978,1966079
240369921,14,3,1966080,46770,1919310,0,90,1965990,1966080
240408880,40,3,1966080,46206,1919874,0,90,1965990,1966080
240413708,19,3,1966080,49646,1916434,0,90,1965990,1966080
240430093,33,3,1966080,49607,1916473,0,78,1966001,1966079
240430912,27,3,1966080,49640,1916440,0,101,1965978,1966079
240436962,42,3,1966080,41535,1924545,0,0,1966080,1966080
240483732,8,3,1966088,45921,1920167,0,528,203847,204375
240523685,32,3,1966080,50043,1916037,0,101,1965978,1966079
240526373,18,3,1966091,51194,1914897,0,113,1965978,1966091
240531483,29,3,1966080,47781,1918299,0,67,1966013,1966080
240541389,41,3,1966080,48601,1917479,0,55,1966023,1966078
240574497,16,3,1966080,49244,1916836,0,101,1965978,1966079
240574861,3,3,1966080,48618,1917462,0,55,1966023,1966078
240654221,37,3,1966091,49946,1916145,0,113,1965978,1966091
240705858,34,3,1966080,52292,1913788,0,3029,54504,57533
240711641,36,3,1966080,46499,1919581,0,32,1966047,1966079
240726828,38,3,1966073,67160,1898913,0,5027,73441,78468
240769710,21,3,1966080,47096,1918984,0,67,1966013,1966080
240797680,28,3,1966080,47819,1918261,0,43,1966035,1966078
240793752,20,3,1966080,54399,1911681,0,3092,54495,57587
240860326,24,3,1966080,49999,1916081,0,124,1965955,1966079
240867610,22,3,1966080,77709,1888371,0,7057,92102,99159
240874963,7,3,1966080,48035,1918045,0,101,1965978,1966079
240887103,31,3,1966080,50683,1915397,0,124,1965955,1966079
240914256,1,3,1966037,1966037,0,0,7977,133650,141627
240927726,10,3,1966080,48948,1917132,0,124,1965955,1966079
240944492,23,3,1966506,43030,1923476,0,1177,189421,190598
240989183,12,3,1966080,48525,1917555,0,101,1965978,1966079
241009163,9,3,1966091,50407,1915684,0,124,1965967,1966091
241015758,2,3,1966080,60495,1905585,0,3904,54077,57981
241026982,4,3,1966080,46481,1919599,0,32,1966047,1966079
241052045,5,3,1966080,46482,1919598,0,32,1966047,1966079
241054963,15,3,1966079,52056,1914023,0,3907,53483,57390
241081724,13,3,1966080,46692,1919388,0,43,1966035,1966078
241122645,39,3,1966080,49391,1916689,0,124,1965955,1966079
241175539,30,3,1966080,55423,1910657,0,3074,54513,57587
241236460,11,3,1966080,46502,1919578,0,32,1966047,1966079
241253723,25,3,1966080,46498,1919582,0,32,1966047,1966079
300286183,17,4,1966080,87097,1878983,0,5461,83740,89201
300328242,35,4,1966080,49151,1916929,0,112,1965966,1966078
300367823,6,4,1966080,49971,1916109,0,112,1965966,1966078
300368837,26,4,1966080,49530,1916550,0,113,1965966,1966079
300369921,14,4,1966080,45426,1920654,0,113,1965967,1966080
300408880,40,4,1966080,44951,1921129,0,113,1965966,1966079
300413708,19,4,1966080,49149,1916931,0,124,1965955,1966079
300430093,33,4,1966080,48695,1917385,0,113,1965966,1966079
300430912,27,4,1966080,49163,1916917,0,113,1965966,1966079
300436962,42,4,1966080,41566,1924514,0,0,1966080,1966080
300481975,8,4,1966078,69731,1896347,0,5477,55945,61422
300523685,32,4,1966080,50310,1915770,0,113,1965966,1966079
300526218,18,4,1966076,62825,1903251,0,2343,1430373,1432716
300531483,29,4,1966080,47800,1918280,0,67,1966013,1966080
300541389,41,4,1966080,48220,1917860,0,55,1966023,1966078
300574497,16,4,1966080,48975,1917105,0,101,1965978,1966079
