sim_time_us,node_id,seq
11882834,29,0
11905787,13,0
11936040,22,0
12045077,21,0
12567146,30,0
12612445,14,0
25945284,29,1
26152211,13,1
26174457,22,1
27201300,21,1
27679693,30,1
28341512,14,1
41288550,13,2
41315059,22,2
41804659,29,2
42420050,21,2
42808732,30,2
43178932,14,2
55554175,13,3
56877569,22,3
57149727,29,3
57346442,14,3
57433722,30,3
58123174,21,3
71452642,13,4
71975848,14,4
72283828,22,4
72285314,30,4
73062482,29,4
73193527,21,4
85897925,13,5
86092994,14,5
86769669,30,5
87205684,22,5
87787228,21,5
88593755,29,5
101491427,14,6
101491685,13,6
101644654,30,6
101690078,22,6
103193487,21,6
103477565,29,6
115741674,13,7
116768178,22,7
117261842,30,7
117436739,14,7
117974738,21,7
119117154,29,7
130233904,13,8
131640895,14,8
132651016,22,8
132957209,30,8
133037277,21,8
134812522,29,8
145027201,13,9
147391104,22,9
147483620,14,9
147488410,30,9
148334112,21,9
148341837,6,0
149911136,29,9
160546512,13,10
161676045,30,10
162355175,14,10
162527080,22,10
162763717,6,1
164146742,21,10
164320420,29,10
175819935,13,11
176285425,30,11
176787155,6,2
176968130,14,11
177393351,22,11
178468857,29,11
179740493,21,11
190804325,13,12
191301069,30,12
191671279,14,12
192338676,22,12
192638747,6,3
193484529,29,12
193873325,21,12
205788447,14,13
206363544,30,13
206718372,13,13
207315194,22,13
207451227,6,4
208307973,7,0
208615512,21,13
209250111,29,13
209951606,28,0
220847934,30,14
221163685,13,14
221624380,14,14
222071541,22,14
223193405,6,5
224093269,7,1
224114471,29,14
224563777,21,14
225459417,28,1
235593377,13,15
235640009,14,15
235738549,30,15
236588632,22,15
238336049,29,15
238552799,6,6
238646506,7,2
239873305,21,15
240762310,28,2
249843419,13,16
251011103,22,16
251015171,20,0
251330761,14,16
251355767,30,16
252539216,29,16
252721982,7,3
254505924,6,7
254560855,21,16
255217239,28,3
264884267,13,17
265033949,22,17
265826949,20,1
266000769,36,0
266611256,8,0
267136982,30,17
267218144,14,17
267976674,29,17
268128241,7,4
268646855,6,8
270146927,28,4
270334263,21,17
279510507,22,18
280042773,13,18
280656955,36,1
280870714,20,2
280876239,8,1
281785434,30,18
282421255,14,18
282572783,7,5
282748087,6,9
283539170,29,18
284534720,28,5
285451440,21,18
294041794,22,19
295164149,20,3
295462935,37,0
296030878,13,19
296555393,36,2
296876239,8,2
296980732,30,19
297636680,29,19
297975942,14,19
297987582,7,6
298521665,6,10
298662537,28,6
301357700,21,19
309323963,22,20
310298842,37,1
310956692,20,4
311593398,13,20
311860383,36,3
312087196,8,3
312117341,29,20
312324506,30,20
313026679,7,7
313585342,14,20
313717271,28,7
314483774,6,11
315771752,21,20
324264787,22,21
324957182,27,0
325776964,20,5
326251957,37,2
326300921,29,21
326413690,13,21
326946561,8,4
327254731,30,21
327731468,36,4
327831346,7,8
328054067,14,21
328519481,6,12
329491308,28,8
331482689,21,21
339237069,22,22
339256361,35,0
340020328,27,1
340116826,9,0
340980090,20,6
341265805,13,22
341652224,37,3
341933862,30,22
342148549,29,22
342555946,8,5
342891350,36,5
343432894,7,9
343569697,14,22
343889104,28,9
343993851,6,13
346365492,21,22
353576857,35,1
354080819,22,23
354796464,9,1
354988381,27,2
355866810,13,23
356715802,20,7
356793232,30,23
356800596,16,0
356804794,29,23
356814457,37,4
357028778,8,6
357698660,7,10
357808603,36,6
358194696,14,23
358709552,28,10
359665727,6,14
362365512,21,23
367646483,35,2
368940229,22,24
369004026,27,3
370210623,9,2
370218419,13,24
370870745,20,8
371402128,16,1
371504204,30,24
371578266,29,24
371728529,37,5
372340470,36,7
372540321,8,7
372628371,7,11
372640459,14,24
373147087,28,11
373693575,6,15
377217065,21,24
383190199,22,25
383466776,35,3
383797429,27,4
383933533,23,0
385308224,20,9
385360647,15,0
385851161,9,3
385910420,30,25
386025384,37,6
386101185,13,25
386524143,36,8
386886553,29,25
386989312,19,0
387011483,16,2
387180936,8,8
388196293,7,12
388249384,14,25
388454904,28,12
389132180,6,16
391896733,21,25
397529266,35,4
398386814,27,5
398512132,23,1
399166771,22,26
400157527,15,1
400424710,37,7
400477251,13,26
400819769,17,0
400980230,20,10
401480737,30,26
401704046,9,4
401731426,19,1
401867893,36,9
402347441,16,3
402475177,28,13
402515732,29,26
402967612,8,9
403366572,14,26
404090327,6,17
404183035,7,13
407451430,21,26
413007637,27,6
413013651,35,5
413066354,23,2
413463637,22,27
415041039,37,8
415225969,17,1
415388222,26,0
415683345,20,11
415790340,15,2
415914751,13,27
416293232,30,27
416629864,19,2
416754121,29,27
416797721,36,10
416964301,9,5
417287677,28,14
417421255,14,27
417825505,16,4
418259186,8,10
419667410,7,14
420045107,6,18
423045190,21,27
427091786,35,6
427371073,23,3
427590558,27,7
428510553,22,28
430069901,31,0
430105482,13,28
430382248,17,2
430501967,37,9
430577206,20,12
430755378,26,1
431179918,12,0
431250614,9,6
431568629,30,28
431583018,19,3
431700219,15,3
432006432,28,15
432335483,29,28
432564674,36,11
432649816,8,11
432706806,16,5
432975967,14,28
434292424,7,15
435936810,6,19
437396739,21,28
441996026,23,4
442498042,35,7
443151132,22,29
443425876,27,8
444658822,37,10
444718378,13,29
444807648,31,1
445406342,38,0
445428289,9,7
445640031,17,3
445839624,20,13
445879175,30,29
445914217,12,1
445981446,19,4
446133251,28,16
446138171,26,2
446518247,29,29
446766912,15,4
446863046,16,6
446996002,14,29
447188874,8,12
448102408,36,12
448800227,7,16
451263853,6,20
452849868,21,29
456917916,23,5
