sim_time_us,node_id,event,peer,detail
11037602,30,LIST,0x0001,
11450319,14,LIST,0x0001,
11800522,1,EOL,0x000e,
11991440,14,ADD,0x0001,
13375434,1,EOL,0x001e,
14208703,29,ADD,0x0001,
14211291,22,ADD,0x0001,
14215200,13,LIST,0x0001,
14283463,21,ADD,0x0001,
14707858,13,LIST,0x0015,
15147082,30,ADD,0x0001,
15607653,1,SUCCESS,0x001d,
15749915,29,CELL_ALLOC,0x0001,slot=9 ch=12 dir=Transmit
15766720,29,SUCCESS,0x0001,
15939094,1,CELL_ALLOC,0x001d,slot=9 ch=12 dir=Receive
17477777,1,EOL,0x000d,
17785280,21,EOL,0x000d,
18250763,1,CELL_ALLOC,0x000e,slot=19 ch=8 dir=Receive
18264862,1,SUCCESS,0x000e,
18434387,14,CELL_ALLOC,0x0001,slot=19 ch=8 dir=Transmit
19049946,1,CELL_ALLOC,0x001e,slot=15 ch=4 dir=Receive
19063998,1,SUCCESS,0x001e,
19214691,30,CELL_ALLOC,0x0001,slot=15 ch=4 dir=Transmit
26483573,13,ADD,0x0001,
27081337,1,CELL_ALLOC,0x000d,slot=7 ch=11 dir=Receive
27124146,1,SUCCESS,0x000d,
27254662,13,CELL_ALLOC,0x0001,slot=7 ch=11 dir=Transmit
27912716,1,SUCCESS,0x0016,
28042010,22,CELL_ALLOC,0x0001,slot=20 ch=12 dir=Transmit
28054972,22,SUCCESS,0x0001,
28398402,1,CELL_ALLOC,0x0016,slot=20 ch=12 dir=Receive
38442840,30,LIST,0x001d,
38576374,29,EOL,0x001e,
40479835,21,ADD,0x0001,
49642987,1,LIST,0x000d,
49915475,13,EOL,0x0001,
61574346,14,LIST,0x000d,
61720330,13,EOL,0x000e,
69894784,21,ADD,0x0001,
86503276,21,ADD,0x0001,
88023006,22,LIST,0x0001,
88023631,29,LIST,0x0001,
88027806,13,LIST,0x000e,
88181330,14,EOL,0x000d,
88214968,1,EOL,0x0016,
88361172,1,EOL,0x001d,
115979848,21,ADD,0x0001,
136894514,6,LIST,0x000e,
139061646,14,EOL,0x0006,
139253634,6,ADD,0x000e,
139692850,14,CELL_ALLOC,0x0006,slot=17 ch=13 dir=Receive
139706886,14,SUCCESS,0x0006,
139860702,6,CELL_ALLOC,0x000e,slot=17 ch=13 dir=Transmit
199211393,28,LIST,0x001d,
199376663,29,EOL,0x001c,
199577033,28,ADD,0x001d,
199699539,29,CELL_ALLOC,0x001c,slot=5 ch=14 dir=Receive
199717657,29,SUCCESS,0x001c,
199875827,28,CELL_ALLOC,0x001d,slot=5 ch=14 dir=Transmit
207665262,7,LIST,0x0006,
207731732,6,EOL,0x0007,
207922613,7,ADD,0x0006,
208677880,6,CELL_ALLOC,0x0007,slot=16 ch=5 dir=Receive
208691943,6,SUCCESS,0x0007,
208846185,7,CELL_ALLOC,0x0006,slot=16 ch=5 dir=Transmit
220826919,1,LIST,0x000e,
220961919,14,EOL,0x0001,
227409102,6,LIST,0x0007,
227576767,7,EOL,0x0006,
233368246,30,LIST,0x0016,
233562120,22,EOL,0x001e,
241465925,6,ADD,0x0007,
241619912,7,SUCCESS,0x0006,
241885146,6,CELL_ALLOC,0x0007,slot=7 ch=8 dir=Transmit
241898125,6,SUCCESS,0x0007,
242096897,7,CELL_ALLOC,0x0006,slot=7 ch=8 dir=Receive
249095558,20,LIST,0x0015,
249146987,21,EOL,0x0014,
256621270,14,LIST,0x0016,
256872451,22,EOL,0x000e,
257108087,36,LIST,0x001c,
260018926,28,LIST,0x0014,
260171780,20,EOL,0x001c,
262194553,8,LIST,0x0007,
262227195,7,EOL,0x0008,
262416176,8,ADD,0x0007,
262543248,7,CELL_ALLOC,0x0008,slot=6 ch=4 dir=Receive
262557216,7,SUCCESS,0x0008,
262717756,8,CELL_ALLOC,0x0007,slot=6 ch=4 dir=Transmit
264582099,28,EOL,0x0024,
264782603,36,ADD,0x001c,
264898142,28,CELL_ALLOC,0x0024,slot=4 ch=14 dir=Receive
264912200,28,SUCCESS,0x0024,
266341472,36,CELL_ALLOC,0x001c,slot=4 ch=14 dir=Transmit
268719964,20,ADD,0x0015,
277026248,21,LIST,0x0001,
290913629,22,LIST,0x0015,
291207811,21,EOL,0x0016,
294631752,37,LIST,0x001d,
294822621,29,EOL,0x0025,
295145043,37,LIST,0x0024,
297192399,36,EOL,0x0025,
299271828,37,ADD,0x001d,
299722980,29,CELL_ALLOC,0x0025,slot=4 ch=1 dir=Receive
299737300,29,SUCCESS,0x0025,
299881869,37,CELL_ALLOC,0x001d,slot=4 ch=1 dir=Transmit
302211655,29,LIST,0x0015,
302382262,21,EOL,0x001d,
312321247,20,ADD,0x0015,
313062698,7,LIST,0x0008,
313092209,8,EOL,0x0007,
322340105,13,LIST,0x0001,
322696969,1,EOL,0x000d,
324080134,27,LIST,0x001c,
325228135,28,EOL,0x001b,
325420054,27,ADD,0x001c,
325859225,28,CELL_ALLOC,0x001b,slot=3 ch=6 dir=Receive
325873299,28,SUCCESS,0x001b,
328081954,27,CELL_ALLOC,0x001c,slot=3 ch=6 dir=Transmit
328885743,35,LIST,0x001b,
329322991,27,EOL,0x0023,
329378211,35,LIST,0x0024,
