sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
16581289,1,29,0,4539,4698455
18891722,1,14,0,6851,6279277
19776792,1,30,0,7734,7209646
25986167,1,29,1,0,40883
27966616,1,30,1,812,286923
28165836,1,13,0,16117,16260049
28674134,1,14,1,890,332622
28993719,1,22,0,16945,17057679
29425545,1,13,1,3132,3273334
29938499,1,22,1,3648,3764042
41710494,1,13,2,281,421944
41905735,1,22,2,476,590676
42051573,1,29,2,85,246914
43086745,1,30,2,804,278013
43469891,1,14,2,851,290959
55885468,1,13,3,187,331293
57051220,1,22,3,62,173651
57486984,1,29,3,179,337257
57577262,1,30,3,664,143540
57640430,1,14,3,859,293988
71635312,1,13,4,39,182670
72130409,1,14,4,718,154561
72381918,1,30,4,617,96604
72460414,1,22,4,62,176586
73236670,1,29,4,15,174188
86125284,1,13,5,85,227359
86305487,1,14,5,773,212493
86872054,1,30,5,625,102385
87265253,1,22,5,0,59569
88987214,1,29,5,234,393459
101677213,1,30,6,554,32559
101752380,1,14,6,812,260953
101764635,1,22,6,0,74557
101879131,1,13,6,242,387446
103792345,1,29,6,156,314780
116050960,1,13,7,171,309286
116875789,1,22,7,0,107611
117427351,1,30,7,687,165509
117495470,1,14,7,617,58731
119226896,1,29,7,0,109742
130541070,1,13,8,164,307166
131980986,1,14,8,906,340091
132941466,1,22,8,171,290450
133177438,1,30,8,742,220229
134977036,1,29,8,7,164514
145346162,1,13,9,179,318961
147430746,1,22,9,0,39642
147667414,1,30,9,703,179004
147735561,1,14,9,812,251941
148991396,1,6,0,992,649559
150103503,1,29,9,39,192367
160781146,1,13,10,93,234634
161842757,1,30,10,687,166712
162536360,1,14,10,750,181185
162866812,1,22,10,226,339732
163166524,1,6,1,742,402807
164587947,1,29,10,109,267527
176216570,1,13,11,257,396635
176647895,1,30,11,882,362470
177341503,1,14,11,937,373373
177668577,1,6,2,1210,881422
177681564,1,22,11,179,288213
178763092,1,29,11,132,294235
191021243,1,13,12,78,216918
191453003,1,30,12,671,151934
191835906,1,14,12,718,164627
192476764,1,22,12,23,138088
192776740,1,6,3,476,137993
193567615,1,29,12,0,83086
206011154,1,14,13,781,222707
206573148,1,30,13,734,209604
206774526,1,13,13,0,56154
207636805,1,22,13,210,321611
207905067,1,6,4,789,453840
209317592,1,29,13,0,67481
210112894,1,7,0,1851,1804921
210263431,1,28,0,375,311825
221063253,1,30,14,742,215319
221261361,1,13,14,0,97676
221756824,1,14,14,695,132444
222405377,1,22,14,226,333836
223646984,1,6,5,796,453579
224438387,1,29,14,171,323916
224591984,1,7,1,562,498715
225698538,1,28,1,304,239121
235751751,1,13,15,15,158374
235868335,1,30,15,656,129786
235931929,1,14,15,851,291920
236892414,1,22,15,187,303782
238613522,1,29,15,117,277473
238767117,1,6,6,554,214318
239397120,1,7,2,812,750614
241133694,1,28,2,445,371384
249926564,1,13,16,0,83145
251066950,1,22,16,0,55847
251618505,1,30,16,789,262738
251681912,1,14,16,914,351151
252788309,1,29,16,85,249093
253572234,1,7,3,906,850252
254832239,1,6,7,671,326315
255623787,1,28,3,468,406548
265049977,1,13,17,23,165710
265244907,1,22,17,93,210958
267368622,1,30,17,757,231640
267594189,1,36,0,1859,1593420
267747455,1,14,17,1093,529311
268070818,1,8,0,1867,1459562
268223473,1,29,17,85,246799
268692328,1,7,4,625,564087
269007338,1,6,8,703,360483
270743913,1,28,4,664,596986
279732727,1,22,18,109,222220
280166809,1,13,18,0,124036
281138964,1,36,1,750,482009
281858694,1,30,18,593,73260
281922703,1,8,1,1460,1046464
282563505,1,14,18,695,142250
282867432,1,6,9,460,119345
283497465,1,7,5,984,924682
283724825,1,29,18,23,185655
284919007,1,28,5,453,384287
294222581,1,22,19,62,180787
296232220,1,13,19,62,201342
297204109,1,36,2,921,648716
297293846,1,30,19,835,313114
297672825,1,8,2,1210,796586
297833719,1,29,19,39,197039
298313373,1,14,19,890,337431
298617695,1,6,10,437,96030
298932845,1,7,6,1000,945263
299094131,1,28,6,500,431594
300984460,1,37,0,5421,5521525
309657979,1,22,20,218,334016
310749177,1,37,1,351,450335
311667039,1,13,20,0,73641
312323826,1,29,20,46,206485
312413905,1,30,20,609,89399
312792946,1,8,3,1117,705750
313269495,1,36,3,1679,1409112
313737553,1,14,20,710,152211
313899236,1,28,7,250,181965
314052957,1,7,7,1085,1026278
314682539,1,6,11,539,198765
324465865,1,22,21,93,201078
326498931,1,29,21,39,198010
326787711,1,13,21,234,374021
327135747,1,37,2,789,883790
327534056,1,30,21,804,279325
328227667,1,14,21,734,173600
328389309,1,36,4,929,657841
328551284,1,8,4,2015,1604723
329173081,1,7,8,1398,1341735
329488093,1,6,12,1312,968612
329649329,1,28,8,226,158021
329964681,1,27,0,5546,5007499
339583634,1,22,22,234,346565
340359696,1,35,0,1093,1103335
341304731,1,27,1,1820,1284403
341592852,1,13,22,187,327047
341934465,1,37,3,187,282241
342024185,1,30,22,617,90323
342248726,1,29,22,0,100177
343509551,1,36,5,890,618201
344139450,1,28,9,312,250346
344292926,1,14,22,1281,723229
344616266,1,6,13,960,622415
344923188,1,7,9,1546,1490294
345553200,1,8,5,3414,2997254
346509367,1,9,0,6093,6392541
354219577,1,35,1,640,642720
354388327,1,22,23,195,307508
355479842,1,27,2,1031,491461
355947998,1,9,1,859,1151534
356082802,1,13,23,78,215992
356829276,1,30,23,562,36044
357054007,1,29,23,85,249213
357684593,1,37,4,773,870136
358314589,1,36,6,781,505986
358467878,1,14,23,835,273182
358791382,1,7,10,1140,1092722
358944697,1,28,10,296,235145
359413307,1,8,6,2804,2384529
360681679,1,6,14,1351,1015952
360988511,1,16,0,4796,4187915
369193435,1,22,24,140,253206
369339934,1,35,2,1687,1693451
369969973,1,27,3,1507,965947
370257490,1,13,24,0,39071
371634429,1,30,24,656,130225
371859533,1,29,24,117,281267
372013430,1,9,2,1515,1802807
372174700,1,37,5,351,446171
372651629,1,16,1,1843,1249501
372957994,1,14,24,882,317535
373119986,1,36,7,1054,779516
373440906,1,28,11,359,293819
373588552,1,7,11,1015,960181
374218414,1,8,7,2093,1678093
374533444,1,6,15,1179,839869
383368275,1,22,25,62,178076
384181931,1,27,4,929,384502
384313393,1,23,0,46,379860
384459769,1,35,3,984,992993
386124526,1,30,25,734,214106
386322917,1,13,25,78,221732
386349825,1,37,6,226,324441
386979098,1,29,25,0,92545
387133520,1,15,0,1812,1772873
