sim_time_us,node_id,dst
52273564,14,0x0001
52526903,30,0x0001
52587009,14,0x0001
53231992,22,0x0001
53352051,13,0x0001
53382289,29,0x0001
53834644,29,0x001e
54000215,22,0x001e
54299969,13,0x0001
54416923,30,0x0001
54476872,14,0x0001
54794464,14,0x0001
55242249,13,0x0001
55272355,29,0x0001
55436819,22,0x0001
55589860,29,0x0001
55873540,13,0x0001
55994472,30,0x0001
56307088,30,0x0001
56367037,14,0x0001
57013340,22,0x0001
57299687,13,0x0015
57327045,22,0x0001
57447266,13,0x0001
57465116,14,0x000d
57478232,29,0x0001
57567838,30,0x0001
57627815,14,0x0001
57792473,29,0x0001
58257052,14,0x0001
58512083,30,0x0001
59337097,13,0x0001
59367333,29,0x0001
59531857,22,0x0001
60401946,30,0x0001
60461918,14,0x0001
61230327,13,0x0001
61257496,29,0x0001
61422075,22,0x0001
61542321,13,0x0001
61707588,14,0x000d
61740057,22,0x0001
62204908,29,0x0001
62352082,14,0x0001
62607128,30,0x0001
63282626,13,0x000e
63312092,22,0x0001
63432317,13,0x0001
63462516,29,0x0001
64244328,14,0x0001
64496978,30,0x0001
64557104,14,0x0001
65129515,30,0x0001
65322141,13,0x0001
65352380,29,0x0001
65516897,22,0x0001
65640197,13,0x0001
66387143,30,0x0001
66447116,14,0x0001
67242395,29,0x0001
67406941,22,0x0001
67527183,13,0x0001
68336993,14,0x0001
68592011,30,0x0001
69297139,22,0x0001
69417204,13,0x0001
69449816,29,0x0001
69762594,29,0x0001
70482025,30,0x0001
70542023,14,0x0001
70874849,22,0x0001
71307388,13,0x0001
71337581,29,0x0001
71502130,22,0x0001
71623817,13,0x0001
72059415,30,0x0001
72117772,14,0x0001
72372959,30,0x0001
72432161,14,0x0001
72447690,22,0x0001
72687215,30,0x0001
73228207,29,0x0001
73392148,22,0x0001
73512231,13,0x0001
73542595,29,0x0001
73830422,13,0x0001
74322180,14,0x0001
74577209,30,0x0001
75402426,13,0x0001
75432610,29,0x0001
75597163,22,0x0001
75899601,14,0x0001
76064993,29,0x0001
76467251,30,0x0001
76527219,14,0x0001
77292443,13,0x0001
77322623,29,0x0001
77487177,22,0x0001
78417235,14,0x0001
78672265,30,0x0001
79377193,22,0x0001
79497459,13,0x0001
79527666,29,0x0001
80249632,30,0x0001
80307225,14,0x0001
80562255,30,0x0001
81387475,13,0x0001
81417682,29,0x0001
81582215,22,0x0001
82215215,22,0x0001
82452280,30,0x0001
82512264,14,0x0001
83307668,29,0x0001
83459628,14,0x0001
83472223,22,0x0001
83592465,13,0x0001
83625021,29,0x0001
84402280,14,0x0001
84657309,30,0x0001
85170513,13,0x0001
85362237,22,0x0001
85482504,13,0x0001
85512714,29,0x0001
85649890,30,0x001d
86113696,13,0x0001
86298261,14,0x0001
86547173,30,0x0001
86607299,14,0x0001
86863066,30,0x0001
87252832,22,0x0001
87372551,13,0x0001
87402574,29,0x0001
87567254,22,0x0001
87854909,22,0x001e
87892054,22,0x0001
88167966,13,0x000e
88197782,22,0x0001
88348315,29,0x0001
88437314,30,0x0001
88497316,14,0x0001
88665096,29,0x0001
88978491,29,0x0001
89457269,22,0x0001
89577511,13,0x0001
89607743,29,0x0001
89759679,14,0x0001
89908238,14,0x000d
90387326,14,0x0001
90642356,30,0x0001
90853784,1,0x001d
90959745,30,0x0001
91168812,1,0x0016
91467529,13,0x0001
91497756,29,0x0001
91662302,22,0x0001
91980316,22,0x0001
92532225,30,0x0001
92592196,14,0x0001
93357384,13,0x0001
93387621,29,0x0001
93552119,22,0x0001
94482357,14,0x0001
94650138,29,0x0001
94737387,30,0x0001
95442105,22,0x0001
95562399,13,0x0001
95592669,29,0x0001
95684600,30,0x0001
96195596,13,0x0001
96372221,14,0x0001
96627407,30,0x0001
97452573,13,0x0001
97482805,29,0x0001
97647358,22,0x0001
98517419,30,0x0001
98577367,14,0x0001
98894774,14,0x0001
99372820,29,0x0001
99537349,22,0x0001
99657590,13,0x0001
100467380,14,0x0001
100722411,30,0x0001
101427367,22,0x0001
101547614,13,0x0001
101580219,29,0x0001
101668184,30,0x0001
101728150,14,0x0001
101745511,22,0x0001
101864029,13,0x0001
101974415,29,0x0001
102612423,30,0x0001
102672396,14,0x0001
102690373,22,0x0001
103437618,13,0x0001
103467878,29,0x0001
103632405,22,0x0001
103783594,29,0x0001
103874877,30,0x0001
104502464,30,0x0001
104562436,14,0x0001
105330393,13,0x0001
105522208,22,0x0001
105642634,13,0x0001
105672692,29,0x0001
106452275,14,0x0001
106707304,30,0x0001
107070088,13,0x0015
107532651,13,0x0001
107562883,29,0x0001
107727439,22,0x0001
108597321,30,0x0001
108657305,14,0x0001
108825123,29,0x0001
109289859,14,0x0001
109422484,13,0x0001
109452872,29,0x0001
109617239,22,0x0001
110547458,14,0x0001
110565437,22,0x0001
110802489,30,0x0001
111507255,22,0x0001
111627498,13,0x0001
111657754,29,0x0001
111749758,30,0x0001
112437321,14,0x0001
112692506,30,0x0001
113517702,13,0x0001
113547905,29,0x0001
113712458,22,0x0001
114582518,30,0x0001
114642489,14,0x0001
114959904,14,0x0001
115437919,29,0x0001
115602499,22,0x0001
115722740,13,0x0001
116039115,13,0x0001
116355753,13,0x0001
116532506,14,0x0001
116787564,30,0x0001
116863804,22,0x0001
117418304,30,0x0001
117478274,14,0x0001
117492515,22,0x0001
117612754,13,0x0001
117642936,29,0x0001
117734984,30,0x0001
118125356,22,0x0001
118677399,30,0x0001
118737396,14,0x0001
118905233,29,0x0001
119218713,29,0x0001
119502562,13,0x0001
119532955,29,0x0001
119697505,22,0x0001
120567567,30,0x0001
120627536,14,0x0001
121410294,30,0x001d
121587332,22,0x0001
121707602,13,0x0001
121737811,29,0x0001
122340798,13,0x0001
122517398,14,0x0001
122772452,30,0x0001
122991081,29,0x001e
123000390,29,0x0001
123597799,13,0x0001
123627981,29,0x0001
123792536,22,0x0001
124117168,22,0x0001
124722592,14,0x0001
124977472,30,0x0001
125487632,13,0x0001
125682339,22,0x0001
125832873,29,0x0001
125984872,14,0x0001
126612608,14,0x0001
126867636,30,0x0001
127559327,14,0x0001
127572583,22,0x0001
127692838,13,0x0001
127727417,29,0x0001
128010840,13,0x0001
128040431,29,0x0001
128502597,14,0x0001
128757627,30,0x0001
128984758,29,0x0001
129074312,30,0x0001
129390073,30,0x0001
129582848,13,0x0001
129613054,29,0x0001
129777582,22,0x0001
129900155,13,0x0001
130529250,13,0x0001
130707640,14,0x0001
130724892,22,0x0001
130962675,30,0x0001
131667598,22,0x0001
131787843,13,0x0001
131818069,29,0x0001
131968406,14,0x0001
132135437,29,0x0001
132597653,14,0x0001
132852689,30,0x0001
132929068,22,0x0001
133168424,30,0x0001
133557612,22,0x0001
133677879,13,0x0001
133695689,14,0x000d
133708085,29,0x0001
133860051,14,0x0001
134742702,30,0x0001
134802670,14,0x0001
134968853,29,0x0001
135135643,22,0x0001
135375115,30,0x0001
135567893,13,0x0001
135598099,29,0x0001
135762628,22,0x0001
135885904,13,0x0001
136692685,14,0x0001
136947715,30,0x0001
137652668,22,0x0001
137772886,13,0x0001
137803117,29,0x0001
138582705,14,0x0001
138732975,6,0x000e
138837731,30,0x0001
139048766,6,0x000e
139198066,14,0x0006
139364886,6,0x000e
139515330,22,0x001e
139529420,14,0x0001
139662900,13,0x0001
139691256,6,0x000e
139693133,29,0x0001
139828119,14,0x0006
139857662,22,0x0001
140130545,6,0x000e
140161761,14,0x0001
140325513,29,0x0001
140445377,6,0x000e
140475416,14,0x0001
140757682,6,0x000e
140787702,14,0x0001
141042724,30,0x0001
141072746,6,0x000e
141387729,6,0x000e
141552942,13,0x0001
141702685,6,0x000e
141747679,22,0x0001
141898122,29,0x0001
142050205,14,0x0001
142500978,13,0x0001
142677740,14,0x0001
142695685,22,0x0001
142935148,30,0x0001
142962717,6,0x000e
143247754,30,0x0001
143637690,22,0x0001
143757937,13,0x0001
143788015,29,0x0001
144822631,30,0x0001
144852526,6,0x000e
144882748,14,0x0001
145050555,29,0x0001
145334367,13,0x0001
145485704,6,0x000e
145515423,14,0x0001
145647947,13,0x0001
145678179,29,0x0001
145842732,22,0x0001
146772747,14,0x0001
147027775,30,0x0001
147057747,6,0x000e
147418293,22,0x0001
147658410,30,0x0001
147718367,14,0x0001
147732722,22,0x0001
147852783,13,0x0001
147883019,29,0x0001
148634383,6,0x000e
148662765,14,0x0001
148917808,30,0x0001
148947587,6,0x000e
148978839,14,0x0001
149622739,22,0x0001
149742979,13,0x0001
149773186,29,0x0001
150061014,13,0x0001
150088951,29,0x0001
150807804,30,0x0001
150837778,6,0x000e
150867778,14,0x0001
151633000,13,0x0001
151663076,29,0x0001
151815286,14,0x0001
151830760,22,0x0001
152142758,22,0x0001
152610613,29,0x0001
152757795,14,0x0001
153012679,30,0x0001
153042796,6,0x000e
153330284,30,0x0001
153717794,22,0x0001
153838010,13,0x0001
153868217,29,0x0001
154620773,6,0x000e
154647813,14,0x0001
154902831,30,0x0001
154932813,6,0x000e
154965525,14,0x0001
155101052,13,0x0001
155727861,13,0x0001
155758080,29,0x0001
155910165,14,0x0001
155922599,22,0x0001
156210456,13,0x0015
156792701,30,0x0001
156822829,6,0x000e
156852824,14,0x0001
157618067,13,0x0001
157812828,22,0x0001
157963250,29,0x0001
158742839,14,0x0001
158997893,30,0x0001
159027660,6,0x000e
159075813,22,0x0001
159702841,22,0x0001
159823057,13,0x0001
159853265,29,0x0001
160769493,13,0x0001
160800709,29,0x0001
160887883,30,0x0001
160917891,6,0x000e
160947857,14,0x0001
161520325,30,0x0001
161713077,13,0x0001
161743281,29,0x0001
161833650,30,0x0001
161907832,22,0x0001
162523654,14,0x0001
162817938,6,0x000e
162837869,14,0x0001
162854160,22,0x0001
163092904,30,0x0001
163122886,6,0x000e
163158448,14,0x0001
163800852,22,0x0001
163917936,13,0x0001
163948142,29,0x0001
164112672,22,0x0001
164236121,13,0x0001
164579069,29,0x0001
164727757,14,0x0001
164982755,30,0x0001
165012869,6,0x000e
165645859,6,0x000e
165675604,14,0x0001
165687885,22,0x0001
165808126,13,0x0001
165838310,29,0x0001
165975487,30,0x001d
166872928,30,0x0001
166902721,6,0x000e
166932929,14,0x0001
167250406,14,0x0001
167698120,13,0x0001
167728346,29,0x0001
167892895,22,0x0001
168360599,29,0x0001
168525745,22,0x0001
168822770,14,0x0001
169077787,30,0x0001
169107894,6,0x000e
169395415,30,0x0001
169782892,22,0x0001
169902976,13,0x0001
169933366,29,0x0001
170967962,30,0x0001
170997944,6,0x000e
171027960,14,0x0001
171793180,13,0x0001
171823357,29,0x0001
171987912,22,0x0001
172114946,13,0x0001
172260768,6,0x000e
172290627,14,0x0001
172857969,30,0x0001
172887922,6,0x000e
172917975,14,0x0001
173683193,13,0x0001
173877926,22,0x0001
174028398,29,0x0001
174807987,14,0x0001
175063010,30,0x0001
175092955,6,0x000e
175455955,22,0x0001
175767944,22,0x0001
175888205,13,0x0001
175918412,29,0x0001
176204582,13,0x0001
176325469,30,0x0001
176638765,30,0x0001
176953026,30,0x0001
176984412,6,0x000e
177013006,14,0x0001
177297960,6,0x000e
177328761,14,0x0001
177630604,22,0x001e
177644084,14,0x0001
177659274,22,0x0001
177778228,13,0x0001
177808426,29,0x0001
177960490,14,0x0001
177972980,22,0x0001
178754197,29,0x0001
178903021,14,0x0001
179070836,29,0x0001
179158042,30,0x0001
179187974,6,0x000e
179862971,22,0x0001
179983212,13,0x0001
180013448,29,0x0001
180793035,14,0x0001
181048057,30,0x0001
181077806,6,0x000e
181561139,13,0x0001
181752831,22,0x0001
181873253,13,0x0001
181903309,29,0x0001
182937919,30,0x0001
182968037,6,0x000e
182997898,14,0x0001
183763265,13,0x0001
183795912,29,0x0001
183915866,6,0x000e
183945751,14,0x0001
183958002,22,0x0001
184108498,29,0x0001
184560668,29,0x001e
184591009,22,0x0001
184888071,14,0x0001
185143090,30,0x0001
185172838,6,0x000e
185847806,22,0x0001
185968089,13,0x0001
185998338,29,0x0001
186436152,6,0x000e
186550927,14,0x0001
187032986,30,0x0001
187062916,6,0x000e
187093058,14,0x0001
187665610,30,0x0001
187858294,13,0x0001
187888505,29,0x0001
188053034,22,0x0001
188520981,29,0x0001
188923118,30,0x0001
188953078,6,0x000e
188983075,14,0x0001
189121318,13,0x0001
189586045,6,0x000e
189615767,14,0x0001
189748317,13,0x0001
189943048,22,0x0001
190093346,29,0x0001
190872961,14,0x0001
191009509,13,0x0001
191127983,30,0x0001
191157884,6,0x000e
191443877,30,0x0001
191818860,14,0x0001
191832882,22,0x0001
191953306,13,0x0001
191983539,29,0x0001
192464391,22,0x0001
192734745,6,0x000e
192764170,14,0x0001
193018150,30,0x0001
193048078,6,0x000e
193078105,14,0x0001
193559312,29,0x0001
193726091,22,0x0001
193843325,13,0x0001
193873551,29,0x0001
194038105,22,0x0001
194910465,30,0x0001
194967986,14,0x0001
195223143,30,0x0001
195253125,6,0x000e
195450884,29,0x0001
195927886,22,0x0001
196048174,13,0x0001
196078544,29,0x0001
196681374,13,0x0001
196843035,28,0x001d
196858104,14,0x0001
197113158,30,0x0001
197143108,6,0x000e
197159992,28,0x001d
197340290,29,0x0001
197461105,6,0x000e
197499518,14,0x0001
197805679,14,0x0001
197818132,22,0x0001
197938379,13,0x0001
197968598,29,0x0001
198418289,28,0x001d
199003186,30,0x0001
199033152,6,0x000e
199063152,14,0x0001
199363868,28,0x001d
199528604,29,0x001c
199678947,28,0x001d
199828366,13,0x0001
199843629,29,0x001c
199874852,29,0x0001
200023153,22,0x0001
200116097,28,0x001d
200176472,29,0x0001
200428560,28,0x001d
200580683,30,0x0001
200743560,28,0x001d
200953168,14,0x0001
201208189,30,0x0001
201237988,6,0x000e
201286140,22,0x0001
201913169,22,0x0001
202033390,13,0x0001
202063654,29,0x0001
202201570,14,0x000d
202318562,28,0x001d
202507336,6,0x000e
202625579,14,0x0001
203098207,30,0x0001
203128181,6,0x000e
203164876,14,0x0001
203611427,13,0x0001
203923397,13,0x0001
203953667,29,0x0001
204118182,22,0x0001
204208628,28,0x001d
204988216,30,0x0001
205018195,6,0x000e
205048211,14,0x0001
205365672,14,0x0001
205813414,13,0x0001
205993968,14,0x0001
206008200,22,0x0001
206158682,29,0x0001
206413599,28,0x001d
206476254,29,0x0001
206564019,30,0x0001
206608041,7,0x0006
206759820,13,0x0001
206924939,7,0x0006
206938213,14,0x0001
207193236,30,0x0001
207225358,6,0x000e
207539869,6,0x000e
207569926,14,0x0001
207584507,22,0x0001
207719194,7,0x0006
207853197,6,0x000e
207868776,6,0x0007
207884291,14,0x0001
207898213,22,0x0001
208018429,13,0x0001
208048698,29,0x0001
208216193,22,0x0001
208303614,28,0x001d
208664496,7,0x0006
208813809,6,0x0007
209083104,30,0x0001
209100702,7,0x0006
209121493,6,0x000e
209143231,14,0x0001
209309344,29,0x0001
209414380,7,0x0006
209438482,6,0x000e
209460980,14,0x0001
209565814,28,0x001d
209626504,29,0x0001
209728381,7,0x0006
209745165,6,0x000e
209760858,30,0x001d
209775708,14,0x0001
209908449,13,0x0001
209938724,29,0x0001
210043360,7,0x0006
210089334,14,0x0001
210103205,22,0x0001
210194606,28,0x001d
210254779,29,0x0001
210358357,7,0x0006
210508633,28,0x001d
210975739,30,0x0001
211033244,14,0x0001
211288267,30,0x0001
211318040,6,0x000e
211993245,22,0x0001
212113493,13,0x0001
212143732,29,0x0001
212248192,7,0x0006
212266237,6,0x000e
212295998,14,0x0001
212398644,28,0x001d
212923257,14,0x0001
213178160,30,0x0001
213208268,6,0x000e
213691366,13,0x0001
213721094,29,0x0001
213825796,7,0x0006
213883078,22,0x0001
214003501,13,0x0001
214033745,29,0x0001
214156378,6,0x000e
214185804,14,0x0001
214288478,28,0x001d
214453258,7,0x0006
215068301,30,0x0001
215098123,6,0x000e
215128299,14,0x0001
215893491,13,0x0001
215923761,29,0x0001
216088252,22,0x0001
216178675,28,0x001d
216343274,7,0x0006
217018290,14,0x0001
217273339,30,0x0001
217303269,6,0x000e
217335764,14,0x0001
217978273,22,0x0001
218098532,13,0x0001
218128801,29,0x0001
218233268,7,0x0006
218383692,28,0x001d
218926277,22,0x0001
219163329,30,0x0001
219193283,6,0x000e
219223333,14,0x0001
219988559,13,0x0001
220018810,29,0x0001
220114391,30,0x0001
220183289,22,0x0001
220276019,28,0x001d
220336542,29,0x0001
220438457,7,0x0006
220588738,28,0x001d
220755865,7,0x0006
220949357,1,0x000e
221054123,30,0x0001
221099443,6,0x000e
221113350,14,0x0001
221249936,13,0x0001
221368374,30,0x0001
221401451,6,0x000e
221428880,14,0x0001
221713149,6,0x000e
221744092,14,0x0001
221878563,13,0x0001
222061035,14,0x0001
222089651,22,0x0001
222223836,29,0x0001
222328323,7,0x0006
222376087,14,0x0001
222389621,22,0x0001
222478747,28,0x001d
223003210,14,0x0001
223171192,29,0x0001
223258232,30,0x0001
223288314,6,0x000e
223320812,14,0x0001
223605004,6,0x000e
223634429,14,0x0001
223963101,22,0x0001
224086476,13,0x0001
224128212,29,0x0001
224219529,7,0x0006
224368758,28,0x001d
224398565,13,0x0001
224433060,29,0x0001
224533473,7,0x0006
224550282,6,0x000e
224579419,14,0x0001
225148400,30,0x0001
225178361,6,0x000e
225208377,14,0x0001
225629629,28,0x001d
225689874,29,0x0001
225973594,13,0x0001
226003864,29,0x0001
226168330,22,0x0001
226258752,28,0x001d
226423352,7,0x0006
227098396,14,0x0001
227353420,30,0x0001
227383165,6,0x000e
227521226,28,0x001d
227564429,6,0x0007
227581413,29,0x0001
227683915,7,0x0006
227866480,13,0x0001
227985743,30,0x0001
228000781,7,0x0006
228058133,22,0x0001
228178606,13,0x0001
228208879,29,0x0001
228313518,7,0x0006
228334816,6,0x000e
228360914,14,0x0001
228463644,28,0x001d
228646241,6,0x000e
228676153,14,0x0001
228988407,14,0x0001
229243431,30,0x0001
229273391,6,0x000e
229321497,22,0x0001
229948360,22,0x0001
230068627,13,0x0001
230098895,29,0x0001
230353810,28,0x001d
230518510,7,0x0006
231046381,29,0x0001
231133453,30,0x0001
231163380,6,0x000e
231193428,14,0x0001
231931061,28,0x001d
231958640,13,0x0001
231991626,29,0x0001
232153380,22,0x0001
232243801,28,0x001d
232303917,29,0x0001
232408530,7,0x0006
233083445,14,0x0001
233338462,30,0x0001
233368212,6,0x000e
233400953,14,0x0001
233416389,22,0x0001
233549349,30,0x0016
233698902,22,0x001e
234043397,22,0x0001
234163633,13,0x0001
234193927,29,0x0001
234298387,7,0x0006
234448842,28,0x001d
235228479,30,0x0001
235258417,6,0x000e
235288438,14,0x0001
235560832,7,0x0006
235740068,13,0x0001
235859246,30,0x0001
235891699,6,0x000e
235919226,14,0x0001
236053648,13,0x0001
236083943,29,0x0001
236236132,14,0x0001
236248434,22,0x0001
236338678,28,0x001d
236503557,7,0x0006
236879736,22,0x0001
237120941,30,0x0001
237148423,6,0x000e
237178450,14,0x0001
237433475,30,0x0001
237646465,6,0x0007
237943687,13,0x0001
238138444,22,0x0001
238261701,13,0x0001
238288933,29,0x0001
238393571,7,0x0006
238543871,28,0x001d
238604700,29,0x0001
238709582,7,0x0006
238731584,6,0x000e
238754553,14,0x0001
239040369,6,0x000e
239068489,14,0x0001
239236438,29,0x0001
239323498,30,0x0001
239353465,6,0x000e
239384536,14,0x0001
239671589,6,0x000e
239701302,14,0x0001
240028443,22,0x0001
240121324,28,0x001d
240148681,13,0x0001
240178974,29,0x0001
240433889,28,0x001d
240544041,29,0x0001
240598589,7,0x0006
240661448,22,0x0001
241064929,28,0x001d
241125024,29,0x0001
241220312,30,0x0001
241243493,6,0x000e
241273892,14,0x0001
241574076,6,0x0007
241859047,7,0x0006
241906018,14,0x0001
242038695,13,0x0001
242039832,6,0x0007
242068990,29,0x0001
242233484,22,0x0001
242323720,28,0x001d
242488609,7,0x0006
243163345,14,0x0001
243418368,30,0x0001
243448312,6,0x000e
243928523,13,0x0001
244096133,13,0x0015
244123255,22,0x0001
244273827,29,0x0001
244378623,7,0x0006
244528940,28,0x001d
245026497,6,0x000e
245053507,14,0x0001
245308530,30,0x0001
245338538,6,0x000e
245371256,14,0x0001
245668329,20,0x0015
245956074,7,0x0006
246013483,22,0x0001
246133725,13,0x0001
246163993,29,0x0001
246286784,6,0x000e
246316257,14,0x0001
246418940,28,0x001d
246583637,7,0x0006
246886015,30,0x0001
247198545,30,0x0001
247228525,6,0x000e
247243546,20,0x0015
247258527,14,0x0001
247396767,13,0x0001
247560232,20,0x0015
247576059,14,0x0001
248023762,13,0x0001
248054032,29,0x0001
248218525,22,0x0001
248308772,28,0x001d
248473652,7,0x0006
248851517,22,0x0001
249134128,20,0x0015
249148538,14,0x0001
249256379,28,0x001d
249316759,29,0x0001
249403584,30,0x0001
249433571,6,0x000e
249915155,13,0x0001
250108540,22,0x0001
250228757,13,0x0001
250259037,29,0x0001
250363515,7,0x0006
250513973,28,0x001d
250891534,29,0x0001
251054985,22,0x0001
251188772,20,0x0015
251296049,30,0x0001
251323556,6,0x000e
251353556,14,0x0001
251609369,30,0x0001
251669352,14,0x0001
251923610,30,0x0001
252118771,13,0x0001
252149042,29,0x0001
252386203,22,0x0001
252404021,28,0x001d
252436807,13,0x0001
252568685,7,0x0006
252586836,6,0x000e
252616284,14,0x0001
252779832,29,0x0001
252884717,7,0x0006
253183596,30,0x0001
253215505,6,0x000e
253243571,14,0x0001
253394019,20,0x0015
253528584,6,0x000e
253559671,14,0x0001
253831107,7,0x0006
254008785,13,0x0001
254161725,6,0x000e
254191290,14,0x0001
254203542,22,0x0001
254354057,29,0x0001
254458516,7,0x0006
254608984,28,0x001d
254790220,6,0x000e
254819652,14,0x0001
255133588,14,0x0001
255388607,30,0x0001
255418586,6,0x000e
255433651,20,0x0015
255555024,28,0x001d
255615160,29,0x0001
255721254,7,0x0006
255931541,29,0x0001
256093587,22,0x0001
256213806,13,0x0001
256244072,29,0x0001
256498994,28,0x001d
256663746,7,0x0006
256711154,14,0x0001
256859713,14,0x0016
257009131,22,0x000e
257278624,30,0x0001
257308603,6,0x000e
257323619,20,0x0015
257338605,14,0x0001
257489080,8,0x0007
258076629,28,0x001d
258103841,13,0x0001
258134086,29,0x0001
258298585,22,0x0001
258388833,28,0x001d
258436804,22,0x001e
258451833,29,0x0001
258553583,7,0x0006
258901234,29,0x001e
259064124,8,0x0007
259213694,20,0x0015
259228618,14,0x0001
259381014,8,0x0007
259483643,30,0x0001
259500453,7,0x0006
259555473,6,0x000e
259815944,7,0x0006
259839139,6,0x000e
259993834,13,0x0001
260146891,6,0x000e
260159340,28,0x0014
260184622,14,0x0001
260188619,22,0x0001
260324324,20,0x001c
260339123,29,0x0001
260443750,7,0x0006
260491318,14,0x0001
260594026,28,0x001d
260821742,22,0x0001
260954284,8,0x0007
261118634,14,0x0001
261269091,20,0x0015
261286609,29,0x0001
261373656,30,0x0001
261403644,6,0x000e
262006133,30,0x0001
262078635,22,0x0001
262198876,13,0x0001
262214655,8,0x0007
262229120,29,0x0001
262364404,7,0x0008
262484045,28,0x001d
262530001,8,0x0007
262648797,7,0x0006
262679337,7,0x0008
262801510,28,0x001d
262816575,8,0x0007
262831884,13,0x0001
262861859,29,0x0001
262966485,7,0x0006
263129121,8,0x0007
263263669,30,0x0001
263296917,6,0x000e
263323676,14,0x0001
263444165,8,0x0007
263474081,20,0x0015
263608659,6,0x000e
263655218,14,0x0001
263938679,36,0x001c
263956216,14,0x0001
264088863,13,0x0001
264119131,29,0x0001
264241779,6,0x000e
264255614,36,0x001c
264271463,14,0x0001
264283624,22,0x0001
264375773,28,0x001d
264538809,7,0x0006
264569482,36,0x001c
264689069,28,0x001d
264734754,28,0x0024
264750817,29,0x0001
264884541,36,0x001c
265019159,8,0x0007
265035295,13,0x0001
265213675,14,0x0001
265231614,22,0x0001
