sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
25985136,1,34,0,-1,13655752
28497498,1,34,1,-1,247664
31569916,1,22,0,-1,19223323
32824889,1,22,1,-1,4908010
37315132,1,38,0,-1,25556792
38571468,1,38,1,-1,12750679
40777109,1,38,2,-1,292258
43533657,1,22,2,-1,288653
44249667,1,34,2,-1,140435
56208215,1,38,3,-1,160854
57709102,1,22,3,-1,315674
60000200,1,34,3,-1,94107
71663634,1,38,4,-1,155306
73461822,1,22,4,-1,150236
75123239,1,34,4,-1,365563
75571979,1,20,1,-1,48272257
76517863,1,20,2,-1,33999401
77148310,1,20,3,-1,20442362
78093366,1,20,4,-1,5824854
86452652,1,38,5,-1,263078
86599271,1,20,5,-1,180454
88898251,1,22,5,-1,293895
89299186,1,34,5,-1,408694
101089150,1,20,6,-1,336303
101257633,1,38,6,-1,104801
104018178,1,22,6,-1,226311
104104063,1,34,6,-1,338614
115264799,1,20,7,-1,74429
116693145,1,38,7,-1,255135
118508770,1,22,7,-1,373141
118909495,1,34,7,-1,347137
129754653,1,20,8,-1,365900
130876252,1,38,8,-1,78871
134037873,1,34,8,-1,108302
134258889,1,22,8,-1,143666
145358391,1,38,9,-1,350112
145505069,1,20,9,-1,181910
149064002,1,22,9,-1,303406
149464744,1,34,9,-1,89910
159680286,1,20,10,-1,153861
160793606,1,38,10,-1,261739
163640282,1,34,10,-1,77808
164184227,1,22,10,-1,165649
174800343,1,20,11,-1,164566
174968754,1,38,11,-1,357986
176990421,1,30,9,-1,28130735
177612368,1,30,10,-1,14596282
178564588,1,30,11,-1,1103223
178989371,1,22,11,-1,360339
179075321,1,34,11,-1,262857
187695262,1,15,6,-1,38899834
188647340,1,15,7,-1,24203485
189588149,1,15,8,-1,10823091
193805582,1,22,12,-1,152397
201572758,1,26,0,-1,39753149
203137950,1,26,1,-1,26755808
206317424,1,24,0,-1,2629146
207583360,1,9,0,-1,46431420
208492842,1,9,1,-1,32266469
219829926,1,24,1,-1,383886
221735757,1,6,0,-1,2085773
234950121,1,6,1,-1,1088980
235265114,1,24,2,-1,727172
237793256,1,27,0,-1,2970985
251031144,1,6,2,-1,1295234
251964543,1,27,1,-1,1178434
266139501,1,6,3,-1,911453
267395569,1,27,2,-1,1268661
280317215,1,6,4,-1,932887
283152735,1,27,3,-1,1663287
295430583,1,6,5,-1,1054098
297638168,1,27,4,-1,1424270
314345667,1,27,5,-1,3257195
325363954,1,25,0,-1,1384319
326931222,1,27,6,-1,1740616
340161110,1,25,1,-1,2072151
342996132,1,27,7,-1,1954610
354336246,1,25,2,-1,1816994
356856230,1,27,8,-1,1260582
369456339,1,25,3,-1,2593922
