sim_time_us,node_id,seq
11729436,20,0
11758340,38,0
12329384,34,0
12346593,22,0
12524547,30,0
25820789,38,1
27299722,20,1
27312778,30,1
27916879,22,1
28249834,34,1
40484851,38,2
42449403,30,2
42518462,20,2
43245004,22,2
44109232,34,2
56047361,38,3
56705948,20,3
57039340,30,3
57311080,15,0
57393428,22,3
59906093,34,3
71508328,38,4
71550175,15,1
72176352,30,4
72268512,20,4
73311586,22,4
74757676,34,4
86170418,15,2
86189574,38,5
86418817,20,5
87109686,30,5
88604356,22,5
88890492,34,5
100752847,20,6
101152832,38,6
101666933,15,3
101734696,30,6
103765449,34,6
103791867,22,6
115190370,20,7
116438010,38,7
117230295,30,7
117561063,15,4
118135629,22,7
118562358,34,7
129388753,20,8
130797381,38,8
133029823,15,5
133125341,30,8
133929571,34,8
134115223,22,8
145008279,38,9
145323159,20,9
148760596,22,9
148795428,15,6
148859686,30,9
149374834,34,9
159526425,20,10
160531867,38,10
161151940,9,0
161819609,26,0
163016086,30,10
163562474,34,10
164018578,22,10
164443855,15,7
174610768,38,11
174635777,20,11
176226373,9,1
176382142,26,1
177461365,30,11
178629032,22,11
178765058,15,8
178812464,34,11
189250666,38,12
189330205,23,0
190151450,20,12
191441175,26,2
191722699,30,12
192109206,9,2
192855922,34,12
193467309,15,9
193653185,22,12
203688278,24,0
203797482,38,13
205048875,23,1
205862339,20,13
206573095,9,3
207007787,34,13
207366513,26,3
207441649,30,13
207807610,22,13
209475232,15,10
218305295,38,14
219259802,23,2
219446040,24,1
219649984,6,0
220683234,20,14
220960793,9,4
221609349,34,14
222014930,26,4
222299808,22,14
222656678,30,14
223943982,15,11
233211576,38,15
233798875,23,3
233861141,6,1
234537942,24,2
234822271,27,0
235537858,20,15
236179475,9,5
236578109,34,15
237210253,26,5
237375719,30,15
237540304,22,15
239553056,15,12
247563136,38,16
247903075,8,0
249541111,23,4
249659243,20,16
249735910,6,2
249821059,24,3
250679711,34,16
250786109,27,1
252070120,9,6
252311825,26,6
253040429,30,16
253186144,22,16
254779950,15,13
263203754,38,17
263606120,8,1
263706079,20,17
265228048,6,3
265541062,23,5
265617944,24,4
266126908,27,2
266602774,34,17
266687288,9,7
267374325,26,7
268878580,22,17
268984792,30,17
270170534,15,14
277398162,31,0
278539689,38,18
278544896,8,2
