sim_time_us,event,detail
891108704,STATUS,tick=89
901116545,STATUS,tick=90
911124328,STATUS,tick=91
921132141,STATUS,tick=92
931139953,STATUS,tick=93
941147766,STATUS,tick=94
951155851,STATUS,tick=95
961163411,STATUS,tick=96
971171204,STATUS,tick=97
981179016,STATUS,tick=98
991186829,STATUS,tick=99
1001195094,STATUS,tick=100
1011202630,STATUS,tick=101
1021210462,STATUS,tick=102
1031218538,STATUS,tick=103
1041226067,STATUS,tick=104
1051233879,STATUS,tick=105
1061241692,STATUS,tick=106
1071249504,STATUS,tick=107
1081257337,STATUS,tick=108
1091265129,STATUS,tick=109
1101272989,STATUS,tick=110
1111281315,STATUS,tick=111
1121288568,STATUS,tick=112
1131296380,STATUS,tick=113
1141304213,STATUS,tick=114
1151312005,STATUS,tick=115
1161320105,STATUS,tick=116
1171327630,STATUS,tick=117
1181335443,STATUS,tick=118
1191343904,STATUS,tick=119
1201351087,STATUS,tick=120
1211358880,STATUS,tick=121
1221366692,STATUS,tick=122
1231374505,STATUS,tick=123
1241382317,STATUS,tick=124
1251390130,STATUS,tick=125
1261397962,STATUS,tick=126
1271406038,STATUS,tick=127
1281413567,STATUS,tick=128
1291421380,STATUS,tick=129
1301429193,STATUS,tick=130
1311437005,STATUS,tick=131
1321450898,STATUS,tick=132
1325456647,TSCH_JOIN,0x001f jp=4
1331460630,STATUS,tick=133
1341471481,STATUS,tick=134
1351484028,STATUS,tick=135
1358171856,FIRST_CONTACT,
1361492175,STATUS,tick=136
1371515279,STATUS,tick=137
1381538726,STATUS,tick=138
1391562144,STATUS,tick=139
1401585581,STATUS,tick=140
1411609029,STATUS,tick=141
1421632477,STATUS,tick=142
1431663727,STATUS,tick=143
1441687617,STATUS,tick=144
1451711193,STATUS,tick=145
1461741852,STATUS,tick=146
1471765270,STATUS,tick=147
1481788707,STATUS,tick=148
1491819957,STATUS,tick=149
1501850737,STATUS,tick=150
1511875131,STATUS,tick=151
1521905918,STATUS,tick=152
1531929346,STATUS,tick=153
1541952793,STATUS,tick=154
1551976231,STATUS,tick=155
1561999722,STATUS,tick=156
1572030938,STATUS,tick=157
1582064183,STATUS,tick=158
1592093418,STATUS,tick=159
1602124657,STATUS,tick=160
1608176803,BOOT,
1618213064,STATUS,tick=1
1628220877,STATUS,tick=2
1638228689,STATUS,tick=3
1648236502,STATUS,tick=4
1658244314,STATUS,tick=5
1668255098,STATUS,tick=6
1678268045,STATUS,tick=7
1688275564,STATUS,tick=8
1698283377,STATUS,tick=9
1708291329,STATUS,tick=10
1718299329,STATUS,tick=11
1728307103,STATUS,tick=12
1738314906,STATUS,tick=13
1748322708,STATUS,tick=14
1758346155,STATUS,tick=15
1768369583,STATUS,tick=16
1778393050,STATUS,tick=17
1788416487,STATUS,tick=18
1798441024,STATUS,tick=19
1808467258,STATUS,tick=20
1818486770,STATUS,tick=21
1828510832,STATUS,tick=22
1838534260,STATUS,tick=23
1848557136,STATUS,tick=24
1858580544,STATUS,tick=25
1868603981,STATUS,tick=26
1878627429,STATUS,tick=27
1888650856,STATUS,tick=28
1894023408,BOOT,
1904059722,STATUS,tick=1
1914067534,STATUS,tick=2
1924075347,STATUS,tick=3
1934083159,STATUS,tick=4
1944090972,STATUS,tick=5
1954101753,STATUS,tick=6
1964114702,STATUS,tick=7
1974122222,STATUS,tick=8
1984130034,STATUS,tick=9
1994137986,STATUS,tick=10
2004145799,STATUS,tick=11
2014153631,STATUS,tick=12
2024161424,STATUS,tick=13
2034169236,STATUS,tick=14
2044177322,STATUS,tick=15
2054184862,STATUS,tick=16
2064192674,STATUS,tick=17
2074200507,STATUS,tick=18
2084208299,STATUS,tick=19
2094216399,STATUS,tick=20
2104223924,STATUS,tick=21
2114231737,STATUS,tick=22
2124239832,STATUS,tick=23
2134247381,STATUS,tick=24
2144255174,STATUS,tick=25
2154262986,STATUS,tick=26
2164270799,STATUS,tick=27
2174278611,STATUS,tick=28
2184286424,STATUS,tick=29
2194294257,STATUS,tick=30
2204302322,STATUS,tick=31
2214309862,STATUS,tick=32
2224317675,STATUS,tick=33
2234325487,STATUS,tick=34
2244333300,STATUS,tick=35
2254341409,STATUS,tick=36
2264348925,STATUS,tick=37
2274356737,STATUS,tick=38
2284364833,STATUS,tick=39
2294372362,STATUS,tick=40
2304380385,STATUS,tick=41
2314388135,STATUS,tick=42
2324395928,STATUS,tick=43
2334419376,STATUS,tick=44
2344450636,STATUS,tick=45
2354481866,STATUS,tick=46
2364513136,STATUS,tick=47
2374544395,STATUS,tick=48
2384576141,STATUS,tick=49
2394607360,STATUS,tick=50
2404638677,STATUS,tick=51
2414669390,STATUS,tick=52
2424700650,STATUS,tick=53
2427901254,BOOT,
2437937567,STATUS,tick=1
2447945380,STATUS,tick=2
2457953192,STATUS,tick=3
2467961005,STATUS,tick=4
2477969028,STATUS,tick=5
2487995722,STATUS,tick=6
2498015822,STATUS,tick=7
2508039269,STATUS,tick=8
2518062729,STATUS,tick=9
2528086297,STATUS,tick=10
2538109744,STATUS,tick=11
2548133192,STATUS,tick=12
2558283464,BOOT,
2568319777,STATUS,tick=1
2578331905,STATUS,tick=2
2588351226,STATUS,tick=3
2598376132,STATUS,tick=4
2608398081,STATUS,tick=5
2618429836,STATUS,tick=6
2628452762,STATUS,tick=7
2638724288,BOOT,
2648760549,STATUS,tick=1
2658768362,STATUS,tick=2
2668776174,STATUS,tick=3
2678783987,STATUS,tick=4
2688791799,STATUS,tick=5
2698815550,STATUS,tick=6
2708838674,STATUS,tick=7
2718862112,STATUS,tick=8
2728885550,STATUS,tick=9
2738909127,STATUS,tick=10
2748932842,STATUS,tick=11
2758956021,STATUS,tick=12
2768979439,STATUS,tick=13
2779003150,STATUS,tick=14
2789026314,STATUS,tick=15
2799049940,STATUS,tick=16
2809073328,STATUS,tick=17
2819096789,STATUS,tick=18
2829120217,STATUS,tick=19
2839143644,STATUS,tick=20
2849174914,STATUS,tick=21
2852695942,BOOT,
2862732203,STATUS,tick=1
2872740016,STATUS,tick=2
2882747828,STATUS,tick=3
2892755641,STATUS,tick=4
2902763453,STATUS,tick=5
2912774835,STATUS,tick=6
2922787078,STATUS,tick=7
2932794832,STATUS,tick=8
2942802654,STATUS,tick=9
2952810607,STATUS,tick=10
2962834380,STATUS,tick=11
2972858077,STATUS,tick=12
2982880929,STATUS,tick=13
2992904357,STATUS,tick=14
3002927804,STATUS,tick=15
3012951222,STATUS,tick=16
3022974659,STATUS,tick=17
3032998127,STATUS,tick=18
3043022058,STATUS,tick=19
3053044995,STATUS,tick=20
3063068423,STATUS,tick=21
3073091860,STATUS,tick=22
3083315800,BOOT,
3093352114,STATUS,tick=1
3103359926,STATUS,tick=2
3113367738,STATUS,tick=3
3123375551,STATUS,tick=4
3133383363,STATUS,tick=5
3143394145,STATUS,tick=6
3153407094,STATUS,tick=7
3163414613,STATUS,tick=8
3173422426,STATUS,tick=9
3183430378,STATUS,tick=10
3193438191,STATUS,tick=11
3203446023,STATUS,tick=12
3213453816,STATUS,tick=13
3223461628,STATUS,tick=14
3233469714,STATUS,tick=15
3243477254,STATUS,tick=16
3253485089,STATUS,tick=17
3263493086,STATUS,tick=18
3273500820,STATUS,tick=19
3283510334,STATUS,tick=20
3293524267,STATUS,tick=21
3303539892,STATUS,tick=22
3313563330,STATUS,tick=23
3323586787,STATUS,tick=24
3333610205,STATUS,tick=25
3343633632,STATUS,tick=26
3353657079,STATUS,tick=27
3363680517,STATUS,tick=28
3373703945,STATUS,tick=29
3383727422,STATUS,tick=30
3393755821,STATUS,tick=31
3403774257,STATUS,tick=32
3413797695,STATUS,tick=33
3423821176,STATUS,tick=34
3433844570,STATUS,tick=35
3443868037,STATUS,tick=36
3453891449,STATUS,tick=37
3463914896,STATUS,tick=38
3473938344,STATUS,tick=39
3483968606,STATUS,tick=40
3493993041,STATUS,tick=41
3504016484,STATUS,tick=42
3514043121,STATUS,tick=43
3524063353,STATUS,tick=44
3534086781,STATUS,tick=45
3544110218,STATUS,tick=46
3554133666,STATUS,tick=47
3556055491,BOOT,
3566091805,STATUS,tick=1
3576099617,STATUS,tick=2
3586107430,STATUS,tick=3
3596115242,STATUS,tick=4
