sim_time_us,node_id,seq
11792077,13,0
11919962,14,0
11962405,30,0
12004765,29,0
12291249,21,0
12348810,22,0
27075650,14,1
27447449,21,1
27504976,22,1
27579311,29,1
27713892,13,1
27884868,30,1
41901402,13,2
41973464,29,2
42161631,14,2
42533386,21,2
42938908,30,2
42989351,22,2
57245194,13,3
57317224,29,3
57823740,21,3
57876427,30,3
58021005,14,3
58253897,22,3
71684421,29,4
72489424,22,4
72624588,13,4
72705301,21,4
73258616,30,4
73583555,14,4
86129714,29,5
86706089,13,5
87145635,22,5
87352465,30,5
88080285,21,5
89380381,14,5
100325037,29,6
102235250,30,6
102546438,13,6
102833135,22,6
103634959,21,6
104786631,14,6
115782047,29,7
117278447,22,7
118118618,30,7
118526392,13,7
118939627,21,7
119567881,14,7
130778191,29,8
131755039,22,8
133032720,30,8
133862369,13,8
134341358,14,8
134526972,21,8
145543800,29,9
145703285,15,0
147020667,22,9
147563964,30,9
148159238,13,9
148458516,14,9
150306824,21,9
160214556,15,1
160864229,29,10
161978124,30,10
162350755,13,10
162778577,22,10
163997709,14,10
164971017,21,10
174495797,15,2
175617244,6,0
176426729,29,11
176931248,30,11
177354667,13,11
178528563,22,11
178888333,14,11
179369464,21,11
189058370,15,3
190336054,6,1
191145509,29,12
191393769,13,12
191693532,30,12
193599320,14,12
194521633,22,12
194713263,21,12
204644298,15,4
205511762,6,2
205778282,29,13
206971844,13,13
207478124,30,13
208630511,14,13
209602782,22,13
210174141,21,13
219956797,15,5
221450179,29,14
221484504,6,3
221806259,30,14
222526532,13,14
224330392,21,14
224427001,22,14
224455394,14,14
233721449,7,0
233906282,23,0
234644278,15,6
234669283,31,0
237110936,30,15
237287028,29,15
237336005,6,4
237760917,13,15
238658516,21,15
239797122,14,15
240164640,22,15
248988017,23,1
249104290,7,1
250145848,31,1
250503702,15,7
252930136,29,16
252993784,30,16
253086054,6,5
253389602,13,16
253736681,21,16
254286406,22,16
254951538,14,16
263502688,7,2
264691122,23,2
265489558,31,2
266183340,15,8
267317364,29,17
267384404,30,17
267640702,6,6
267760089,21,17
267964033,13,17
268560525,22,17
270091448,14,17
278924613,7,3
280075516,31,3
280433310,23,3
281566731,15,9
281939058,30,18
282574005,21,18
282801729,29,18
282898535,6,7
283103413,13,18
284387948,22,18
284630531,14,18
292037538,16,0
293567479,7,4
293778687,28,0
294517230,20,0
294770839,31,4
295191078,23,4
296243735,30,19
297425668,15,10
298031317,6,8
298096016,21,19
298676719,29,19
298942616,22,19
298979677,13,19
299466448,14,19
306674050,16,1
307740994,7,5
308661494,28,1
308903359,24,0
309318250,27,0
309336253,36,0
309544795,31,5
309720374,20,1
310433305,23,5
310556284,30,20
311666256,15,11
312385148,21,20
312687607,6,9
313020781,22,20
313262706,29,20
313605863,13,20
314716498,14,20
322432405,7,6
322623483,16,2
323685708,24,1
324036439,28,2
324595933,38,0
324841117,31,6
325022664,36,1
325215422,27,1
325347504,23,6
325372411,20,2
325618745,30,21
326667855,15,12
326718958,6,10
327588214,21,21
327598594,29,21
327848886,22,21
328995320,13,21
329739886,14,21
337146941,16,3
337205853,7,7
338638012,28,3
338895486,24,2
339166184,38,1
339323073,27,2
339559135,31,7
339772674,36,2
339814047,30,22
340673488,20,3
340960886,23,7
341031477,6,11
341308490,15,13
341713214,21,22
342286376,22,22
343112470,13,22
343130790,29,22
344435209,14,22
351850046,16,4
351932395,7,8
353095088,24,3
353203160,39,0
353424007,38,2
353541813,27,3
354247407,28,4
354478197,35,0
354962929,32,0
355169286,31,8
355612512,36,3
355691090,23,8
355798413,30,23
355961165,6,12
356324095,15,14
356431896,20,4
356455401,21,23
357832979,29,23
358122303,22,23
358979668,13,23
359357063,14,23
366125416,16,5
367744905,7,9
368109428,39,1
368239256,24,4
369045094,27,4
369080310,38,3
369095770,32,1
369710087,35,1
370032720,28,5
370048452,30,24
370246189,23,9
370263003,31,9
370301378,6,13
370663328,36,4
370691322,15,15
371408988,21,24
371814123,20,5
372141844,22,24
373774742,29,24
374010937,13,24
374653988,14,24
381272359,16,6
381774947,17,0
382335990,39,2
382926760,24,5
383341011,7,10
383767767,38,4
383842608,27,5
384446355,28,6
384478376,31,10
384737047,32,2
384867415,6,14
385464730,15,16
385467996,36,5
385695596,35,2
385806974,21,25
386010838,30,25
386214666,23,10
386431291,20,6
387864545,22,25
388668907,29,25
388698408,13,25
389560189,14,25
395373504,16,7
397471608,7,11
397603084,17,1
397710950,39,3
398372053,24,6
398416205,38,5
398526186,27,6
399270825,28,7
399470760,32,3
399794363,31,11
399902936,15,17
400172491,35,3
400515852,6,15
400595298,30,26
400791339,21,26
400991414,36,6
401230282,23,11
401353167,20,7
403216067,22,26
403607084,14,26
404176720,29,26
404542158,13,26
409732859,16,8
411804366,40,0
412407762,17,2
412603695,38,6
412737223,7,12
413148471,39,4
413239240,24,7
414002001,32,4
414037816,27,7
414285053,15,18
414702265,35,4
415059907,28,8
415564931,37,0
415635079,21,27
415669392,31,12
415837476,30,27
416071048,6,16
416342977,36,7
416946916,20,8
417000642,23,12
418028939,14,27
418232202,22,27
420057782,13,27
420082979,29,27
425071026,16,9
426273095,40,1
426638735,38,7
427453188,39,5
427856458,24,8
428134374,17,3
428576889,27,8
428682564,7,13
429197988,32,5
429246010,15,19
429919282,28,9
429983505,35,5
430034718,12,0
430294393,31,13
430328363,6,17
430658650,37,1
430798453,30,28
431055856,21,28
431163329,36,8
432191239,23,13
432353395,22,28
432532873,20,9
433482094,14,28
434739279,29,28
435800029,13,28
439857998,16,10
441488849,39,6
441495084,40,2
442009955,38,8
443231427,24,9
443735916,17,4
443846497,27,9
444136703,15,20
444136826,32,6
444502847,7,14
444596681,35,6
444661560,31,14
444716277,28,10
444987782,12,1
445197713,37,2
445203343,6,18
445260089,21,29
446085184,36,9
446782818,30,29
447317650,22,29
447505558,14,29
447642389,20,10
447816219,23,14
448911114,29,29
449839032,13,29
454975206,16,11
456031293,39,7
456615403,38,9
456624638,40,3
457715942,24,10
458138209,17,5
458889709,41,0
458916073,32,7
458948180,27,10
459106873,31,15
459425668,15,21
459451559,28,11
459854960,12,2
459914310,6,19
459931965,21,30
460202415,7,15
460592890,35,7
460619568,37,3
460991545,36,10
462415303,22,30
462462476,30,30
463200828,14,30
463589666,23,15
463611129,20,11
464492035,29,30
464901543,13,30
470295498,16,12
470681960,38,10
471453204,40,4
