sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
15572894,1,30,0,-1,3610489
16525823,1,29,0,-1,4521058
21537341,1,13,0,-1,9745264
27836923,1,13,1,-1,123031
27874270,1,29,1,-1,294959
28161067,1,30,1,-1,276199
39760015,1,21,0,-1,27468766
40380481,1,21,1,-1,12933032
42012789,1,13,2,-1,111387
42054144,1,29,2,-1,80680
42900478,1,21,2,-1,367092
43286028,1,30,2,-1,347120
57764520,1,13,3,-1,519326
57803965,1,29,3,-1,486741
58020594,1,21,3,-1,196854
58090285,1,30,3,-1,213858
71959833,1,29,4,-1,275412
72878629,1,13,4,-1,254041
73152795,1,21,4,-1,447494
73845630,1,30,4,-1,587014
75411624,1,22,1,-1,47906648
76332622,1,22,2,-1,33343271
76970073,1,22,3,-1,18716176
77916722,1,22,4,-1,5427298
86452552,1,29,5,-1,322838
87054941,1,13,5,-1,348852
87370475,1,22,5,-1,224840
87702895,1,30,5,-1,350430
88274889,1,21,5,-1,194604
100626572,1,29,6,-1,301535
102505649,1,30,6,-1,270399
102821724,1,13,6,-1,275286
103108929,1,22,6,-1,275794
103705360,1,21,6,-1,70401
116061973,1,29,7,-1,279926
117611340,1,22,7,-1,332893
118256297,1,30,7,-1,137679
118881398,1,13,7,-1,355006
119460411,1,21,7,-1,520784
131182408,1,29,8,-1,404217
132089429,1,22,8,-1,334390
133376195,1,30,8,-1,343475
133990598,1,13,8,-1,128229
134890727,1,21,8,-1,363755
145987515,1,29,9,-1,443715
147209419,1,22,9,-1,188752
148181288,1,30,9,-1,617324
148795738,1,13,9,-1,636500
150645679,1,21,9,-1,338855
161107642,1,29,10,-1,243413
162356536,1,30,10,-1,378412
162655987,1,13,10,-1,305232
162962401,1,22,10,-1,183824
165131109,1,21,10,-1,160092
176542716,1,29,11,-1,115987
177161654,1,30,11,-1,230406
177461560,1,13,11,-1,106893
178709935,1,22,11,-1,181372
179621376,1,21,11,-1,251912
191363843,1,29,12,-1,218334
191636210,1,13,12,-1,242441
192282127,1,30,12,-1,588595
194775055,1,22,12,-1,253422
195060996,1,21,12,-1,347733
206152979,1,29,13,-1,374697
207082360,1,13,13,-1,110516
207716885,1,30,13,-1,238761
209907240,1,22,13,-1,304458
210502236,1,21,13,-1,328095
221588098,1,29,14,-1,137919
222208875,1,30,14,-1,402616
222821500,1,13,14,-1,294968
224678490,1,21,14,-1,348098
224722073,1,22,14,-1,295072
237327257,1,30,15,-1,216321
237653215,1,29,15,-1,366187
237953584,1,13,15,-1,192667
238846476,1,21,15,-1,187960
240450418,1,22,15,-1,285778
253085073,1,30,16,-1,91289
253133851,1,29,16,-1,203715
253711563,1,13,16,-1,321961
254017163,1,21,16,-1,280482
254639532,1,22,16,-1,353126
267575171,1,30,17,-1,190767
267615865,1,29,17,-1,298501
268152436,1,21,17,-1,392347
268202722,1,13,17,-1,238689
268800644,1,22,17,-1,240119
282061555,1,30,18,-1,122497
282942158,1,21,18,-1,368153
283013705,1,29,18,-1,211976
283301928,1,13,18,-1,198515
284550752,1,22,18,-1,162804
296554106,1,30,19,-1,310371
298381938,1,21,19,-1,285922
298763830,1,29,19,-1,87111
299048614,1,22,19,-1,105998
299088501,1,13,19,-1,108824
310730893,1,30,20,-1,174609
312879149,1,21,20,-1,494001
313223890,1,22,20,-1,203109
313571956,1,29,20,-1,309250
313869024,1,13,20,-1,263161
325849286,1,30,21,-1,230541
327683562,1,21,21,-1,95348
327756991,1,29,21,-1,158397
328031864,1,22,21,-1,182978
329292295,1,13,21,-1,296975
340024461,1,30,22,-1,210414
341847620,1,21,22,-1,134406
342527012,1,22,22,-1,240636
343479113,1,13,22,-1,366643
343515915,1,29,22,-1,385125
356083040,1,30,23,-1,284627
356656969,1,21,23,-1,201568
357990102,1,29,23,-1,157123
358261327,1,22,23,-1,139024
359228818,1,13,23,-1,249150
370258145,1,30,24,-1,209693
372444296,1,22,24,-1,302452
374346691,1,13,24,-1,335754
724637439,1,16,0,-1,1030251
730307011,1,6,0,-1,663225
740372568,1,16,1,-1,2062306
752363424,1,7,0,-1,813441
756133864,1,8,0,-1,15137071
758024464,1,8,1,-1,2457380
766540613,1,7,1,-1,967155
835203972,1,9,0,-1,2516832
850632207,1,9,1,-1,2866993
864500158,1,9,2,-1,1563040
