sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60272143,19,0,1966110,42465,1923645,0,0,1965561,1965561
60293982,20,0,1966110,42507,1923603,0,0,1965561,1965561
60322958,33,0,1966110,42465,1923645,0,0,1965561,1965561
60323638,3,0,1966126,42452,1923674,0,0,1965577,1965577
60326916,23,0,1966110,42557,1923553,0,0,1965561,1965561
60366513,14,0,1966146,64470,1901676,0,5300,107168,112468
60374302,4,0,1966126,42452,1923674,0,0,1965577,1965577
60387002,11,0,1966117,42466,1923651,0,0,1965568,1965568
60387493,38,0,1966110,42531,1923579,0,0,1965561,1965561
60413178,25,0,1966110,42465,1923645,0,0,1965561,1965561
60427481,18,0,1966110,42465,1923645,0,0,1965561,1965561
60461751,37,0,1966110,42518,1923592,0,0,1965561,1965561
60480613,22,0,1966117,79732,1886385,0,6678,110857,117535
60526071,7,0,1966126,42452,1923674,0,0,1965577,1965577
60530651,40,0,1966110,42465,1923645,0,0,1965561,1965561
60537899,16,0,1966110,42465,1923645,0,0,1965561,1965561
60545208,6,0,1966126,42484,1923642,0,0,1965577,1965577
60565830,8,0,1966126,42452,1923674,0,0,1965577,1965577
60571769,9,0,1966126,42452,1923674,0,0,1965577,1965577
60607503,41,0,1966110,42465,1923645,0,0,1965561,1965561
60602802,1,0,1966162,1966162,0,0,10910,111490,122400
60631204,15,0,1966117,42498,1923619,0,0,1965568,1965568
60637371,17,0,1966110,42465,1923645,0,0,1965561,1965561
60652643,5,0,1966126,43090,1923036,0,0,1965577,1965577
60701266,10,0,1966117,42466,1923651,0,0,1965568,1965568
60725794,13,0,1966124,77002,1889122,0,6453,101426,107879
60728779,39,0,1966110,42465,1923645,0,0,1965561,1965561
60738489,12,0,1966117,43104,1923013,0,0,1965568,1965568
60752910,29,0,1966117,76951,1889166,0,6716,100299,107015
60795606,28,0,1966110,42543,1923567,0,0,1965561,1965561
60888837,26,0,1966110,42466,1923644,0,0,1965561,1965561
60918468,27,0,1966110,42466,1923644,0,0,1965561,1965561
60938062,21,0,1966117,97654,1868463,0,6493,86407,92900
60963536,2,0,1966126,42452,1923674,0,0,1965577,1965577
60978042,35,0,1966110,42465,1923645,0,0,1965561,1965561
60979092,36,0,1966110,42465,1923645,0,0,1965561,1965561
60981459,34,0,1966110,42465,1923645,0,0,1965561,1965561
61052677,31,0,1966109,42914,1923195,0,0,1965561,1965561
61135541,24,0,1966110,42465,1923645,0,0,1965561,1965561
61219130,32,0,1966110,42465,1923645,0,0,1965561,1965561
61252953,30,0,1966117,87019,1879098,0,7218,75151,82369
120272141,19,1,1966080,43799,1922281,0,0,1966080,1966080
120305150,20,1,1966446,48704,1917742,0,416,1812944,1813360
120322956,33,1,1966080,43800,1922280,0,0,1966080,1966080
120323636,3,1,1966080,43787,1922293,0,0,1966080,1966080
120326914,23,1,1966080,44412,1921668,0,0,1966080,1966080
120365784,14,1,1966079,49513,1916566,0,3803,50790,54593
120374300,4,1,1966080,43787,1922293,0,0,1966080,1966080
120387000,11,1,1966080,43799,1922281,0,0,1966080,1966080
120387491,38,1,1966080,44252,1921828,0,0,1966080,1966080
120413176,25,1,1966080,43799,1922281,0,0,1966080,1966080
120427479,18,1,1966080,43799,1922281,0,0,1966080,1966080
120461749,37,1,1966080,44098,1921982,0,0,1966080,1966080
120480574,22,1,1966079,66525,1899554,0,3740,57156,60896
120526069,7,1,1966080,43787,1922293,0,0,1966080,1966080
120530649,40,1,1966080,43799,1922281,0,0,1966080,1966080
120537897,16,1,1966080,43799,1922281,0,0,1966080,1966080
120545206,6,1,1966080,44260,1921820,0,0,1966080,1966080
120565828,8,1,1966080,43787,1922293,0,0,1966080,1966080
120571767,9,1,1966080,43787,1922293,0,0,1966080,1966080
120607501,41,1,1966080,43799,1922281,0,0,1966080,1966080
120602829,1,1,1966081,1966081,0,0,8129,135689,143818
120631202,15,1,1966080,44294,1921786,0,0,1966080,1966080
120637369,17,1,1966080,43799,1922281,0,0,1966080,1966080
120652641,5,1,1966080,43951,1922129,0,0,1966080,1966080
120701264,10,1,1966080,43799,1922281,0,0,1966080,1966080
120726913,13,1,1966079,60636,1905443,0,4226,57195,61421
120728777,39,1,1966080,43800,1922280,0,0,1966080,1966080
120738487,12,1,1966080,44223,1921857,0,0,1966080,1966080
120752870,29,1,1966079,65489,1900590,0,3960,55779,59739
120795604,28,1,1966080,44353,1921727,0,0,1966080,1966080
120888835,26,1,1966080,43799,1922281,0,0,1966080,1966080
120918466,27,1,1966080,43799,1922281,0,0,1966080,1966080
120938023,21,1,1966079,74083,1891996,0,3934,56857,60791
120963534,2,1,1966080,43787,1922293,0,0,1966080,1966080
120978040,35,1,1966080,43800,1922280,0,0,1966080,1966080
120979090,36,1,1966080,43800,1922280,0,0,1966080,1966080
120981457,34,1,1966080,43800,1922280,0,0,1966080,1966080
121052675,31,1,1966080,44021,1922059,0,0,1966080,1966080
121135539,24,1,1966080,43799,1922281,0,0,1966080,1966080
