sim_time_us,node_id,event,peer,detail
14393045,13,LIST,0x0001,
14393304,21,ADD,0x0001,
14397252,22,ADD,0x0001,
14397255,29,ADD,0x0001,
14399599,30,LIST,0x0001,
14892327,30,LIST,0x001d,
15763890,1,EOL,0x001e,
17833219,1,SUCCESS,0x001d,
17987650,29,CELL_ALLOC,0x0001,slot=14 ch=15 dir=Transmit
18000606,29,SUCCESS,0x0001,
18404481,1,CELL_ALLOC,0x001d,slot=14 ch=15 dir=Receive
19254465,1,SUCCESS,0x0015,
20007795,1,EOL,0x000d,
20833250,1,SUCCESS,0x0016,
22099421,13,ADD,0x0001,
22217660,1,CELL_ALLOC,0x000d,slot=7 ch=8 dir=Receive
22241857,1,SUCCESS,0x000d,
22397220,13,CELL_ALLOC,0x0001,slot=7 ch=8 dir=Transmit
24602651,21,CELL_ALLOC,0x0001,slot=9 ch=7 dir=Transmit
24615615,21,SUCCESS,0x0001,
25232741,22,CELL_ALLOC,0x0001,slot=19 ch=0 dir=Transmit
25245722,22,SUCCESS,0x0001,
25276918,1,CELL_ALLOC,0x0015,slot=9 ch=7 dir=Receive
25728410,1,CELL_ALLOC,0x0016,slot=19 ch=0 dir=Receive
26307801,29,EOL,0x001e,
26508942,30,ADD,0x0001,
26634267,1,CELL_ALLOC,0x001e,slot=6 ch=1 dir=Receive
26676498,1,SUCCESS,0x001e,
27272439,30,CELL_ALLOC,0x0001,slot=6 ch=1 dir=Transmit
49841447,1,LIST,0x000d,
49932753,13,EOL,0x0001,
50551144,14,LIST,0x0016,
50728806,22,EOL,0x000e,
51120412,14,LIST,0x0001,
51198625,1,EOL,0x000e,
51396950,14,ADD,0x0016,
51515387,22,CELL_ALLOC,0x000e,slot=17 ch=10 dir=Receive
51534088,22,SUCCESS,0x000e,
51692826,14,CELL_ALLOC,0x0016,slot=17 ch=10 dir=Transmit
73123380,1,SUCCESS,0x001d,
73277947,29,CELL_ALLOC,0x0001,slot=14 ch=5 dir=Transmit
87771970,1,SUCCESS,0x001d,
87928572,29,CELL_ALLOC,0x0001,slot=14 ch=7 dir=Transmit
88205868,13,LIST,0x0015,
88205898,30,LIST,0x0016,
88206613,21,LIST,0x0001,
88208880,22,LIST,0x0001,
88208894,29,LIST,0x0001,
88303990,1,EOL,0x001d,
88378548,1,EOL,0x0016,
88543976,1,EOL,0x0015,
89474612,21,EOL,0x000d,
90418910,22,EOL,0x001e,
107852947,14,LIST,0x000d,
107893623,13,EOL,0x000e,
120688840,1,SUCCESS,0x001d,
120843094,29,CELL_ALLOC,0x0001,slot=14 ch=8 dir=Transmit
142780331,6,LIST,0x000e,
142859118,14,EOL,0x0006,
143059298,6,ADD,0x000e,
143175223,14,CELL_ALLOC,0x0006,slot=16 ch=4 dir=Receive
143189280,14,SUCCESS,0x0006,
146980118,6,CELL_ALLOC,0x000e,slot=16 ch=4 dir=Transmit
158372813,29,ADD,0x001e,
165254011,30,SUCCESS,0x001d,
165408796,29,CELL_ALLOC,0x001e,slot=1 ch=14 dir=Transmit
165421825,29,SUCCESS,0x001e,
165653496,30,CELL_ALLOC,0x001d,slot=1 ch=14 dir=Receive
173730640,5,LIST,0x0006,
173894477,6,EOL,0x0005,
174998028,6,LIST,0x0005,
176606821,5,ADD,0x0006,
176879012,5,EOL,0x0006,
177824884,6,CELL_ALLOC,0x0005,slot=15 ch=6 dir=Receive
177838905,6,SUCCESS,0x0005,
178159156,5,CELL_ALLOC,0x0006,slot=15 ch=6 dir=Transmit
191873862,38,LIST,0x001e,
191999513,30,EOL,0x0026,
192200231,38,ADD,0x001e,
192315611,30,CELL_ALLOC,0x0026,slot=20 ch=10 dir=Receive
192329730,30,SUCCESS,0x0026,
192498716,38,CELL_ALLOC,0x001e,slot=20 ch=10 dir=Transmit
193635927,31,LIST,0x001e,
194402282,12,LIST,0x000d,
194685092,13,EOL,0x000c,
194873509,12,ADD,0x000d,
195001163,13,CELL_ALLOC,0x000c,slot=6 ch=2 dir=Receive
195015261,13,SUCCESS,0x000c,
195333407,12,CELL_ALLOC,0x000d,slot=6 ch=2 dir=Transmit
195464479,30,EOL,0x001f,
195665867,31,ADD,0x001e,
195780864,30,CELL_ALLOC,0x001f,slot=19 ch=11 dir=Receive
195805749,30,SUCCESS,0x001f,
196113931,31,CELL_ALLOC,0x001e,slot=19 ch=11 dir=Transmit
206513370,4,LIST,0x000c,
206654786,12,EOL,0x0004,
207001708,4,LIST,0x0005,
207119451,5,EOL,0x0004,
207320210,4,ADD,0x000c,
208860703,12,CELL_ALLOC,0x0004,slot=5 ch=13 dir=Receive
208874672,12,SUCCESS,0x0004,
209029275,4,CELL_ALLOC,0x000c,slot=5 ch=13 dir=Transmit
223073249,5,LIST,0x000d,
223184812,13,EOL,0x0005,
227160629,37,LIST,0x0026,
227445018,38,EOL,0x0025,
227795229,37,ADD,0x0026,
227895253,11,LIST,0x000c,
228075175,12,EOL,0x000b,
228076010,38,CELL_ALLOC,0x0025,slot=19 ch=6 dir=Receive
228090055,38,SUCCESS,0x0025,
228265922,11,ADD,0x000c,
228391177,12,CELL_ALLOC,0x000b,slot=4 ch=14 dir=Receive
228405194,12,SUCCESS,0x000b,
228408978,37,CELL_ALLOC,0x0026,slot=19 ch=6 dir=Transmit
228723971,11,CELL_ALLOC,0x000c,slot=4 ch=14 dir=Transmit
229788254,39,LIST,0x0026,
230264014,3,LIST,0x0004,
230277065,39,LIST,0x001f,
230429502,4,EOL,0x0003,
230752702,3,LIST,0x000b,
230947392,31,LIST,0x0027,
232484752,39,EOL,0x001f,
232640244,38,EOL,0x0027,
232958393,31,EOL,0x0027,
233151085,39,ADD,0x0026,
233587227,38,CELL_ALLOC,0x0027,slot=17 ch=5 dir=Receive
233608461,38,SUCCESS,0x0027,
233764279,39,CELL_ALLOC,0x0026,slot=17 ch=5 dir=Transmit
244874387,29,DELETE,0x0001,
247497912,38,LIST,0x0025,
247604873,37,EOL,0x0026,
254070698,30,LIST,0x0026,
254174682,12,LIST,0x0004,
254219970,4,EOL,0x000c,
254220294,38,EOL,0x001e,
254470596,21,LIST,0x000d,
254535280,13,EOL,0x0015,
261295631,29,DELETE,0x0001,
262130839,22,LIST,0x001e,
262410549,30,EOL,0x0016,
263070514,6,ADD,0x0005,
263219523,5,SUCCESS,0x0006,
263469687,6,CELL_ALLOC,0x0005,slot=19 ch=4 dir=Transmit
263486389,6,SUCCESS,0x0005,
263567961,5,CELL_ALLOC,0x0006,slot=19 ch=4 dir=Receive
265432070,13,LIST,0x000e,
265560191,14,EOL,0x000d,
267917549,1,LIST,0x001e,
268080330,30,EOL,0x0001,
269876411,4,LIST,0x0003,
269970164,3,EOL,0x0004,
274418750,12,ADD,0x0004,
274559859,4,SUCCESS,0x000c,
274659884,12,CELL_ALLOC,0x0004,slot=7 ch=10 dir=Transmit
274680269,12,SUCCESS,0x0004,
275043040,4,CELL_ALLOC,0x000c,slot=7 ch=10 dir=Receive
275984245,11,LIST,0x0003,
276104796,3,EOL,0x000b,
286905006,29,DELETE,0x0001,
287140070,1,SUCCESS,0x001d,
287919829,29,LIST,0x0015,
288075127,21,EOL,0x001d,
292534906,3,ADD,0x0004,
292677159,4,SUCCESS,0x0003,
292826731,3,CELL_ALLOC,0x0004,slot=12 ch=10 dir=Transmit
292839689,3,SUCCESS,0x0004,
293058423,4,CELL_ALLOC,0x0003,slot=12 ch=10 dir=Receive
300009237,40,LIST,0x0027,
300840641,39,EOL,0x0028,
301032791,40,ADD,0x0027,
301222777,39,CELL_ALLOC,0x0028,slot=16 ch=13 dir=Receive
301236855,39,SUCCESS,0x0028,
301330678,40,CELL_ALLOC,0x0027,slot=16 ch=13 dir=Transmit
304151806,39,LIST,0x0028,
304305230,40,EOL,0x0027,
304547449,14,LIST,0x0006,
304620362,6,EOL,0x000e,
310878237,37,LIST,0x001d,
311385368,29,EOL,0x0025,
313001033,10,LIST,0x000b,
313275369,11,EOL,0x000a,
313475354,10,ADD,0x000b,
313591298,11,CELL_ALLOC,0x000a,slot=3 ch=4 dir=Receive
313605316,11,SUCCESS,0x000a,
313774473,10,CELL_ALLOC,0x000b,slot=3 ch=4 dir=Transmit
314735222,38,ADD,0x0027,
314880674,39,SUCCESS,0x0026,
315173878,38,CELL_ALLOC,0x0027,slot=2 ch=9 dir=Transmit
315190656,38,SUCCESS,0x0027,
315284503,39,CELL_ALLOC,0x0026,slot=2 ch=9 dir=Receive
336772217,7,LIST,0x0006,
336901536,6,EOL,0x0007,
337103344,7,ADD,0x0006,
337217592,6,CELL_ALLOC,0x0007,slot=14 ch=12 dir=Receive
337231603,6,SUCCESS,0x0007,
337550183,7,CELL_ALLOC,0x0006,slot=14 ch=12 dir=Transmit
338998760,2,LIST,0x0003,
339585744,3,EOL,0x0002,
339776605,2,ADD,0x0003,
339901889,3,CELL_ALLOC,0x0002,slot=11 ch=13 dir=Receive
339915937,3,SUCCESS,0x0002,
340076854,2,CELL_ALLOC,0x0003,slot=11 ch=13 dir=Transmit
342542196,6,LIST,0x0007,
343830281,7,EOL,0x0006,
347428686,15,LIST,0x0007,
347460628,7,EOL,0x000f,
347649914,15,ADD,0x0007,
347776758,7,CELL_ALLOC,0x000f,slot=13 ch=5 dir=Receive
347790759,7,SUCCESS,0x000f,
349845499,15,CELL_ALLOC,0x0007,slot=13 ch=5 dir=Transmit
354999933,10,LIST,0x0002,
355170289,2,EOL,0x000a,
368154754,32,LIST,0x001f,
368646902,32,LIST,0x0028,
373125380,40,EOL,0x0020,
373764358,31,EOL,0x0020,
374425233,32,ADD,0x001f,
375182226,31,CELL_ALLOC,0x0020,slot=17 ch=0 dir=Receive
375196295,31,SUCCESS,0x0020,
375350405,32,CELL_ALLOC,0x001f,slot=17 ch=0 dir=Transmit
382583776,15,LIST,0x000e,
382741547,14,EOL,0x000f,
385717928,2,LIST,0x000a,
385891267,10,EOL,0x0002,
391314756,3,LIST,0x000b,
391395761,11,EOL,0x0003,
400479533,5,LIST,0x0004,
400531100,4,EOL,0x0005,
402864947,7,LIST,0x000f,
402900845,15,EOL,0x0007,
404432434,12,ADD,0x000b,
404502417,11,SUCCESS,0x000c,
