sim_time_us,node_id,seq
11977621,29,0
12215848,21,0
12313555,22,0
12527862,13,0
12621484,30,0
26081426,29,1
26555692,22,1
27372048,21,1
28098114,13,1
28548704,30,1
41336946,29,2
41888064,22,2
41911110,21,2
42285625,13,2
44457394,30,2
56003383,29,3
56172889,22,3
56521073,21,3
57223134,13,3
57769984,14,0
58605819,30,3
70390631,29,4
70805722,22,4
71301775,21,4
71996601,13,4
73238641,30,4
73566039,14,1
85626009,29,5
85747059,21,5
86344745,22,5
86480927,13,5
88902717,30,5
89146093,14,2
100004265,29,6
100450183,21,6
101895686,13,6
102352577,22,6
103745730,14,3
103781516,30,6
115047883,29,7
115602289,21,7
117266620,22,7
117723124,13,7
118714456,14,4
119762049,30,7
129696360,29,8
131583025,21,8
132383857,22,8
132457539,13,8
134433226,14,5
135543349,30,8
144146057,29,9
145313629,6,0
146231423,21,9
146754365,13,9
148274433,22,9
149167571,14,6
149840184,30,9
160825336,21,10
160907305,6,1
162231077,13,10
162329260,22,10
164769187,14,7
165590187,30,10
174346458,29,10
175434688,21,11
175623183,5,0
175704213,6,2
177457650,13,11
177907395,22,11
179038289,14,8
179621564,30,11
189669208,31,0
189673097,29,11
190096532,6,3
191434727,21,12
191482227,12,0
191614525,5,1
192387366,13,12
192579053,38,0
193411173,22,12
194058226,14,9
195427227,30,12
203707495,4,0
204317556,31,1
205219815,6,4
205641773,29,12
207114959,12,1
207223741,21,13
207234787,13,13
207248133,5,2
207633957,22,13
207907098,38,1
208566129,14,10
209942408,30,13
218804533,4,1
219700333,29,13
220208191,31,2
221094805,6,5
221707640,13,14
221786833,12,2
222024573,22,14
222172723,38,2
222826716,14,11
222853451,5,3
222900109,21,14
224176058,30,14
233630374,3,0
233927049,4,2
233935941,37,0
234404721,39,0
234848826,31,3
235087086,29,14
235304368,11,0
235977617,6,6
236052449,12,3
236485213,38,3
236965928,21,15
237149573,22,15
237324827,13,15
237921098,5,4
238441149,14,12
239512189,30,15
248160599,4,3
248278781,3,1
249173076,29,15
249365608,37,1
250396888,39,1
250762918,31,4
251211146,11,1
251371807,6,7
251383997,22,16
251387387,13,16
251702025,38,4
251739988,12,4
252951790,21,16
253027889,5,5
253534918,14,13
254012229,30,16
262191820,4,4
262833439,3,2
264480906,29,16
264596335,37,2
265495048,11,2
265646858,39,2
265698775,22,17
266059753,31,5
266555545,38,5
267032334,6,8
267348264,13,17
267404041,12,5
267419063,21,17
268496739,5,6
268598136,30,17
268644274,14,14
277381250,3,3
277879330,4,5
278946475,29,17
279521818,37,3
279666933,11,3
280255066,31,6
280618323,22,18
281313555,6,9
281536833,12,6
281646858,39,3
282500838,38,6
282505001,21,18
282692004,13,18
283238034,14,15
283396581,5,7
284387199,30,18
291778795,3,4
293414339,4,6
293735533,29,18
294729433,11,4
295133967,22,19
295287473,37,4
295708181,31,7
296477748,6,10
296568733,39,4
297360860,12,7
297700313,21,19
298047723,38,7
298141953,5,8
298180091,14,16
298426389,13,19
299277814,30,19
307654069,3,5
307684028,4,7
308407418,29,19
308800292,40,0
308949475,11,5
310193713,37,5
310680903,6,11
310708240,31,8
310901173,39,5
311079290,22,20
312154054,21,20
312579012,38,8
312837884,12,8
313379436,30,20
313863853,14,17
314130965,5,9
314293616,13,20
322144964,4,8
322641784,29,20
323145983,3,6
323838808,11,6
323862790,40,1
324622026,37,6
324655075,10,0
324770691,31,9
325318743,39,6
325883957,22,21
326415258,6,12
327627364,21,21
327669646,12,9
327948961,14,18
328510953,30,21
328548034,38,9
328699817,13,21
329763898,5,10
336387132,4,9
337266764,29,21
337735164,7,0
337997854,3,7
338193261,40,2
339334369,39,7
339566554,10,1
339823173,11,7
340255196,31,10
340443723,37,7
341779796,21,22
341841661,12,10
341876135,22,22
342118393,6,13
343523573,30,22
343653496,13,22
343795799,14,19
344008800,38,10
344060773,5,11
351918436,4,10
352051149,29,22
352180426,7,1
352464343,40,3
352485786,3,8
353515697,2,0
354422783,15,0
354633331,11,8
354818703,37,8
355084378,39,8
355218117,10,2
355536446,31,11
356268234,6,14
356279161,12,11
356301865,21,23
357219895,22,23
358661755,5,12
358831764,14,20
358852541,38,11
358930117,13,23
359434064,30,23
366891803,29,23
367149206,7,2
367664563,4,11
367716305,3,9
368348170,40,4
368598488,2,1
369291952,11,9
369709791,10,3
369962523,37,9
370289940,15,1
370346261,39,9
370418897,12,12
370880888,31,12
371329330,6,15
371390026,22,24
371715978,21,24
372927970,5,13
373475652,13,24
373495856,14,21
373910646,30,24
374720655,38,12
381852711,29,24
382321051,7,3
382677408,4,12
382880498,3,10
382938525,32,0
383152754,40,5
384154780,37,10
384287886,10,4
384476643,2,2
384573313,11,10
385454270,22,25
385587162,6,16
385591661,12,13
385592331,39,10
385809893,31,13
385914940,15,2
387333640,21,25
387748283,5,14
388379514,13,25
388743166,38,13
388917712,14,22
389237387,30,25
396594889,29,25
397184138,4,13
398217696,3,11
398237791,40,6
398244622,7,4
398580998,32,1
398607896,37,11
399190501,11,11
399218841,2,3
399506627,10,5
399631364,39,11
399888558,12,14
400626135,22,26
401250849,15,3
401461386,31,14
401524633,6,17
403211926,38,14
403309679,21,26
403552971,5,15
403965443,13,26
404379377,30,26
404609099,14,23
411649596,29,26
412043523,4,14
412742936,7,5
413284646,40,7
413357036,3,12
413750080,2,4
413915085,32,2
413971770,11,12
414104085,37,12
414693883,39,12
415381627,10,6
415766792,22,27
415782118,15,4
415857286,12,15
416645831,31,15
417166364,6,18
418024426,38,15
418419063,21,27
418925514,14,24
418988742,30,27
419074828,13,27
419217033,5,16
426223230,4,15
426387696,29,27
427352311,7,6
428112396,11,13
428403912,3,13
428617268,2,5
428628445,40,8
428850123,37,13
429001063,32,3
429523045,41,0
429546613,10,7
429636238,18,0
430227979,12,16
430248571,39,13
430921896,15,5
431368390,33,0
431688063,31,16
431743594,22,28
432496823,6,19
433154490,30,28
433175534,14,25
433264549,5,17
433735373,38,16
434383667,21,28
434496722,13,28
440430161,4,16
441766784,29,28
442110114,7,7
442857027,3,14
443003011,11,14
443796946,2,6
443842291,37,14
443995300,41,1
444275312,32,4
444381383,39,14
444451036,12,17
444628426,40,9
444978697,15,6
445362740,18,1
445444137,10,8
446161446,31,17
446438655,22,29
446457728,33,1
447501225,6,20
448413713,5,18
448669095,21,29
448809108,30,29
448875013,14,26
449653073,38,17
450184685,13,29
455379451,4,17
456602702,29,29
456860114,7,8
457614849,3,15
458194471,37,15
458837297,11,15
459136358,40,10
459254062,12,18
459257903,2,7
459424978,41,2
459738593,32,5
460110992,39,15
460368754,15,7
460741002,10,9
460868334,22,30
461253356,18,2
461290244,33,2
461481769,31,18
462619318,5,19
462840929,21,30
463019992,30,30
463415258,6,21
464196305,14,27
464442005,13,30
464649436,38,18
470766765,29,30
471082585,4,18
471180427,7,9
472294527,3,16
473466651,12,19
473659806,40,11
473714050,41,3
473987395,11,16
474031331,2,8
474178248,39,16
474178248,37,16
474415097,32,6
475454316,33,3
475893990,18,3
475928632,10,10
476321201,15,8
476430662,31,19
476805843,22,31
477384807,5,20
477693726,21,31
478017733,6,22
478199680,30,31
478543568,13,31
479128649,14,28
479446301,38,19
485454025,7,10
485727246,4,19
486454314,29,31
487153912,3,17
488333878,12,20
488510308,26,0
488628585,40,12
488850133,39,17
489118240,32,7
489120319,41,4
489586018,2,9
489811041,37,17
489948333,11,17
490750868,15,9
491048668,22,32
491362760,18,4
491368398,33,4
491381806,10,11
491817540,21,32
492239601,31,20
492579340,6,23
492701408,5,21
493965335,30,32
493988920,13,32
494503660,14,29
495297893,38,20
501114813,4,20
501282129,7,11
501298035,29,32
