sim_time_us,event,detail
2668667763,STATUS,tick=20
2678690923,STATUS,tick=21
2688723689,STATUS,tick=22
2698745611,STATUS,tick=23
2708769068,STATUS,tick=24
2718792763,STATUS,tick=25
2728815923,STATUS,tick=26
2738839384,STATUS,tick=27
2748862821,STATUS,tick=28
2758886259,STATUS,tick=29
2768910008,STATUS,tick=30
2778933298,STATUS,tick=31
2788956688,STATUS,tick=32
2798984520,STATUS,tick=33
2809003562,STATUS,tick=34
2819026990,STATUS,tick=35
2829050467,STATUS,tick=36
2839073899,STATUS,tick=37
2849097316,STATUS,tick=38
2859120754,STATUS,tick=39
2869144201,STATUS,tick=40
2878508937,BOOT,
2888545251,STATUS,tick=1
2898553063,STATUS,tick=2
2908576500,STATUS,tick=3
2918600211,STATUS,tick=4
2928623376,STATUS,tick=5
2938646833,STATUS,tick=6
2948670274,STATUS,tick=7
2958695157,STATUS,tick=8
2968717254,STATUS,tick=9
2978740842,STATUS,tick=10
2988764313,STATUS,tick=11
2998787750,STATUS,tick=12
3008811158,STATUS,tick=13
3018834606,STATUS,tick=14
3028874608,STATUS,tick=15
3038904918,STATUS,tick=16
3048928345,STATUS,tick=17
3058951803,STATUS,tick=18
3068975220,STATUS,tick=19
3078998687,STATUS,tick=20
3089032863,STATUS,tick=21
3099061168,STATUS,tick=22
3109084605,STATUS,tick=23
3119108053,STATUS,tick=24
3129139283,STATUS,tick=25
3139170543,STATUS,tick=26
3149210487,STATUS,tick=27
3159248678,STATUS,tick=28
3169287740,STATUS,tick=29
3179321382,STATUS,tick=30
3189358043,STATUS,tick=31
3195613650,BOOT,
3205649964,STATUS,tick=1
3215657776,STATUS,tick=2
3225665589,STATUS,tick=3
3235673401,STATUS,tick=4
3245681214,STATUS,tick=5
3255691995,STATUS,tick=6
3265704944,STATUS,tick=7
3275712464,STATUS,tick=8
3285720276,STATUS,tick=9
3295728229,STATUS,tick=10
3305736041,STATUS,tick=11
3315743873,STATUS,tick=12
3325751666,STATUS,tick=13
3335759478,STATUS,tick=14
3345767564,STATUS,tick=15
3355775104,STATUS,tick=16
3365782916,STATUS,tick=17
3375790749,STATUS,tick=18
3385798541,STATUS,tick=19
3395806641,STATUS,tick=20
3405814166,STATUS,tick=21
3415821979,STATUS,tick=22
3425830074,STATUS,tick=23
3435837623,STATUS,tick=24
3445845416,STATUS,tick=25
3455853228,STATUS,tick=26
3465861041,STATUS,tick=27
3475868853,STATUS,tick=28
3485876666,STATUS,tick=29
3495884499,STATUS,tick=30
3505892564,STATUS,tick=31
3515900104,STATUS,tick=32
3525907917,STATUS,tick=33
3535915729,STATUS,tick=34
3545923542,STATUS,tick=35
3555931651,STATUS,tick=36
3565939167,STATUS,tick=37
3575946979,STATUS,tick=38
3585955075,STATUS,tick=39
3595962604,STATUS,tick=40
