sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60289993,24,0,1966110,42465,1923645,0,0,1965561,1965561
60325356,2,0,1966126,42452,1923674,0,0,1965577,1965577
60327895,39,0,1966110,42465,1923645,0,0,1965561,1965561
60334497,41,0,1966110,42465,1923645,0,0,1965561,1965561
60347589,29,0,1966110,42466,1923644,0,0,1965561,1965561
60392520,32,0,1966110,42465,1923645,0,0,1965561,1965561
60397838,12,0,1966117,42466,1923651,0,0,1965568,1965568
60411981,6,0,1966126,42452,1923674,0,0,1965577,1965577
60440373,25,0,1966110,42465,1923645,0,0,1965561,1965561
60458554,35,0,1966110,42465,1923645,0,0,1965561,1965561
60521024,33,0,1966110,42465,1923645,0,0,1965561,1965561
60549688,27,0,1966110,42466,1923644,0,0,1965561,1965561
60554693,8,0,1966126,42794,1923332,0,0,1965577,1965577
60568946,4,0,1966126,42452,1923674,0,0,1965577,1965577
60569863,23,0,1966110,42524,1923586,0,0,1965561,1965561
60608438,11,0,1966117,42466,1923651,0,0,1965568,1965568
60627781,31,0,1966109,42465,1923644,0,0,1965561,1965561
60657098,19,0,1966110,42465,1923645,0,0,1965561,1965561
60662069,16,0,1966110,42465,1923645,0,0,1965561,1965561
60688388,34,0,1966117,73684,1892433,0,6220,106270,112490
60732132,30,0,1966136,72334,1893802,0,5476,103102,108578
60766481,18,0,1966110,42465,1923645,0,0,1965561,1965561
60771462,1,0,1966162,1966162,0,0,10295,88077,98372
60790070,40,0,1966110,42465,1923645,0,0,1965561,1965561
60808896,28,0,1966110,42940,1923170,0,0,1965561,1965561
60821048,10,0,1966117,42466,1923651,0,0,1965568,1965568
60827512,7,0,1966126,42452,1923674,0,0,1965577,1965577
60869332,22,0,1966117,59606,1906511,0,6163,99533,105696
60882705,14,0,1966117,42466,1923651,0,0,1965568,1965568
60887543,13,0,1966117,42466,1923651,0,0,1965568,1965568
60918224,9,0,1966126,42519,1923607,0,0,1965577,1965577
60930221,3,0,1966126,42452,1923674,0,0,1965577,1965577
60947427,37,0,1966110,42465,1923645,0,0,1965561,1965561
60981206,17,0,1966110,42523,1923587,0,0,1965561,1965561
61011681,26,0,1966110,42941,1923169,0,0,1965561,1965561
61070702,36,0,1966110,42465,1923645,0,0,1965561,1965561
61129938,20,0,1966138,84511,1881627,0,6743,82079,88822
61151125,5,0,1966126,42452,1923674,0,0,1965577,1965577
61158184,21,0,1966110,42465,1923645,0,0,1965561,1965561
61249686,15,0,1966126,59197,1906929,0,3783,908759,912542
61266104,38,0,1966117,92420,1873697,0,7474,79569,87043
120289991,24,1,1966080,44218,1921862,0,0,1966080,1966080
120325354,2,1,1966080,44189,1921891,0,0,1966080,1966080
120327893,39,1,1966080,43800,1922280,0,0,1966080,1966080
120334495,41,1,1966080,43799,1922281,0,0,1966080,1966080
120347587,29,1,1966080,43799,1922281,0,0,1966080,1966080
120392518,32,1,1966080,43800,1922280,0,0,1966080,1966080
120397836,12,1,1966080,43799,1922281,0,0,1966080,1966080
120411979,6,1,1966080,43787,1922293,0,0,1966080,1966080
120440371,25,1,1966080,43799,1922281,0,0,1966080,1966080
120458552,35,1,1966080,43800,1922280,0,0,1966080,1966080
120521022,33,1,1966080,43800,1922280,0,0,1966080,1966080
120549686,27,1,1966080,43799,1922281,0,0,1966080,1966080
120554691,8,1,1966080,44244,1921836,0,0,1966080,1966080
120568944,4,1,1966080,43787,1922293,0,0,1966080,1966080
120569861,23,1,1966080,44161,1921919,0,0,1966080,1966080
120608436,11,1,1966080,43799,1922281,0,0,1966080,1966080
120627779,31,1,1966080,43800,1922280,0,0,1966080,1966080
120657096,19,1,1966080,43799,1922281,0,0,1966080,1966080
120662067,16,1,1966080,43799,1922281,0,0,1966080,1966080
120688349,34,1,1966079,53567,1912512,0,4044,55220,59264
120732646,30,1,1966096,48617,1917479,0,3957,52440,56397
120766479,18,1,1966080,43799,1922281,0,0,1966080,1966080
120771464,1,1,1966080,1966080,0,0,7724,117658,125382
120790068,40,1,1966080,43799,1922281,0,0,1966080,1966080
120808894,28,1,1966080,44051,1922029,0,0,1966080,1966080
120821046,10,1,1966080,43799,1922281,0,0,1966080,1966080
120827510,7,1,1966080,43787,1922293,0,0,1966080,1966080
120869291,22,1,1966079,41872,1924207,0,3763,53804,57567
120882703,14,1,1966080,43799,1922281,0,0,1966080,1966080
120887541,13,1,1966080,43799,1922281,0,0,1966080,1966080
120918222,9,1,1966080,44524,1921556,0,0,1966080,1966080
120930219,3,1,1966080,43787,1922293,0,0,1966080,1966080
120947425,37,1,1966080,43800,1922280,0,0,1966080,1966080
120981204,17,1,1966080,44337,1921743,0,0,1966080,1966080
121011679,26,1,1966080,44213,1921867,0,0,1966080,1966080
121070700,36,1,1966080,43800,1922280,0,0,1966080,1966080
121126132,20,1,1966058,65261,1900797,0,4143,55798,59941
121151123,5,1,1966080,43787,1922293,0,0,1966080,1966080
121158182,21,1,1966080,43799,1922281,0,0,1966080,1966080
121249651,15,1,1966078,42705,1923373,0,3192,49759,52951
121266055,38,1,1966079,69244,1896835,0,4250,55653,59903
180289991,24,2,1966080,44038,1922042,0,0,1966080,1966080
180325354,2,2,1966080,43813,1922267,0,0,1966080,1966080
180327893,39,2,1966080,43689,1922391,0,0,1966080,1966080
180334495,41,2,1966080,43689,1922391,0,0,1966080,1966080
180347587,29,2,1966080,43689,1922391,0,0,1966080,1966080
180392518,32,2,1966080,43689,1922391,0,0,1966080,1966080
180397836,12,2,1966080,43689,1922391,0,0,1966080,1966080
180411979,6,2,1966080,43678,1922402,0,0,1966080,1966080
180440371,25,2,1966080,43689,1922391,0,0,1966080,1966080
180458552,35,2,1966080,43689,1922391,0,0,1966080,1966080
180521022,33,2,1966080,43689,1922391,0,0,1966080,1966080
180549686,27,2,1966080,43689,1922391,0,0,1966080,1966080
180554691,8,2,1966080,44068,1922012,0,0,1966080,1966080
180568944,4,2,1966080,43678,1922402,0,0,1966080,1966080
180569861,23,2,1966080,44057,1922023,0,0,1966080,1966080
180608436,11,2,1966080,43689,1922391,0,0,1966080,1966080
180627779,31,2,1966080,43689,1922391,0,0,1966080,1966080
180657096,19,2,1966080,43689,1922391,0,0,1966080,1966080
180662067,16,2,1966080,43689,1922391,0,0,1966080,1966080
180688349,34,2,1966080,42821,1923259,0,3637,54683,58320
180731503,30,2,1966043,60352,1905691,0,5137,57709,62846
180766479,18,2,1966080,43689,1922391,0,0,1966080,1966080
180771454,1,2,1966080,1966080,0,0,7627,119457,127084
180790068,40,2,1966080,43689,1922391,0,0,1966080,1966080
180808894,28,2,1966080,43866,1922214,0,0,1966080,1966080
