sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
34818034,1,22,0,22718,22514691
35388178,1,34,0,23289,23269483
36077747,1,22,1,8054,7854413
36647927,1,34,1,8625,8607361
42947562,1,34,2,257,234246
43743113,1,38,0,31640,31046680
44267570,1,22,2,257,53920
44688125,1,38,1,16906,16311988
45633382,1,38,2,3179,2585451
46667821,1,20,0,34570,34111311
47612805,1,20,1,20007,19548543
48557593,1,20,2,5632,5173008
57122840,1,34,3,140,121373
58862727,1,38,3,992,392920
58952289,1,20,3,828,372405
59072725,1,22,3,453,249690
72242960,1,34,4,328,311786
72856847,1,20,4,695,237901
73353077,1,38,4,1070,465083
73562754,1,22,4,390,192824
86732845,1,34,5,70,47860
87527728,1,38,5,804,203891
87617322,1,20,5,531,76500
88052879,1,22,5,445,245479
101538155,1,34,6,359,341376
102333042,1,38,6,906,308558
102858046,1,22,6,390,191261
103682713,1,20,6,789,329087
116028314,1,34,7,140,120584
116508104,1,38,7,898,303909
118487640,1,20,7,515,56204
118608148,1,22,7,851,651146
130368226,1,38,8,742,148409
130518420,1,34,8,226,204434
134043221,1,22,8,531,324122
134552945,1,20,8,750,293364
144543205,1,38,9,679,81226
146268549,1,34,9,406,384285
149043020,1,20,9,664,205339
149478378,1,22,9,460,256921
159348667,1,38,10,929,325735
161703588,1,34,10,234,217616
164163266,1,20,10,656,200409
164283658,1,22,10,593,390171
174468551,1,38,11,906,311088
175958156,1,30,8,44359,44304127
176903168,1,30,9,30546,30491357
177138913,1,34,11,320,301379
177848309,1,30,10,16796,16741045
179101289,1,22,11,328,137499
179114727,1,30,11,3437,3374674
179598386,1,20,11,812,354309
179738415,1,15,7,28406,27831913
181628324,1,15,8,14718,14143696
183203162,1,15,9,1617,1038851
188643710,1,38,12,921,322181
190132991,1,30,12,343,283533
190999028,1,34,12,125,106776
193582311,1,22,12,500,301859
194403494,1,20,12,679,221897
198323447,1,15,10,1140,565275
202503799,1,38,13,687,85199
204307980,1,30,13,265,208551
207063986,1,34,13,281,257706
208702396,1,2,0,390,736605
209332583,1,22,13,515,321918
209523872,1,20,13,1039,583617
214073148,1,15,11,882,307154
218254102,1,38,14,671,73233
219428105,1,30,14,390,328681
221239291,1,34,14,335,315819
222877642,1,2,1,187,535873
