sim_time_us,node_id,event,peer,detail
11096017,38,LIST,0x0001,
11096894,20,LIST,0x0001,
11584429,38,LIST,0x001e,
11585130,20,LIST,0x0022,
14265048,34,LIST,0x0001,
14266358,22,LIST,0x0001,
14275935,30,LIST,0x0001,
14525485,1,EOL,0x001e,
14768577,30,LIST,0x0026,
15950995,38,EOL,0x001e,
17045629,1,EOL,0x0014,
17675548,34,EOL,0x0014,
18935857,1,EOL,0x0022,
19101080,1,EOL,0x0026,
19415967,30,EOL,0x0026,
21935909,1,EOL,0x0016,
24014908,22,ADD,0x0001,
24644628,34,ADD,0x0001,
25551331,1,CELL_ALLOC,0x0016,slot=6 ch=1 dir=Receive
25565330,1,SUCCESS,0x0016,
26032310,1,CELL_ALLOC,0x0022,slot=2 ch=6 dir=Receive
26046492,1,SUCCESS,0x0022,
33924908,22,CELL_ALLOC,0x0001,slot=6 ch=1 dir=Transmit
34240027,34,CELL_ALLOC,0x0001,slot=2 ch=6 dir=Transmit
37701483,15,LIST,0x001e,
39296950,38,ADD,0x0001,
39726922,1,CELL_ALLOC,0x0026,slot=13 ch=4 dir=Receive
39740964,1,SUCCESS,0x0026,
40040901,30,EOL,0x000f,
42902954,38,CELL_ALLOC,0x0001,slot=13 ch=4 dir=Transmit
43860245,20,ADD,0x0001,
44021849,15,ADD,0x001e,
44136814,1,CELL_ALLOC,0x0014,slot=19 ch=7 dir=Receive
44150776,1,SUCCESS,0x0014,
44490232,38,LIST,0x0014,
46045610,20,CELL_ALLOC,0x0001,slot=19 ch=7 dir=Transmit
47545601,20,LIST,0x0026,
47600899,38,EOL,0x0014,
49698712,1,LIST,0x0016,
50435628,22,EOL,0x0001,
50916383,20,EOL,0x0026,
88079101,34,LIST,0x0014,
88245130,20,EOL,0x0022,
92091378,15,ADD,0x001e,
131138259,15,ADD,0x001e,
174737891,30,ADD,0x0001,
175053339,1,SUCCESS,0x001e,
175196784,30,CELL_ALLOC,0x0001,slot=7 ch=2 dir=Transmit
175213336,30,SUCCESS,0x0001,
175359946,1,CELL_ALLOC,0x001e,slot=7 ch=2 dir=Receive
176150131,15,ADD,0x001e,
176288502,30,CELL_ALLOC,0x000f,slot=1 ch=9 dir=Receive
176302503,30,SUCCESS,0x000f,
176456770,15,CELL_ALLOC,0x001e,slot=1 ch=9 dir=Transmit
176919007,15,LIST,0x0026,
177067144,38,EOL,0x000f,
178081474,30,LIST,0x0001,
178169499,1,EOL,0x001e,
206933484,2,LIST,0x0016,
206992155,22,EOL,0x0002,
207201324,2,ADD,0x0016,
207622726,22,CELL_ALLOC,0x0002,slot=5 ch=0 dir=Receive
207636674,22,SUCCESS,0x0002,
207806268,2,CELL_ALLOC,0x0016,slot=5 ch=0 dir=Transmit
231767331,26,LIST,0x000f,
232259852,26,LIST,0x0026,
232357880,15,EOL,0x001a,
243084016,38,LIST,0x000f,
243217308,15,EOL,0x0026,
245534091,26,LIST,0x0026,
253386277,1,LIST,0x001e,
253462817,30,EOL,0x0001,
258319187,9,LIST,0x001e,
260807586,26,ADD,0x000f,
260888186,15,SUCCESS,0x001a,
263562634,26,CELL_ALLOC,0x000f,slot=9 ch=11 dir=Transmit
263575629,26,SUCCESS,0x000f,
263729748,8,LIST,0x0022,
263858159,34,EOL,0x0008,
263858441,30,EOL,0x0009,
263905130,15,CELL_ALLOC,0x001a,slot=9 ch=11 dir=Receive
264047204,9,ADD,0x001e,
264050060,8,ADD,0x0022,
264173854,34,CELL_ALLOC,0x0008,slot=1 ch=8 dir=Receive
264187844,34,SUCCESS,0x0008,
264342011,8,CELL_ALLOC,0x0022,slot=1 ch=8 dir=Transmit
264489486,30,CELL_ALLOC,0x0009,slot=20 ch=6 dir=Receive
264503525,30,SUCCESS,0x0009,
264657350,9,CELL_ALLOC,0x001e,slot=20 ch=6 dir=Transmit
265259788,26,LIST,0x0026,
265433267,38,EOL,0x001a,
295427009,23,LIST,0x0022,
295919610,23,LIST,0x0008,
295988704,34,EOL,0x0017,
296445020,22,LIST,0x0002,
296618062,2,EOL,0x0016,
298193283,8,EOL,0x0017,
298382832,23,ADD,0x0022,
298824795,34,CELL_ALLOC,0x0017,slot=20 ch=6 dir=Receive
298839086,34,SUCCESS,0x0017,
298992659,23,CELL_ALLOC,0x0022,slot=20 ch=6 dir=Transmit
304498448,34,LIST,0x0008,
304642721,8,EOL,0x0022,
312353454,8,LIST,0x0017,
312517922,23,EOL,0x0008,
323014439,24,LIST,0x0009,
323506948,24,LIST,0x001e,
324653586,9,EOL,0x0018,
324969248,30,EOL,0x0018,
325158200,24,ADD,0x0009,
325284504,9,CELL_ALLOC,0x0018,slot=19 ch=4 dir=Receive
325298507,9,SUCCESS,0x0018,
325459639,24,CELL_ALLOC,0x0009,slot=19 ch=4 dir=Transmit
330595718,9,LIST,0x0018,
330638475,24,EOL,0x0009,
340006448,14,LIST,0x0008,
342293870,8,EOL,0x000e,
342482736,14,ADD,0x0008,
342609882,8,CELL_ALLOC,0x000e,slot=20 ch=9 dir=Receive
342623876,8,SUCCESS,0x000e,
342777950,14,CELL_ALLOC,0x0008,slot=20 ch=9 dir=Transmit
344993197,15,LIST,0x001a,
345129411,26,EOL,0x000f,
358553701,28,LIST,0x0026,
358823636,38,EOL,0x001c,
359024052,28,ADD,0x0026,
359140232,38,CELL_ALLOC,0x001c,slot=12 ch=13 dir=Receive
359154439,38,SUCCESS,0x001c,
359322853,28,CELL_ALLOC,0x0026,slot=12 ch=13 dir=Transmit
359813181,9,ADD,0x0018,
359959758,24,SUCCESS,0x0009,
360115353,9,CELL_ALLOC,0x0018,slot=9 ch=3 dir=Transmit
360128369,9,SUCCESS,0x0018,
360309253,24,CELL_ALLOC,0x0009,slot=9 ch=3 dir=Receive
372129529,6,LIST,0x001a,
373628736,26,EOL,0x0006,
373829234,6,ADD,0x001a,
373944774,26,CELL_ALLOC,0x0006,slot=7 ch=11 dir=Receive
373958768,26,SUCCESS,0x0006,
374128076,6,CELL_ALLOC,0x001a,slot=7 ch=11 dir=Transmit
389627560,30,LIST,0x0026,
389693694,38,EOL,0x001e,
394736153,22,ADD,0x0002,
394924897,2,SUCCESS,0x0016,
395178712,22,CELL_ALLOC,0x0002,slot=13 ch=0 dir=Transmit
395195685,22,SUCCESS,0x0002,
395332428,2,CELL_ALLOC,0x0016,slot=13 ch=0 dir=Receive
417853081,31,LIST,0x0009,
420253265,9,EOL,0x001f,
420449714,31,ADD,0x0009,
420573341,9,CELL_ALLOC,0x001f,slot=7 ch=14 dir=Receive
420594861,9,SUCCESS,0x001f,
421456645,1,LIST,0x0022,
421508651,34,EOL,0x0001,
421693303,31,CELL_ALLOC,0x0009,slot=7 ch=14 dir=Transmit
421948950,13,LIST,0x001c,
422303976,28,EOL,0x000d,
422493500,13,ADD,0x001c,
422628677,40,LIST,0x000e,
422934930,28,CELL_ALLOC,0x000d,slot=11 ch=7 dir=Receive
422949011,28,SUCCESS,0x000d,
423110226,13,CELL_ALLOC,0x001c,slot=11 ch=7 dir=Transmit
423249441,14,EOL,0x0028,
423438551,40,ADD,0x000e,
423565385,14,CELL_ALLOC,0x0028,slot=19 ch=4 dir=Receive
423579378,14,SUCCESS,0x0028,
424213385,40,CELL_ALLOC,0x000e,slot=19 ch=4 dir=Transmit
434893626,20,LIST,0x0001,
435069167,1,EOL,0x0014,
436049652,35,LIST,0x0006,
436314077,6,EOL,0x0023,
436542647,35,LIST,0x000d,
436629022,13,EOL,0x0023,
436988548,35,ADD,0x0006,
437259847,6,CELL_ALLOC,0x0023,slot=6 ch=9 dir=Receive
437273835,6,SUCCESS,0x0023,
437443608,35,CELL_ALLOC,0x0006,slot=6 ch=9 dir=Transmit
443427370,14,LIST,0x0028,
443559745,40,EOL,0x000e,
445907772,26,LIST,0x0006,
446079094,6,EOL,0x001a,
447441042,6,LIST,0x0023,
447504519,35,EOL,0x0006,
453767609,28,LIST,0x000d,
453803992,13,EOL,0x001c,
460618808,28,ADD,0x000d,
460654451,38,LIST,0x001a,
461228575,13,SUCCESS,0x001c,
461427289,28,CELL_ALLOC,0x000d,slot=1 ch=2 dir=Transmit
461440273,28,SUCCESS,0x000d,
461619833,13,CELL_ALLOC,0x001c,slot=1 ch=2 dir=Receive
462144065,26,EOL,0x0026,
464512325,6,ADD,0x0023,
464694268,35,SUCCESS,0x0006,
464813178,6,CELL_ALLOC,0x0023,slot=10 ch=5 dir=Transmit
464826192,6,SUCCESS,0x0023,
464902265,35,CELL_ALLOC,0x0006,slot=10 ch=5 dir=Receive
467715140,33,LIST,0x000d,
468924373,13,EOL,0x0021,
469114045,33,ADD,0x000d,
469240577,13,CELL_ALLOC,0x0021,slot=20 ch=8 dir=Receive
469254613,13,SUCCESS,0x0021,
469415603,33,CELL_ALLOC,0x000d,slot=20 ch=8 dir=Transmit
473288856,14,ADD,0x0028,
473360525,40,SUCCESS,0x000e,
473517113,14,CELL_ALLOC,0x0028,slot=17 ch=2 dir=Transmit
473530139,14,SUCCESS,0x0028,
473839239,40,CELL_ALLOC,0x000e,slot=17 ch=2 dir=Receive
475750364,8,LIST,0x000e,
475854717,14,EOL,0x0008,
494011914,13,LIST,0x0023,
494124317,35,EOL,0x000d,
503210239,24,LIST,0x0011,
503260029,17,EOL,0x0018,
504639149,34,LIST,0x0017,
504669273,23,EOL,0x0022,
505439393,17,LIST,0x0016,
505614774,22,EOL,0x0011,
505924679,17,LIST,0x0002,
506244360,2,EOL,0x0011,
506424780,17,LIST,0x0018,
508765516,24,EOL,0x0011,
508965917,17,ADD,0x0016,
509080494,22,CELL_ALLOC,0x0011,slot=4 ch=7 dir=Receive
509094529,22,SUCCESS,0x0011,
509264093,17,CELL_ALLOC,0x0016,slot=4 ch=7 dir=Transmit
532214860,35,LIST,0x0019,
532389907,25,EOL,0x0023,
532617934,25,LIST,0x0023,
532705267,35,EOL,0x0019,
533110364,25,LIST,0x0006,
533185282,6,EOL,0x0019,
534320005,25,ADD,0x0023,
534454393,35,CELL_ALLOC,0x0019,slot=5 ch=4 dir=Receive
