sim_time_us,event,detail
991408666,STATUS,tick=99
1001416931,STATUS,tick=100
1011424467,STATUS,tick=101
1021432299,STATUS,tick=102
1031440375,STATUS,tick=103
1041447904,STATUS,tick=104
1051455716,STATUS,tick=105
1061463529,STATUS,tick=106
1071471341,STATUS,tick=107
1081479174,STATUS,tick=108
1091486966,STATUS,tick=109
1101494826,STATUS,tick=110
1111503152,STATUS,tick=111
1121510405,STATUS,tick=112
1131518217,STATUS,tick=113
1141526050,STATUS,tick=114
1151533842,STATUS,tick=115
1161541942,STATUS,tick=116
1171549467,STATUS,tick=117
1181557280,STATUS,tick=118
1191565741,STATUS,tick=119
1201572924,STATUS,tick=120
1211580717,STATUS,tick=121
1221588529,STATUS,tick=122
1231596342,STATUS,tick=123
1241604154,STATUS,tick=124
1251611967,STATUS,tick=125
1261619799,STATUS,tick=126
1271627875,STATUS,tick=127
1281635404,STATUS,tick=128
1291643217,STATUS,tick=129
1301651030,STATUS,tick=130
1311658842,STATUS,tick=131
1321672735,STATUS,tick=132
1331682280,STATUS,tick=133
1341690386,STATUS,tick=134
1351697905,STATUS,tick=135
1361705717,STATUS,tick=136
1371713530,STATUS,tick=137
1381721362,STATUS,tick=138
1391729155,STATUS,tick=139
1401736967,STATUS,tick=140
1411744779,STATUS,tick=141
1421752868,STATUS,tick=142
1428715933,TSCH_JOIN,0x001f jp=4
1431760429,STATUS,tick=143
1441768448,STATUS,tick=144
1443956394,FIRST_CONTACT,
1451776159,STATUS,tick=145
1461799616,STATUS,tick=146
1471823044,STATUS,tick=147
1481846492,STATUS,tick=148
1491869919,STATUS,tick=149
1501893387,STATUS,tick=150
1511930796,STATUS,tick=151
1521955857,STATUS,tick=152
1531983015,STATUS,tick=153
1542010555,STATUS,tick=154
1552033982,STATUS,tick=155
1562057469,STATUS,tick=156
1572095057,STATUS,tick=157
1582119930,STATUS,tick=158
1592147045,STATUS,tick=159
1602174606,STATUS,tick=160
1612198076,STATUS,tick=161
1622221547,STATUS,tick=162
1632253959,STATUS,tick=163
1642284008,STATUS,tick=164
1652317685,STATUS,tick=165
1659734524,BOOT,
1669770838,STATUS,tick=1
1679778650,STATUS,tick=2
1689786486,STATUS,tick=3
1699802298,STATUS,tick=4
1709824634,STATUS,tick=5
1719841309,STATUS,tick=6
1729864727,STATUS,tick=7
1739888164,STATUS,tick=8
1749911592,STATUS,tick=9
1759935212,STATUS,tick=10
1769958639,STATUS,tick=11
1779982064,STATUS,tick=12
1790005481,STATUS,tick=13
1800028909,STATUS,tick=14
1810052347,STATUS,tick=15
1820075827,STATUS,tick=16
1830099222,STATUS,tick=17
1840122689,STATUS,tick=18
1850146097,STATUS,tick=19
1860169544,STATUS,tick=20
1870192972,STATUS,tick=21
1880216476,STATUS,tick=22
1884573298,BOOT,
1894609559,STATUS,tick=1
1904617371,STATUS,tick=2
1914625184,STATUS,tick=3
1924632996,STATUS,tick=4
1934640809,STATUS,tick=5
1944651593,STATUS,tick=6
1954664539,STATUS,tick=7
1964672059,STATUS,tick=8
1974679872,STATUS,tick=9
1984687824,STATUS,tick=10
1994695636,STATUS,tick=11
2004703469,STATUS,tick=12
2014711261,STATUS,tick=13
2024719074,STATUS,tick=14
2034727160,STATUS,tick=15
2044734699,STATUS,tick=16
2054742512,STATUS,tick=17
2064750344,STATUS,tick=18
2074758137,STATUS,tick=19
2084766236,STATUS,tick=20
2094773762,STATUS,tick=21
2104781574,STATUS,tick=22
2114789669,STATUS,tick=23
2124797219,STATUS,tick=24
2134805011,STATUS,tick=25
2144812824,STATUS,tick=26
2154820636,STATUS,tick=27
2164828449,STATUS,tick=28
2174836261,STATUS,tick=29
2184844094,STATUS,tick=30
2194852160,STATUS,tick=31
2204859700,STATUS,tick=32
2214867512,STATUS,tick=33
2224875325,STATUS,tick=34
2234883137,STATUS,tick=35
2244891247,STATUS,tick=36
2254898762,STATUS,tick=37
2264906575,STATUS,tick=38
2274930012,STATUS,tick=39
2284953637,STATUS,tick=40
2294977006,STATUS,tick=41
2305002357,STATUS,tick=42
2315023901,STATUS,tick=43
2325052161,STATUS,tick=44
2335070766,STATUS,tick=45
2345102035,STATUS,tick=46
2355133351,STATUS,tick=47
2365167822,STATUS,tick=48
2375195766,STATUS,tick=49
2385227016,STATUS,tick=50
2395258276,STATUS,tick=51
2405297359,STATUS,tick=52
2415328589,STATUS,tick=53
2425359869,STATUS,tick=54
2435391080,STATUS,tick=55
2445422343,STATUS,tick=56
2455453590,STATUS,tick=57
2465493162,STATUS,tick=58
2475523902,STATUS,tick=59
2485555162,STATUS,tick=60
2495586401,STATUS,tick=61
2505617661,STATUS,tick=62
2515648935,STATUS,tick=63
2525680779,STATUS,tick=64
2535719241,STATUS,tick=65
2545758320,STATUS,tick=66
2555789540,STATUS,tick=67
2565824106,STATUS,tick=68
2575859839,STATUS,tick=69
2585891109,STATUS,tick=70
2595922349,STATUS,tick=71
2605960045,STATUS,tick=72
2615992662,STATUS,tick=73
2626034910,STATUS,tick=74
2636070777,STATUS,tick=75
2646109872,STATUS,tick=76
2656148972,STATUS,tick=77
2666181704,STATUS,tick=78
2676219238,STATUS,tick=79
2686258300,STATUS,tick=80
2696297362,STATUS,tick=81
2698053229,BOOT,
2708089543,STATUS,tick=1
2718097356,STATUS,tick=2
2728105168,STATUS,tick=3
2738113192,STATUS,tick=4
2748128805,STATUS,tick=5
2758164915,STATUS,tick=6
2768183455,STATUS,tick=7
2778206873,STATUS,tick=8
2786806490,BOOT,
2796842752,STATUS,tick=1
2806850564,STATUS,tick=2
2816858377,STATUS,tick=3
2826881814,STATUS,tick=4
2836905252,STATUS,tick=5
2846928709,STATUS,tick=6
2856952127,STATUS,tick=7
2866975564,STATUS,tick=8
2876999289,STATUS,tick=9
2887022862,STATUS,tick=10
2897046016,STATUS,tick=11
2907069474,STATUS,tick=12
2917092892,STATUS,tick=13
2927116329,STATUS,tick=14
2937140044,STATUS,tick=15
2947163204,STATUS,tick=16
2957186641,STATUS,tick=17
2967210372,STATUS,tick=18
2977233517,STATUS,tick=19
2987256954,STATUS,tick=20
2997280669,STATUS,tick=21
3007303829,STATUS,tick=22
3017327267,STATUS,tick=23
3027350724,STATUS,tick=24
3037374142,STATUS,tick=25
3047397852,STATUS,tick=26
3057421294,STATUS,tick=27
3067444454,STATUS,tick=28
3077467892,STATUS,tick=29
3087491349,STATUS,tick=30
3097514767,STATUS,tick=31
3107538205,STATUS,tick=32
3117561920,STATUS,tick=33
3127585362,STATUS,tick=34
3137608517,STATUS,tick=35
3147631974,STATUS,tick=36
3157655392,STATUS,tick=37
3167678829,STATUS,tick=38
3177702314,STATUS,tick=39
3187726020,STATUS,tick=40
3197749431,STATUS,tick=41
3207775232,STATUS,tick=42
3217796017,STATUS,tick=43
3227819455,STATUS,tick=44
3237842892,STATUS,tick=45
3247866330,STATUS,tick=46
3257895573,STATUS,tick=47
3267921037,STATUS,tick=48
3277952267,STATUS,tick=49
3287983518,STATUS,tick=50
3298015056,STATUS,tick=51
3308046018,STATUS,tick=52
3318077268,STATUS,tick=53
3328108538,STATUS,tick=54
3338140047,STATUS,tick=55
3348171018,STATUS,tick=56
3358202268,STATUS,tick=57
3368233518,STATUS,tick=58
3378265047,STATUS,tick=59
3388296038,STATUS,tick=60
3398327268,STATUS,tick=61
3408358518,STATUS,tick=62
3418390047,STATUS,tick=63
3428421018,STATUS,tick=64
3438452268,STATUS,tick=65
3448483538,STATUS,tick=66
3458515047,STATUS,tick=67
3468546018,STATUS,tick=68
3478577268,STATUS,tick=69
3488608518,STATUS,tick=70
3498640047,STATUS,tick=71
3508671038,STATUS,tick=72
3518702315,STATUS,tick=73
3528733824,STATUS,tick=74
3538765057,STATUS,tick=75
3548796474,STATUS,tick=76
3558827268,STATUS,tick=77
3568866350,STATUS,tick=78
3578911472,STATUS,tick=79
3588944456,STATUS,tick=80
3598983518,STATUS,tick=81
