sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60306553,3,0,1966127,44511,1921616,0,0,1965578,1965578
60332551,28,0,1966111,44572,1921539,0,0,1965562,1965562
60345941,13,0,1966118,44528,1921590,0,0,1965569,1965569
60384419,37,0,1966111,44528,1921583,0,0,1965562,1965562
60401690,25,0,1966111,44528,1921583,0,0,1965562,1965562
60402834,31,0,1966111,44528,1921583,0,0,1965562,1965562
60410058,8,0,1966127,44579,1921548,0,0,1965578,1965578
60456586,4,0,1966127,44511,1921616,0,0,1965578,1965578
60463793,15,0,1966118,44919,1921199,0,0,1965569,1965569
60470059,26,0,1966111,44550,1921561,0,0,1965562,1965562
60473334,14,0,1966118,44528,1921590,0,0,1965569,1965569
60517097,30,0,1966138,85477,1880661,0,6728,105862,112590
60535328,24,0,1966111,44929,1921182,0,0,1965562,1965562
60539787,17,0,1966111,44553,1921558,0,0,1965562,1965562
60558628,29,0,1966111,44528,1921583,0,0,1965562,1965562
60585218,6,0,1966127,44511,1921616,0,0,1965578,1965578
60591430,42,0,1966041,39836,1926205,0,0,1965118,1965118
60592203,36,0,1966111,44528,1921583,0,0,1965562,1965562
60592614,40,0,1966111,44528,1921583,0,0,1965562,1965562
60581998,1,0,1966169,1966169,0,0,10786,101400,112186
60616129,10,0,1966118,44528,1921590,0,0,1965569,1965569
60634776,27,0,1966111,44528,1921583,0,0,1965562,1965562
60690215,34,0,1966118,73999,1892119,0,6607,100793,107400
60719977,32,0,1966111,44528,1921583,0,0,1965562,1965562
60775994,2,0,1966127,44536,1921591,0,0,1965578,1965578
60791686,12,0,1966118,44528,1921590,0,0,1965569,1965569
60799680,23,0,1966111,44626,1921485,0,0,1965562,1965562
60810818,41,0,1966111,44528,1921583,0,0,1965562,1965562
60845113,21,0,1966111,44528,1921583,0,0,1965562,1965562
60884723,7,0,1966127,44511,1921616,0,0,1965578,1965578
60893931,33,0,1966111,44528,1921583,0,0,1965562,1965562
60902851,22,0,1966118,59890,1906228,0,5969,81479,87448
60913647,11,0,1966118,44528,1921590,0,0,1965569,1965569
60915470,19,0,1966111,44528,1921583,0,0,1965562,1965562
61028270,5,0,1966127,44511,1921616,0,0,1965578,1965578
61075534,18,0,1966111,44528,1921583,0,0,1965562,1965562
61083624,16,0,1966111,44528,1921583,0,0,1965562,1965562
61147697,39,0,1966111,44528,1921583,0,0,1965562,1965562
61190617,9,0,1966127,44826,1921301,0,0,1965578,1965578
61209284,35,0,1966111,44528,1921583,0,0,1965562,1965562
61212497,38,0,1966118,101691,1864427,0,7380,74413,81793
61219809,20,0,1966119,100552,1865567,0,7122,73422,80544
120306551,3,1,1966080,47701,1918379,0,32,1966047,1966079
120332549,28,1,1966080,47259,1918821,0,32,1966047,1966079
120345939,13,1,1966080,47752,1918328,0,32,1966047,1966079
120384417,37,1,1966080,47752,1918328,0,32,1966047,1966079
120401688,25,1,1966080,48024,1918056,0,32,1966047,1966079
120402832,31,1,1966080,48437,1917643,0,32,1966047,1966079
120410056,8,1,1966080,48444,1917636,0,32,1966047,1966079
120456584,4,1,1966080,47714,1918366,0,32,1966047,1966079
120463791,15,1,1966080,48348,1917732,0,32,1966047,1966079
120470057,26,1,1966080,47261,1918819,0,32,1966047,1966079
120473332,14,1,1966080,47743,1918337,0,32,1966047,1966079
120516476,30,1,1966060,58224,1907836,0,4108,54797,58905
120535326,24,1,1966080,48018,1918062,0,32,1966047,1966079
120539785,17,1,1966080,50127,1915953,0,32,1966047,1966079
120558626,29,1,1966080,47098,1918982,0,32,1966047,1966079
120585216,6,1,1966080,47713,1918367,0,32,1966047,1966079
120591427,42,1,1966080,41514,1924566,0,0,1966080,1966080
120592201,36,1,1966080,46465,1919615,0,32,1966047,1966079
120592612,40,1,1966080,47742,1918338,0,32,1966047,1966079
120581978,1,1,1966080,1966080,0,0,8723,135235,143958
120616127,10,1,1966080,47756,1918324,0,32,1966047,1966079
120634774,27,1,1966080,46465,1919615,0,32,1966047,1966079
120690220,34,1,1966080,57857,1908223,0,4210,55525,59735
120719975,32,1,1966080,47742,1918338,0,32,1966047,1966079
120778058,2,1,1966147,64694,1901453,0,3193,1215336,1218529
120791684,12,1,1966080,47098,1918982,0,32,1966047,1966079
120799678,23,1,1966080,47142,1918938,0,32,1966047,1966079
120810816,41,1,1966080,47092,1918988,0,32,1966047,1966079
120845111,21,1,1966080,47092,1918988,0,32,1966047,1966079
120884721,7,1,1966080,47065,1919015,0,32,1966047,1966079
120893929,33,1,1966080,46465,1919615,0,32,1966047,1966079
120902848,22,1,1966080,67432,1898648,0,5248,58970,64218
120913645,11,1,1966080,46464,1919616,0,32,1966047,1966079
