sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
29329039,1,34,0,-1,17186178
30618945,1,34,1,-1,3685923
33402067,1,38,0,-1,20743635
33785190,1,30,0,-1,21822784
34340298,1,38,1,-1,6002205
34715685,1,30,1,-1,6830849
42241690,1,34,2,-1,89966
42582842,1,30,2,-1,143925
44104877,1,38,2,-1,336579
46716324,1,22,0,-1,34367538
47653538,1,22,1,-1,20148529
48598582,1,22,2,-1,5773270
49207808,1,20,0,-1,36542068
50141101,1,20,1,-1,21967619
51104023,1,20,2,-1,8391459
57053033,1,34,3,-1,291286
57394865,1,20,3,-1,268248
58050796,1,22,3,-1,175929
58343691,1,30,3,-1,342263
59862110,1,38,3,-1,297478
71566942,1,20,4,-1,119963
71865858,1,34,4,-1,128167
72226369,1,22,4,-1,182281
74094477,1,30,4,-1,89304
74679524,1,38,4,-1,477982
86352680,1,34,5,-1,169706
87031472,1,22,5,-1,65548
87624105,1,20,5,-1,372468
88580436,1,30,5,-1,71196
90102788,1,38,5,-1,346389
101194805,1,34,6,-1,308696
102781570,1,22,6,-1,273200
103059227,1,20,6,-1,268538
103398455,1,30,6,-1,186100
105549845,1,38,6,-1,141463
116642017,1,22,7,-1,66718
116904266,1,34,7,-1,80667
117553588,1,20,7,-1,196423
119143539,1,30,7,-1,321819
119186875,1,2,0,-1,909252
120035766,1,38,7,-1,135206
131133341,1,22,8,-1,65815
132025514,1,34,8,-1,303448
133308843,1,20,8,-1,236874
133352682,1,30,8,-1,123907
134835252,1,38,8,-1,347693
146253424,1,22,9,-1,76553
147461059,1,34,9,-1,293710
147795245,1,20,9,-1,145181
148117379,1,30,9,-1,123764
150592844,1,38,9,-1,200064
161640438,1,34,10,-1,285416
161688829,1,22,10,-1,229079
163561365,1,20,10,-1,689134
164190017,1,30,10,-1,336874
165717149,1,38,10,-1,385631
176136722,1,34,11,-1,164556
176493787,1,22,11,-1,215233
177092505,1,20,11,-1,145439
179310208,1,30,11,-1,277400
179880743,1,38,11,-1,214418
190617814,1,34,12,-1,98723
192216110,1,20,12,-1,284630
194109590,1,30,12,-1,318920
279511628,1,39,0,-1,2245919
293676445,1,39,1,-1,1793600
308796619,1,39,2,-1,2218441
432308683,1,31,0,-1,1706049
670754569,1,21,0,-1,861736
