sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
18196693,1,30,0,-1,5893072
23541180,1,20,0,-1,11259744
26050668,1,22,0,-1,13527224
28266008,1,20,1,-1,417749
28305352,1,30,1,-1,431445
28570285,1,22,1,-1,125003
28793408,1,34,0,-1,16199532
30046700,1,34,1,-1,1885662
42488605,1,30,2,-1,216284
43277150,1,34,2,-1,304850
43377201,1,22,2,-1,338182
43414791,1,20,2,-1,371233
57248880,1,20,3,-1,174062
57286397,1,30,3,-1,396263
57552920,1,22,3,-1,365453
58200528,1,38,0,-1,504767
58398053,1,34,3,-1,246055
71437402,1,30,4,-1,211916
72363505,1,38,1,-1,503653
72674191,1,22,4,-1,108487
72888221,1,34,4,-1,369016
73001221,1,20,4,-1,119686
86234528,1,30,5,-1,524707
86842095,1,22,5,-1,154639
87483361,1,20,5,-1,339754
87798581,1,38,2,-1,563759
88459581,1,15,0,-1,549803
88640385,1,34,5,-1,589959
89699303,1,26,0,-1,1084746
100760373,1,30,6,-1,308355
102294456,1,38,3,-1,536177
103244664,1,15,1,-1,483305
104504412,1,26,1,-1,960217
118364875,1,15,2,-1,694197
119939818,1,26,2,-1,747176
176354853,1,28,0,-1,974097
266736901,1,24,0,-1,32622191
311537152,1,25,0,-1,2318348
325971142,1,25,1,-1,1978961
339819476,1,25,2,-1,1506982
354631089,1,25,3,-1,1575833
369125080,1,25,4,-1,1664119
