sim_time_us,node_id,period,total,cpu,lpm,deep_lpm,radio_tx,radio_rx,radio_total
60282606,21,0,1966110,42465,1923645,0,0,1965561,1965561
60312701,7,0,1966126,42452,1923674,0,0,1965577,1965577
60323480,28,0,1966110,42563,1923547,0,0,1965561,1965561
60335350,13,0,1966117,42466,1923651,0,0,1965568,1965568
60350058,15,0,1966117,43044,1923073,0,0,1965568,1965568
60350240,24,0,1966110,42913,1923197,0,0,1965561,1965561
60413216,1,0,1966163,1966163,0,0,10718,102036,112754
60449068,2,0,1966126,42538,1923588,0,0,1965577,1965577
60465463,3,0,1966126,42452,1923674,0,0,1965577,1965577
60524816,11,0,1966117,42466,1923651,0,0,1965568,1965568
60533271,6,0,1966126,42452,1923674,0,0,1965577,1965577
60550773,16,0,1966110,42465,1923645,0,0,1965561,1965561
60615469,25,0,1966110,42465,1923645,0,0,1965561,1965561
60639011,39,0,1966110,42465,1923645,0,0,1965561,1965561
60672028,20,0,1966117,92499,1873618,0,6191,86578,92769
60698086,22,0,1966117,60928,1905189,0,6115,84373,90488
60704103,37,0,1966110,42465,1923645,0,0,1965561,1965561
60727871,10,0,1966117,42466,1923651,0,0,1965568,1965568
60752341,31,0,1966109,42465,1923644,0,0,1965561,1965561
60752902,19,0,1966110,42465,1923645,0,0,1965561,1965561
60778118,35,0,1966110,42465,1923645,0,0,1965561,1965561
60826521,17,0,1966110,42590,1923520,0,0,1965561,1965561
60845958,36,0,1966110,42465,1923645,0,0,1965561,1965561
60847008,29,0,1966110,42466,1923644,0,0,1965561,1965561
60858223,26,0,1966110,42572,1923538,0,0,1965561,1965561
60866579,40,0,1966110,42465,1923645,0,0,1965561,1965561
60886619,14,0,1966117,42466,1923651,0,0,1965568,1965568
60923825,4,0,1966126,42452,1923674,0,0,1965577,1965577
60924696,27,0,1966110,42466,1923644,0,0,1965561,1965561
60921340,30,0,1966116,78809,1887307,0,7256,76957,84213
60979997,38,0,1966117,87003,1879114,0,6174,76678,82852
60982291,33,0,1966110,42465,1923645,0,0,1965561,1965561
61026913,8,0,1966126,42968,1923158,0,0,1965577,1965577
61027760,5,0,1966126,42452,1923674,0,0,1965577,1965577
61033350,41,0,1966110,42465,1923645,0,0,1965561,1965561
61073822,12,0,1966117,42466,1923651,0,0,1965568,1965568
61080267,18,0,1966110,42465,1923645,0,0,1965561,1965561
61116352,23,0,1966110,42955,1923155,0,0,1965561,1965561
61129293,9,0,1966126,43098,1923028,0,0,1965577,1965577
61155765,34,0,1966117,83963,1882154,0,7597,70765,78362
61202953,32,0,1966110,42465,1923645,0,0,1965561,1965561
120282604,21,1,1966080,43799,1922281,0,0,1966080,1966080
120312699,7,1,1966080,43787,1922293,0,0,1966080,1966080
120323478,28,1,1966080,43870,1922210,0,0,1966080,1966080
120335348,13,1,1966080,43799,1922281,0,0,1966080,1966080
120350056,15,1,1966080,44393,1921687,0,0,1966080,1966080
120350238,24,1,1966080,44311,1921769,0,0,1966080,1966080
120413211,1,1,1966080,1966080,0,0,7777,131820,139597
120449066,2,1,1966080,43858,1922222,0,0,1966080,1966080
120465461,3,1,1966080,43787,1922293,0,0,1966080,1966080
120524814,11,1,1966080,43799,1922281,0,0,1966080,1966080
120533269,6,1,1966080,43787,1922293,0,0,1966080,1966080
120550771,16,1,1966080,43799,1922281,0,0,1966080,1966080
120615467,25,1,1966080,43799,1922281,0,0,1966080,1966080
120639009,39,1,1966080,43800,1922280,0,0,1966080,1966080
120672028,20,1,1966080,58876,1907204,0,3854,55092,58946
120698086,22,1,1966080,41090,1924990,0,3656,53873,57529
120704101,37,1,1966080,43800,1922280,0,0,1966080,1966080
120727869,10,1,1966080,43799,1922281,0,0,1966080,1966080
120752339,31,1,1966080,43800,1922280,0,0,1966080,1966080
120752900,19,1,1966080,43799,1922281,0,0,1966080,1966080
120778116,35,1,1966080,43800,1922280,0,0,1966080,1966080
120826519,17,1,1966080,43902,1922178,0,0,1966080,1966080
120845956,36,1,1966080,43800,1922280,0,0,1966080,1966080
120847006,29,1,1966080,43799,1922281,0,0,1966080,1966080
120858221,26,1,1966080,43926,1922154,0,0,1966080,1966080
120866577,40,1,1966080,43799,1922281,0,0,1966080,1966080
120886617,14,1,1966080,43799,1922281,0,0,1966080,1966080
120923823,4,1,1966080,43787,1922293,0,0,1966080,1966080
