sim_time_us,receiver_id,src_id,seq,latency_reported_ms,aoi_us
27889829,1,20,0,16148,15782873
28279755,1,22,0,16539,16151340
28834526,1,20,1,2851,2490042
29224490,1,22,1,2328,1939876
32903160,1,34,0,21156,20317047
33851438,1,34,1,6375,5538860
38093473,1,30,0,26351,25741804
38794974,1,38,0,27054,26384647
39353615,1,30,1,11765,11158270
39753499,1,38,1,12507,11835433
42064306,1,20,2,476,118273
42769324,1,22,2,554,164420
43762945,1,30,2,656,51965
43834440,1,38,2,984,314812
44242844,1,34,2,914,70881
57499499,1,20,3,664,303456
57889420,1,22,3,726,338167
59048235,1,34,3,1093,251282
59198073,1,30,3,750,143353
59269621,1,38,3,859,187483
72064498,1,22,4,562,178335
73249635,1,20,4,515,150766
73853062,1,34,4,1046,202686
74003042,1,30,4,859,252989
75334522,1,38,4,921,252352
86239639,1,22,5,625,236297
88028842,1,34,5,1093,255307
88054719,1,20,5,593,233652
89438305,1,30,5,648,39825
90139601,1,38,5,976,307473
100099729,1,22,6,429,41690
102833582,1,34,6,1007,165669
102859825,1,20,6,437,77854
103928299,1,30,6,945,333607
104944948,1,38,6,875,206570
114589712,1,22,7,695,305126
118103528,1,30,7,937,330063
118294969,1,20,7,609,247373
118583416,1,34,7,875,36440
119435056,1,38,7,945,274789
129395007,1,22,8,460,71312
132593782,1,30,8,929,316734
132790699,1,20,8,609,250896
133295154,1,38,8,781,111433
133388555,1,34,8,945,107198
138583308,1,15,0,6539,6505806
139524259,1,24,0,7484,7446575
141729217,1,9,0,9687,8872480
145145105,1,22,9,484,94894
147083843,1,15,1,554,522065
147713892,1,24,1,140,105056
148100060,1,38,9,851,181999
148343901,1,30,9,835,226686
148535034,1,20,9,437,73376
148823950,1,34,9,1296,456684
149289165,1,9,1,1718,897896
161210362,1,22,10,687,300621
161888978,1,15,2,625,582616
162683917,1,34,10,960,121575
162834174,1,24,2,515,483136
162905541,1,38,10,984,314752
163464155,1,30,10,945,338117
163778852,1,9,2,914,101886
163970247,1,20,10,539,180324
176379092,1,15,3,648,614174
176960481,1,22,11,726,339812
177954271,1,30,11,804,196285
178025584,1,38,11,906,240181
178119290,1,34,11,1054,212822
178269388,1,9,3,1351,532012
178584299,1,24,3,515,471481
180035572,1,20,11,640,276903
191184183,1,15,4,687,653630
192395591,1,22,12,671,282685
192515797,1,38,12,945,277249
193074499,1,9,4,1390,577211
193389413,1,30,12,742,131398
193704534,1,24,4,679,642004
194184165,1,34,12,1117,277655
194210540,1,20,12,648,287775
194600907,1,17,0,1054,535407
206304329,1,15,5,492,453483
206570695,1,22,13,687,301579
208194457,1,9,5,1195,376876
208580961,1,38,13,1015,340031
209139549,1,30,13,875,264381
209304563,1,34,13,1000,155908
209454793,1,24,5,1000,963140
209960802,1,20,13,500,139629
210351195,1,17,1,1031,516074
220479412,1,15,6,585,550441
221375796,1,22,14,531,145298
222054591,1,9,6,976,154915
223700968,1,38,14,921,251517
224574653,1,24,6,406,370322
225054685,1,34,14,1078,234159
225204915,1,30,14,1015,407872
225710898,1,20,14,601,241292
226101298,1,17,2,1179,663470
227046308,1,18,0,5015,4246430
227991133,1,12,0,5960,5197700
234654547,1,15,7,710,669874
236229809,1,9,7,1093,275107
236810946,1,22,15,515,127777
238435020,1,26,0,1515,974396
238506129,1,38,15,765,95735
239331186,1,12,1,1734,967513
239544771,1,34,15,1140,302371
239694918,1,24,7,117,78246
240009612,1,30,15,773,165689
240201078,1,20,15,617,254895
240276911,1,18,1,2664,1888048
241536429,1,17,3,1140,618635
250089661,1,15,8,406,371064
251616062,1,22,16,742,354748
251664933,1,9,8,1156,339499
253719880,1,34,16,1296,454017
253870131,1,26,1,1632,1089225
253941232,1,38,16,937,265172
254136351,1,12,2,1671,901123
254184870,1,30,16,906,301854
254451529,1,18,2,1640,870454
254499892,1,24,8,765,726959
255321114,1,20,16,585,226483
